dataset	axis	sender_receiver	CCI_score	local_contact	cross_edge_count	theme
breast	VWF-ITGA9	Endothelial Cells -> Endothelial Cells	0.7083995070560564	0.1406138993850457	12779	vascular
breast	MMRN2-CD93	Endothelial Cells -> Endothelial Cells	0.7107166026857937	0.1484661470807383	12779	vascular
breast	COL4A2-CD93	Endothelial Cells -> Endothelial Cells	0.7118996799523881	0.1669998679965045	12779	vascular
breast	HSPG2-LRP1	Endothelial Cells -> CAFs, DCIS Associated	0.7279607350660221	0.31885311072451	13942	stromal
breast	MMRN2-CLEC14A	Endothelial Cells -> Endothelial Cells	0.7322091602540813	0.1738559319741048	12779	vascular
breast	EFNB2-PECAM1	Endothelial Cells -> Endothelial Cells	0.7469197326713805	0.2101050418451564	12779	vascular
breast	VWF-LRP1	Endothelial Cells -> CAFs, DCIS Associated	0.7479758913021439	0.3461937505325735	13942	vascular
breast	VWF-SELP	Endothelial Cells -> Endothelial Cells	0.7912892368005828	0.2912449657481761	12779	vascular
