spatial_block_id,display_x,display_y,xenium_x,xenium_y,n_cells,luminal_estrogen_response,epithelial_identity,basal_squamous_state,unfolded_protein_response,oxidative_phosphorylation,collagen_ecm_organization,myofibroblast_caf_activation,immune_activation,immune_exclusion,emt_invasive_front
block_x6_y2,92.95957997710019,63.20048880054582,5647.742838541667,1620.0790473090278,27,0.5462384857840453,0.5666939768642392,0.1300781139755995,0.497265679610883,0.3870065536556708,0.3338658856993743,0.3454870667638975,0.2578386788905956,0.2704900252075229,0.3102298525296768
block_x6_y3,90.038423717052,63.48375019551531,5689.009352463942,2102.2930282201523,39,0.7956274520707631,0.7500762956094256,0.0896313411055354,0.8125776992714115,0.7190734643777338,0.3158527552679632,0.2495445298717749,0.0604358716564676,0.2472446141652874,0.1280752156567493
block_x6_y4,87.59198929227409,63.480275805005675,5683.844706217448,2505.6895141601562,24,0.7782588629370105,0.8355971765284047,0.190408376874013,0.7486850200230695,0.7182917150966075,0.0432131056395815,0.0862423575300925,0.0495395940258341,0.0502381802381961,0.0844086525084063
block_x6_y5,85.79492473553378,63.03790907171537,5607.465169270833,2801.1842447916665,15,0.6489469510114605,0.6958380099571343,0.2897869145890147,0.5666645444081392,0.7008715290709753,0.2310134824411952,0.2087478958273656,0.1390403544894873,0.1615164081054803,0.1036507592659876
block_x6_y6,83.14667236351299,62.984318386126084,5593.650716145833,3237.7652180989585,12,0.54178114682348,0.4625804449131131,0.0,0.4054640920637887,0.5156220158514446,0.2187247840940886,0.3116181860727762,0.5930281871069194,0.3422184029420679,0.2114065822191251
block_x6_y7,80.58838108814655,62.82045933608502,5561.806710379465,3659.305001395089,21,0.6303826754283042,0.4364178992479194,0.1122116669245818,0.449596801518685,0.4816283045831454,0.327833279829302,0.0398508911085448,0.1236891669425575,0.2467709544629764,0.3160171359426812
block_x7_y0,98.87416344773507,66.67582062773808,6232.40185546875,651.3259756905692,14,0.3865690754276667,0.3620519141731214,0.1416935354141502,0.3803774551904025,0.4507395565112757,0.612860839481891,0.3449592666501056,0.3135203411457939,0.5803178392907294,0.6927644631344309
block_x7_y1,95.93112997108454,66.27964252028345,6161.49451171875,1135.8711694335936,25,0.6647681299118126,0.5922321572192565,0.1436593559791611,0.5722798602000848,0.4140144946559414,0.1864978979170284,0.1830030249535481,0.1431624541630025,0.163566622691852,0.2884080367721504
block_x7_y10,72.84073107107554,67.2400621365474,6276.665555245536,4945.149567522321,35,0.6591531723159167,0.553255681341823,0.0822247795743757,0.5655286120152246,0.5230459989562005,0.1691699879682019,0.1806835267375267,0.058072904497922,0.111739144865026,0.1654711824129623
block_x7_y11,68.82955224640435,67.8447425678544,6368.932516659007,5607.705753102022,34,1.0,0.7039744116608374,0.1735568018056472,0.7480258132736639,0.769153371284182,0.0959551322290928,0.1825776025860266,0.0734619528156101,0.1118130765085401,0.0689323125007587
block_x7_y2,93.1448270296689,67.17173778587026,6303.494349888393,1596.9922049386162,28,0.598202591894149,0.4740889435513468,0.1106501527229002,0.5819126897398916,0.511910626292215,0.3975792387903116,0.1755415922605494,0.2662670540671525,0.2951471555165199,0.3577026950266008
block_x7_y3,90.42694234964881,66.7882409898855,6235.102432914402,2044.4354725713315,23,0.608225247572318,0.600002812194566,0.2085845011183723,0.4371963643040222,0.4393460325448732,0.1654497804035939,0.1700862535127927,0.4833889421949874,0.1974442361985354,0.2280787278042108
block_x7_y4,87.42880372414079,67.61897244595737,6366.577405427632,2540.3717362253287,19,0.5511395393076511,0.3960274248620346,0.1902834603947609,0.661929497326068,0.4488421406699374,0.2202387800820333,0.4786813772756628,0.1002849832612496,0.2899003696541237,0.1749372721897849
block_x7_y5,85.78526551366515,67.73235017376541,6382.204508463542,2811.5947265625,12,0.9788176718618372,0.8147829714975989,0.0682765090574958,0.6694745866600608,0.632361265207218,0.0210692764373801,0.1842787817474162,0.0994404642115912,0.0648535066674329,0.0852212230343739
block_x7_y7,80.38118872254698,68.4089261737638,6483.7228515625,3703.966845703125,10,0.5268752306126194,0.3835087296756765,0.29594047955908,0.4873598244658136,0.70342050509962,0.3334991493759376,0.4025189573875558,0.1274635608002623,0.5278645034683334,0.3295592851733079
block_x7_y8,77.92265954063569,68.3328966991237,6466.561218261719,4109.221405029297,16,0.6430702326107908,0.5324271974011804,0.2389505688091993,0.7165128693153463,0.4497927661590251,0.3190992160519603,0.3308043357823213,0.0561751799505511,0.3430149144699101,0.4410200833090417
block_x7_y9,75.8043014119067,67.80628831382687,6375.675699869792,4457.537369791667,30,0.8777272247305903,0.7831380721000557,0.1228648369558665,0.8278450512300505,0.8770401489062059,0.0516200316200587,0.0222278692470084,0.1846219121817591,0.0575201855683494,0.1275932733023778
block_x8_y0,99.35958264239002,72.7476844821796,7235.396321614583,582.6881256103516,18,0.1915319151439732,0.1438353977964538,0.0332890522386583,0.1553496201017968,0.1622451075850439,0.2094900179829482,0.1512530356461433,0.3726530764704891,0.3573936115742502,0.3860403694900777
block_x8_y1,95.7761343673146,72.43574542544204,7177.189684416118,1172.992277446546,19,0.6533975376949598,0.5143452676196728,0.1832561302761644,0.4265511814196058,0.4984342158214856,0.1243345430119731,0.4071977151942346,0.2334808531407198,0.2919590594126978,0.2941116597612336
block_x8_y10,72.79666859122628,71.48884638010415,6977.790364583333,4960.395856584822,21,0.6555445316106852,0.7305535227268213,0.14889480778164,0.6475780422948362,0.7249432891131158,0.0772291211628577,0.0891878230256381,0.2840852543298519,0.0403249345390178,0.0631323481930828
block_x8_y2,93.24163360641506,72.05518820062751,7109.627064098011,1590.202109596946,22,0.7552294277112547,0.9281525837686342,0.24090259994979,0.6729421550644125,0.7145483504021263,0.060367083486633,0.1309336782187397,0.1227343757985778,0.084788457374356,0.1664084756064381
block_x8_y3,90.26044186548697,71.20388070896708,6963.53482421875,2080.1844970703123,25,0.7882040812157493,0.6918223281403701,0.3672566412503978,0.614604172789484,0.736148916824625,0.1229505781749451,0.4317705073467971,0.0825161752997023,0.21702962452737,0.2245457273159503
block_x8_y4,87.62596829111502,71.71574209044759,7043.066861979167,2515.5555338541667,15,0.5735408026836674,0.5801144338390356,0.0402444889881599,0.5534461906382252,0.675088875625506,0.2597760921421792,0.1219833793365146,0.0928033165555655,0.1651455558400863,0.2447292342586369
block_x8_y5,85.69524095284548,72.07588207389273,7098.879949396307,2834.5978670987215,22,0.8384706171133873,0.8801677846165852,0.1479830835492867,0.7856379044070633,0.6695174990265721,0.0820609950650241,0.034102992812374,0.0882185888455884,0.0514793521113481,0.1014447286102581
block_x8_y6,83.08472366801728,72.23578225904197,7120.370251885776,3265.3575481546336,29,0.5267218327420731,0.4475257963711346,0.2677389659914374,0.524759178336858,0.5736842354200332,0.1479867436818214,0.2746984985060726,0.5457069944830336,0.2306937324724035,0.2048393798401346
block_x8_y7,80.55479230684247,72.18332178620221,7106.964379882813,3682.4301879882814,20,0.5334670659554094,0.539948702955873,0.0846066022520824,0.3605849707050105,0.432065674237925,0.1060625816808097,0.2325147995193436,0.661485435343563,0.2159264996312296,0.2132228051022351
block_x8_y8,78.08301227552674,72.1207107712038,7091.992423765121,4089.8949407762098,31,0.7732623329565369,0.8351140687037415,0.273007136237466,0.6849975959319508,0.7197470232544921,0.0581618423050954,0.0632854402483431,0.0951892929502161,0.0267726755165518,0.0348112963039137
block_x8_y9,75.65101876700248,72.46072451304073,7143.543202275815,4491.555388077446,23,0.7554694134808414,0.8441288024541661,0.1777472052466652,0.8519246353823733,0.5526242461195755,0.1402408145234959,0.064981919338531,0.0,0.0609222352299533,0.0900727537245231
block_x9_y0,99.18343710702788,76.6431210955784,7877.9577422560305,619.0504482336212,57,0.5468247162563792,0.5212494504582156,0.3536626224746912,0.5903885655548861,0.6592928979475607,0.6619142146068918,1.0,0.1049025375031506,0.6755295128611576,0.5454298785209073
block_x9_y1,96.24770168857259,76.11034650365903,7784.520591998922,1102.1356601057382,29,0.4752918470939745,0.4297425351323385,0.1102180072085729,0.4528091834947435,0.5539248939174525,0.5310001792279688,0.2942306033486205,0.2297320618901705,0.5301857537433253,0.5465213785082808
block_x9_y11,68.53085371490955,77.64827966145367,7986.320366753473,5675.373752170139,9,0.0519415833501911,0.0517226831736783,0.0,0.2124936432585478,0.2249629483495203,1.0,0.4359545795901743,0.0,1.0,1.0
block_x9_y2,93.2855703664696,76.76612907368525,7887.1900634765625,1591.805913289388,24,0.7688033995907364,0.6897747723744317,0.1450691228095826,0.6435386130473498,0.5667369839038346,0.3015674291402992,0.2869169124962709,0.2178207738980328,0.3111952939972948,0.2100240033851209
block_x9_y3,90.43419153921324,77.09344538283156,7935.858229417067,2062.5967454176684,26,0.3112173533105722,0.2656644655479619,0.0457244002119883,0.2181369957121071,0.3433037422345135,0.5159914316157753,0.52155701855614,0.2417940100608736,0.6536934708724421,0.4894875006513781
block_x9_y4,87.48671498166051,76.49281270297853,7831.199934895833,2547.490543619792,15,0.5040256890656147,0.4446427177936177,0.3384730085861314,0.3554923817361709,0.4727963524955197,0.6976703491347805,0.909680131329758,0.0913603583789566,0.71807008591529,0.3192770605486382
block_x9_y5,85.58989083425062,77.07896059212715,7924.376363118489,2861.366953531901,24,0.7926108574746173,0.7372891605504176,0.3697662978234153,0.660233293681829,0.7016598346937385,0.2359948863900418,0.3207253781892542,0.1493331775114221,0.2607285009357556,0.2120740266017604
block_x9_y6,83.30203468292069,76.98089994156605,7903.899069393382,3238.437126608456,17,0.5519281026089485,0.4708029196270172,0.3479601853066676,0.3680554225472025,0.7292404640115417,0.4743830580988648,0.3837953085629439,0.0724620296756252,0.487942298437862,0.4753588635297935
block_x9_y7,80.71277024006422,76.4233970175029,7807.031048943015,3664.3448127297793,17,0.6961396377924697,0.5130358334710962,0.2742040522363738,0.7458426803369596,0.4869293192072602,0.3256786147317804,0.2714892525238695,0.0319046195054681,0.2646699647173707,0.2294075718701842
block_x9_y8,78.31614209669037,77.70965211640782,8014.813232421875,4061.95107199929,22,0.5823951191637251,0.486366166551751,0.3259739513851694,0.5663880955548496,0.5777971876900462,0.1458772315903126,0.2773276879099343,0.1050143460474903,0.1485626483220525,0.1965671272422482
block_x9_y9,75.43968436959945,76.67902056584778,7839.322405133928,4534.326590401785,7,0.0065765379426783,0.0969631731195591,0.2500031455923169,0.1520988248719651,0.2045472326721489,0.4452361192478233,0.4450404358922366,0.3368778816623684,0.7503593214490409,0.3849406304087625
