sample_name,xenium_root,output_dir,n_cells,aggregation,analysis_observations,n_passing_pathways,n_pathways,n_associations,n_spatial_nulls,n_negative_controls,he_features_available,he_cells_inside_fraction,he_embedding_backend_status,top_pathway,top_family,top_image_feature,top_abs_partial_rho,validation_recovered,validation_total
breast_discovery,Y:\long\10X_datasets\Xenium\Atera\WTA_Preview_FFPE_Breast_Cancer_outs,benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_null12_20260512_1908\breast_discovery,3000,spatial-block,237,10,10,640,10,10,True,1.0,transformers_clip:vinid/plip,basal_squamous_state,endocrine_epithelial_identity,embedding__plip_059,0.2641627415099447,5,10
cervical_validation,Y:\long\10X_datasets\Xenium\Atera\WTA_Preview_FFPE_Cervical_Cancer_outs,benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_null12_20260512_1908\cervical_validation,3000,spatial-block,252,10,10,640,10,10,True,1.0,transformers_clip:vinid/plip,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_053,0.21879818506080312,5,10
