pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_039,0.2900097427183454,0.2900097427183454,0.0006451065377891,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,1,0.0769230769230769,0.1881407200622773,0.2040152873714391,True,True,0.0769230769230769,0.2120884734455015,0.2665961790004219,True,True,breast_discovery
immune_exclusion,immune_ecology,embedding__plip_045,-0.2854522948942853,0.2854522948942853,0.0007910128974246,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,3,0.0769230769230769,0.1574529034391747,0.1874748608560284,True,True,0.1538461538461538,0.2819206763982973,0.2863270216147324,True,False,breast_discovery
emt_invasive_front,invasion_boundary_emt,embedding__plip_063,-0.2276631362091151,0.2276631362091151,0.0079173126210581,135,"structure,x,y,boundary_distance,log_total_counts",0.3129272073156438,16,,,,,,,,,,,breast_discovery
unfolded_protein_response,metabolic_stress,embedding__plip_009,-0.2576724012334651,0.2576724012334651,0.0025515362743397,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,5,0.0769230769230769,0.2125254318485832,0.2131899546633875,True,True,0.0769230769230769,0.1006135489944407,0.103349341823638,True,True,breast_discovery
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_035,0.2883179306795509,0.2883179306795509,0.0006961060545412,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,2,0.0769230769230769,0.2057685037005231,0.2641989550844961,True,True,0.1538461538461538,0.2464151813751753,0.2906562027194234,True,False,breast_discovery
basal_squamous_state,endocrine_epithelial_identity,embedding__plip_013,-0.2388929969975682,0.2388929969975682,0.0049330140878134,137,"structure,x,y,boundary_distance,log_total_counts",0.2905993506498265,10,0.1538461538461538,0.2120626461878538,0.292944981504921,True,False,0.0769230769230769,0.1623115898961763,0.1806588717754244,True,True,cervical_validation
immune_activation,immune_ecology,embedding__plip_053,-0.3059492614007295,0.3059492614007295,0.0002771020879802,137,"structure,x,y,boundary_distance,log_total_counts",0.1141536561439842,1,0.0769230769230769,0.1504245787412518,0.1599249340278294,True,True,0.0769230769230769,0.1622179337181348,0.189131338007591,True,True,cervical_validation
emt_invasive_front,invasion_boundary_emt,embedding__plip_015,0.1855296526881036,0.1855296526881036,0.0299650122261392,137,"structure,x,y,boundary_distance,log_total_counts",0.5434707699456597,34,,,,,,,,,,,cervical_validation
oxidative_phosphorylation,metabolic_stress,embedding__plip_055,0.2353291996548038,0.2353291996548038,0.0056365576863732,137,"structure,x,y,boundary_distance,log_total_counts",0.3006164099399052,12,,,,,,,,,,,cervical_validation
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_041,-0.2949184068411153,0.2949184068411153,0.0004679762621926,137,"structure,x,y,boundary_distance,log_total_counts",0.1141536561439842,2,0.0769230769230769,0.184892514324921,0.2055317741045443,True,True,0.1538461538461538,0.1986701779278157,0.2817033701392426,True,True,cervical_validation
