sample_role,pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_039,0.2900097427183454,0.2900097427183454,0.0006451065377891,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,1,0.0769230769230769,0.1881407200622773,0.2040152873714391,True,True,0.0769230769230769,0.2120884734455015,0.2665961790004219,True,True
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_035,0.2883179306795509,0.2883179306795509,0.0006961060545412,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,2,0.0769230769230769,0.2057685037005231,0.2641989550844961,True,True,0.1538461538461538,0.2464151813751753,0.2906562027194234,True,False
breast_discovery,immune_exclusion,immune_ecology,embedding__plip_045,-0.2854522948942853,0.2854522948942853,0.0007910128974246,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,3,0.0769230769230769,0.1574529034391747,0.1874748608560284,True,True,0.1538461538461538,0.2819206763982973,0.2863270216147324,True,False
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_040,-0.2667783397826503,0.2667783397826503,0.001761509624308,135,"structure,x,y,boundary_distance,log_total_counts",0.2818415398892882,4,0.0769230769230769,0.2015997808219498,0.2054908209124916,True,True,0.0769230769230769,0.2010363799288653,0.2128893653138192,True,True
breast_discovery,unfolded_protein_response,metabolic_stress,embedding__plip_009,-0.2576724012334651,0.2576724012334651,0.0025515362743397,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,5,0.0769230769230769,0.2125254318485832,0.2131899546633875,True,True,0.0769230769230769,0.1006135489944407,0.103349341823638,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_036,0.2494740579570501,0.2494740579570501,0.0035233460355018,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,6,0.0769230769230769,0.1821979450148537,0.2166729684604505,True,True,0.0769230769230769,0.1099996853501778,0.115559128835539,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_011,-0.2486132977214138,0.2486132977214138,0.0036426189175667,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,7,0.0769230769230769,0.1488512695726744,0.1656515721125248,True,True,0.0769230769230769,0.165371670398249,0.1669791338947311,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_063,0.2447220278441818,0.2447220278441818,0.0042283732192072,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,8,0.0769230769230769,0.1208710752721914,0.1209383808083063,True,True,0.1538461538461538,0.2152782434574208,0.2926060544047702,True,False
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_039,-0.2427627491688329,0.2427627491688329,0.0045541556502216,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,9,0.0769230769230769,0.1288300779928625,0.1444635689038169,True,True,0.1538461538461538,0.2402469204176128,0.2488485732356306,True,False
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_044,-0.239362081225494,0.239362081225494,0.0051733052571114,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,10,0.0769230769230769,0.1656359961845956,0.1714040534917504,True,True,0.0769230769230769,0.1582382507256916,0.1717839507237003,True,True
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_038,0.2390325990784784,0.2390325990784784,0.0052371171621323,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,11,,,,,,,,,,
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_045,-0.2380001871149221,0.2380001871149221,0.0054416450578886,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,12,,,,,,,,,,
