pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,sample_role
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,12,0.0769230769230769,0.1881407200622773,0.2040152873714391,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,12,0.0769230769230769,0.2057685037005231,0.2641989550844961,True,True,breast_discovery
immune_exclusion,embedding__plip_045,0.2854522948942853,12,0.0769230769230769,0.1574529034391747,0.1874748608560284,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,12,0.0769230769230769,0.2015997808219498,0.2054908209124916,True,True,breast_discovery
unfolded_protein_response,embedding__plip_009,0.2576724012334651,12,0.0769230769230769,0.2125254318485832,0.2131899546633875,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_036,0.2494740579570501,12,0.0769230769230769,0.1821979450148537,0.2166729684604505,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_011,0.2486132977214138,12,0.0769230769230769,0.1488512695726744,0.1656515721125248,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_063,0.2447220278441818,12,0.0769230769230769,0.1208710752721914,0.1209383808083063,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_039,0.2427627491688329,12,0.0769230769230769,0.1288300779928625,0.1444635689038169,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_044,0.239362081225494,12,0.0769230769230769,0.1656359961845956,0.1714040534917504,True,True,breast_discovery
immune_activation,embedding__plip_053,0.3059492614007295,12,0.0769230769230769,0.1504245787412518,0.1599249340278294,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_041,0.2949184068411153,12,0.0769230769230769,0.184892514324921,0.2055317741045443,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_014,0.2920254297453082,12,0.0769230769230769,0.1146150033195363,0.1265717436510331,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_041,0.2664364415595802,12,0.0769230769230769,0.1682049004190317,0.1767740150754376,True,True,cervical_validation
immune_exclusion,embedding__plip_026,0.2652958778151689,12,0.0769230769230769,0.1511892914171536,0.1787845759043693,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_026,0.2622363093455712,12,0.0769230769230769,0.1620222509297255,0.1641038486699446,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_026,0.2552938060299706,12,0.0769230769230769,0.1277008937897648,0.129021680370816,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_050,0.2473778210508522,12,0.0769230769230769,0.1558514494744271,0.1621168891743201,True,True,cervical_validation
immune_exclusion,embedding__plip_014,0.2389731939271485,12,0.0769230769230769,0.1774992444886722,0.189073725246272,True,True,cervical_validation
basal_squamous_state,embedding__plip_013,0.2388929969975682,12,0.1538461538461538,0.2120626461878538,0.292944981504921,True,False,cervical_validation
