pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,10,12,0.0769230769230769,0.2120884734455015,0.2665961790004219,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,7,12,0.1538461538461538,0.2464151813751753,0.2906562027194234,True,False,breast_discovery
immune_exclusion,embedding__plip_045,0.2854522948942853,7,12,0.1538461538461538,0.2819206763982973,0.2863270216147324,True,False,breast_discovery
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,10,12,0.0769230769230769,0.2010363799288653,0.2128893653138192,True,True,breast_discovery
unfolded_protein_response,embedding__plip_009,0.2576724012334651,7,12,0.0769230769230769,0.1006135489944407,0.103349341823638,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_036,0.2494740579570501,10,12,0.0769230769230769,0.1099996853501778,0.115559128835539,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_011,0.2486132977214138,10,12,0.0769230769230769,0.165371670398249,0.1669791338947311,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_063,0.2447220278441818,10,12,0.1538461538461538,0.2152782434574208,0.2926060544047702,True,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_039,0.2427627491688329,7,12,0.1538461538461538,0.2402469204176128,0.2488485732356306,True,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_044,0.239362081225494,7,12,0.0769230769230769,0.1582382507256916,0.1717839507237003,True,True,breast_discovery
immune_activation,embedding__plip_053,0.3059492614007295,7,12,0.0769230769230769,0.1622179337181348,0.189131338007591,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_041,0.2949184068411153,7,12,0.1538461538461538,0.1986701779278157,0.2817033701392426,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_014,0.2920254297453082,7,12,0.0769230769230769,0.1385819330856956,0.1418130260933019,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_041,0.2664364415595802,7,12,0.0769230769230769,0.1956304155201122,0.2122425652887132,True,True,cervical_validation
immune_exclusion,embedding__plip_026,0.2652958778151689,7,12,0.0769230769230769,0.1762365429770114,0.18943954496166,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_026,0.2622363093455712,7,12,0.0769230769230769,0.2082943794465574,0.2306081323364017,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_026,0.2552938060299706,7,12,0.0769230769230769,0.1376903571866813,0.1443795677982369,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_050,0.2473778210508522,7,12,0.1538461538461538,0.1864642049282602,0.2370880347747081,True,True,cervical_validation
immune_exclusion,embedding__plip_014,0.2389731939271485,7,12,0.0769230769230769,0.1928873850047655,0.193326446934603,True,True,cervical_validation
basal_squamous_state,embedding__plip_013,0.2388929969975682,6,12,0.0769230769230769,0.1623115898961763,0.1806588717754244,True,True,cervical_validation
