pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
immune_activation,embedding__plip_052,0.30314268929475463,7,32,0.030303030303030304,0.14468841995833046,0.15445962990904696,True,True
basal_squamous_state,embedding__plip_047,0.27924275329952153,6,32,0.030303030303030304,0.18239907275228515,0.20872825839822615,True,True
emt_invasive_front,embedding__plip_062,0.2713505121112711,8,32,0.030303030303030304,0.17635606544877133,0.23341154824411378,True,True
basal_squamous_state,embedding__plip_031,0.26496170098322636,6,32,0.06060606060606061,0.22546222136679553,0.26460812199321576,True,True
basal_squamous_state,embedding__plip_022,0.26037101609320795,6,32,0.030303030303030304,0.18878982790884846,0.21671271780335413,True,True
basal_squamous_state,embedding__plip_025,0.26017408890838895,6,32,0.06060606060606061,0.18459817245433624,0.2587615084441723,True,True
unfolded_protein_response,embedding__plip_003,0.2574753851414333,7,32,0.06060606060606061,0.2344337400929262,0.2655365224561739,True,False
immune_activation,embedding__plip_024,0.2527543038413972,7,32,0.030303030303030304,0.181820924435532,0.2077274048539707,True,True
myofibroblast_caf_activation,embedding__plip_012,0.24236483203934214,7,32,0.030303030303030304,0.18946609266530007,0.207638610296155,True,True
basal_squamous_state,embedding__plip_002,0.24006453512038944,6,32,0.030303030303030304,0.17974020129782772,0.21490331157693646,True,True
