pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
immune_activation,embedding__plip_052,0.30314268929475463,32,0.06060606060606061,0.16615372854535138,0.2746320891140238,True,True
basal_squamous_state,embedding__plip_047,0.27924275329952153,32,0.030303030303030304,0.15392399083770728,0.20151546903565992,True,True
emt_invasive_front,embedding__plip_062,0.2713505121112711,32,0.030303030303030304,0.1816090074667147,0.22240393904960581,True,True
basal_squamous_state,embedding__plip_031,0.26496170098322636,32,0.030303030303030304,0.16017548130719525,0.16479589823560478,True,True
basal_squamous_state,embedding__plip_022,0.26037101609320795,32,0.030303030303030304,0.16338414419195663,0.1709197977446564,True,True
basal_squamous_state,embedding__plip_025,0.26017408890838895,32,0.030303030303030304,0.18259444098028263,0.2082156917327111,True,True
unfolded_protein_response,embedding__plip_003,0.2574753851414333,32,0.030303030303030304,0.17770356459943454,0.18073496831209412,True,True
immune_activation,embedding__plip_024,0.2527543038413972,32,0.030303030303030304,0.2211805393610317,0.23531642006696984,True,True
myofibroblast_caf_activation,embedding__plip_012,0.24236483203934214,32,0.06060606060606061,0.22281147866907444,0.2404413719244619,True,True
basal_squamous_state,embedding__plip_002,0.24006453512038944,32,0.030303030303030304,0.1830511890070399,0.21263564297585147,True,True
