contour_id,assigned_structure,classification_name,annotation_source,structure_id,segmentation_source,name,object_type,area_image_px2,centroid_x,centroid_y,geometry_wkt
S1 S1 #1.1,S1,S1 S1 #1.1,,1,,S1 S1 #1.1,annotation,11806.490073286082,87595.00164398586,33882.35327906908,"POLYGON ((87522.54517862857 33811.24651392582, 87537.81364422866 33791.02339758264, 87568.80689142898 33790.67065476627, 87584.53167225304 33810.5410283019, 87600.25645386211 33830.411402604834, 87615.981234695 33850.281776916614, 87631.70601552792 33870.152151228394, 87647.43079712814 33890.02252475518, 87647.88711236979 33930.11601618628, 87648.34342760261 33970.20950684122, 87633.07496123521 33990.43262396938, 87617.3501804023 33970.5622496576, 87601.6253995694 33950.69187534582, 87585.90061796916 33930.82150181904, 87570.17583713627 33910.95112750725, 87554.45105630335 33891.08075319548, 87553.99474107054 33850.98726254053, 87538.26995946148 33831.116888237586, 87522.54517862857 33811.24651392582))"
S1 S1 #2.1,S1,S1 S1 #2.1,,1,,S1 S1 #2.1,annotation,684155.0290504016,86973.94007245841,36530.321733636796,"POLYGON ((86531.25378084119 36589.337901364015, 86530.79746559953 36549.244409932915, 86530.34115036672 36509.15091927797, 86545.60961595798 36488.92780215865, 86560.87808155805 36468.704685815486, 86576.14654792547 36448.48156868733, 86591.41501351671 36428.25845156801, 86606.68347911681 36408.03533522484, 86621.95194548422 36387.81221809669, 86637.22041107547 36367.58910097737, 86652.48887667556 36347.365984634205, 86652.03256143391 36307.272493203105, 86651.57624620109 36267.17900254816, 86666.84471256849 36246.95588542001, 86682.11317816858 36226.73276907684, 86681.65686292693 36186.63927764575, 86696.92532852702 36166.416161302586, 86712.19379489443 36146.193044174426, 86711.7374796616 36106.09955351948, 86727.00594525287 36085.87643640016, 86757.99919245318 36085.52369358378, 86788.99243887734 36085.17095077624, 86804.26090524475 36064.94783364809, 86819.529370836 36044.72471652877, 86834.79783643609 36024.5016001856, 86850.0663028035 36004.278483057446, 86881.05954922766 36003.925740249906, 86912.05279642798 36003.572997433526, 86943.04604362829 36003.220254617154, 86974.03929005245 36002.86751180961, 87005.03253725276 36002.514768993235, 87020.30100284402 35982.29165187391, 87035.56946922025 35962.06853552192, 87066.56271564441 35961.71579271437, 87097.55596284472 35961.363049898, 87112.82442843598 35941.13993277867, 87128.0928948034 35920.91681565052, 87159.08614122756 35920.56407284298, 87190.07938842787 35920.2113300266, 87221.07263562818 35919.85858721023, 87252.06588205234 35919.50584440268, 87267.33434842859 35899.28272805068, 87282.60281401983 35879.059610931356, 87313.59606122015 35878.70686811498, 87344.5893076443 35878.354125307436, 87360.31408925337 35898.224499610384, 87360.77040448619 35938.31799026533, 87361.22671971901 35978.411480920266, 87361.68303496066 36018.504972351366, 87362.13935019348 36058.59846300631, 87362.59566543513 36098.69195443741, 87347.32719905888 36118.91507078941, 87332.05873346762 36139.13818790873, 87332.51504870044 36179.23167856367, 87332.9713639421 36219.325169994765, 87333.42767917491 36259.41866064971, 87333.88399440773 36299.512151304654, 87334.34030964939 36339.605642735754, 87350.06509047346 36359.47601627138, 87365.78987208252 36379.34639057432, 87350.52140571512 36399.56950770247, 87335.25294011502 36419.792624045636, 87335.70925535668 36459.88611547674, 87336.1655705895 36499.97960613168, 87320.89710499824 36520.202723251, 87289.90385779792 36520.55546606738, 87258.91061059761 36520.90820888376, 87243.1858297647 36501.03783457197, 87227.4610489318 36481.1674602602, 87196.46780173149 36481.52020307658, 87165.47455453117 36481.87294589295, 87134.48130810702 36482.2256887005, 87119.2128417396 36502.44880582865, 87103.94437614834 36522.67192294797, 87088.67591054826 36542.895039291136, 87073.40744418085 36563.11815641929, 87058.1389785896 36583.341273538615, 87042.87051298951 36603.56438988178, 87027.60204662211 36623.78750700993, 87028.05836185491 36663.88099766487, 87028.51467709657 36703.97448909598, 87028.97099232938 36744.067979750915, 87029.42730757104 36784.161471182015, 87045.15208917127 36804.03184470881, 87060.87687000417 36823.90221902059, 87076.60165083708 36843.77259333236, 87092.3264324373 36863.642966859145, 87108.05121327021 36883.513341170925, 87123.77599410311 36903.383715482705, 87139.50077570335 36923.25408900949, 87155.22555653624 36943.12446332126, 87170.95033736916 36962.99483763304, 87201.94358456947 36962.64209481667, 87232.93683176978 36962.28935200029, 87263.93007819394 36961.93660919275, 87294.92332539425 36961.58386637637, 87310.64810621833 36981.454239912, 87326.37288782738 37001.32461421494, 87342.0976686603 37021.19498852672, 87342.55398389311 37061.28847918166, 87343.01029912593 37101.381969836606, 87343.46661436759 37141.475461267706, 87343.9229296004 37181.56895192264, 87328.65446400915 37201.792069041956, 87297.66121680883 37202.144811858336, 87266.66796960852 37202.497554674716, 87235.67472318436 37202.850297482255, 87204.68147598405 37203.203040298635, 87188.95669515114 37183.332665986854, 87173.23191354208 37163.462291683914, 87142.23866711791 37163.81503449146, 87111.2454199176 37164.16777730783, 87080.25217271729 37164.52052012421, 87064.52739189322 37144.650146588596, 87048.80261106031 37124.779772276815, 87017.80936386 37125.132515093195, 86986.81611665968 37125.485257909575, 86955.82287023553 37125.838000717114, 86924.82962303521 37126.190743533494, 86909.56115744395 37146.41386065281, 86894.29269106772 37166.636977004804, 86863.29944464355 37166.98971981235, 86832.30619744323 37167.34246262872, 86816.58141661917 37147.472089093106, 86800.8566350101 37127.601714790166, 86785.1318541772 37107.73134047838, 86769.40707335313 37087.86096694275, 86738.41382615281 37088.21370975913, 86722.68904531992 37068.34333544736, 86706.96426371085 37048.472961144405, 86691.23948288678 37028.60258760879, 86675.51470205387 37008.732213297015, 86659.78992044482 36988.861838994075, 86659.333605212 36948.76834833912, 86658.87728997918 36908.674857684186, 86674.14575634658 36888.45174055603, 86689.41422193784 36868.228623436706, 86688.95790670502 36828.13513278177, 86688.5015914722 36788.041642126824, 86688.04527623055 36747.94815069572, 86672.32049539765 36728.07777638395, 86656.59571379742 36708.207402857166, 86640.87093296452 36688.33702854538, 86625.14615213161 36668.4666542336, 86609.42137053139 36648.59628070682, 86578.42812410722 36648.94902351436, 86562.70334249816 36629.07864921141, 86546.97856166525 36609.20827489964, 86531.25378084119 36589.337901364015))"
S1 S1 #3.1,S1,S1 S1 #3.1,,1,,S1 S1 #3.1,annotation,18020.432155604125,87140.73278216687,35607.12750114229,"POLYGON ((87078.63697536442 35660.8382394493, 87078.18066012277 35620.74474801821, 87077.72434488997 35580.651257363264, 87092.99281048121 35560.428140243945, 87108.2612760813 35540.20502390078, 87107.80496083965 35500.11153246967, 87123.07342721589 35479.888416117676, 87138.79820803997 35499.75878965329, 87154.52298887286 35519.62916396509, 87170.24777048193 35539.49953826803, 87170.70408571475 35579.593028922965, 87186.42886654765 35599.463403234746, 87202.15364737173 35619.33377677037, 87217.87842898078 35639.20415107331, 87233.6032098137 35659.074525385084, 87218.3347442136 35679.297641728255, 87187.34149701329 35679.650384544635, 87156.34824981297 35680.003127361015, 87125.35500338882 35680.355870168554, 87094.3617561885 35680.708612984934, 87078.63697536442 35660.8382394493))"
S1 S1 #4.1,S1,S1 S1 #4.1,,1,,S1 S1 #4.1,annotation,500222.3418555768,86557.04482265304,15063.16567302248,"POLYGON ((86099.79670226602 15021.156239192, 86115.06516785726 15000.93312207268, 86130.33363344852 14980.71000495336, 86129.8773182157 14940.616514298417, 86145.1457845831 14920.393397170263, 86160.4142501832 14900.170280827097, 86159.95793494154 14860.076789395998, 86175.22640054164 14839.853673052832, 86190.49486690904 14819.63055592468, 86190.03855167622 14779.537065269737, 86205.30701726748 14759.313948150417, 86220.57548285874 14739.090831031095, 86235.84394923497 14718.867714679096, 86251.11241482623 14698.644597559776, 86250.65609959341 14658.551106904835, 86265.92456518466 14638.327989785514, 86296.91781238499 14637.975246969136, 86327.9110595853 14637.62250415276, 86343.17952517654 14617.39938703344, 86358.44799077664 14597.176270690274, 86389.44123797695 14596.823527873898, 86420.43448517726 14596.47078505752, 86435.70295076852 14576.247667938198, 86450.97141635977 14556.02455081888, 86481.96466356008 14555.671808002502, 86512.9579107604 14555.319065186126, 86543.95115718457 14554.966322378583, 86559.67593879362 14574.836696681527, 86575.40071962653 14594.707070993305, 86591.1255004506 14614.577444528928, 86606.85028205966 14634.44781883187, 86622.57506289256 14654.318193143648, 86638.29984371664 14674.188566679271, 86669.29309091695 14673.835823862893, 86685.01787174985 14693.70619817467, 86700.74265335892 14713.576572477616, 86731.73589978307 14713.223829670073, 86747.4606813833 14733.09420319686, 86763.1854622162 14752.96457750864, 86778.9102430491 14772.834951820416, 86794.63502464934 14792.705325347204, 86810.35980548224 14812.57569965898, 86826.08458631515 14832.44607397076, 86841.80936791537 14852.316447497547, 86826.54090154797 14872.539564625704, 86811.27243595671 14892.762681745022, 86811.72875118953 14932.856172399966, 86796.46028559828 14953.079289519286, 86781.19181922203 14973.302405871287, 86781.64813446368 15013.395897302384, 86797.3729160639 15033.266270829172, 86813.09769689682 15053.13664514095, 86813.55401212964 15093.230135795891, 86814.01032737129 15133.32362722699, 86829.73510819535 15153.194000762614, 86845.45988980442 15173.064375065558, 86845.91620503724 15213.1578657205, 86861.64098587014 15233.028240032278, 86877.36576670305 15252.898614344054, 86877.82208193587 15292.992104998997, 86878.27839717752 15333.085596430095, 86894.00317877774 15352.955969956885, 86909.72795961065 15372.826344268662, 86910.18427484347 15412.919834923605, 86925.90905567637 15432.790209235383, 86941.63383728544 15452.660583538327, 86926.36537090919 15472.883699890326, 86911.09690531794 15493.106817009646, 86911.55322055075 15533.20030766459, 86896.2847549595 15553.423424783909, 86881.01628859209 15573.646541912063, 86865.74782299201 15593.86965825523, 86850.47935740075 15614.09277537455, 86835.21089103335 15634.315892502706, 86804.21764460918 15634.668635310247, 86773.22439740886 15635.021378126625, 86742.23115020855 15635.374120943, 86711.2379037844 15635.726863750544, 86680.24465658408 15636.07960656692, 86649.25140938377 15636.432349383298, 86633.52662855086 15616.561975071518, 86617.80184771796 15596.691600759741, 86602.07706611772 15576.821227232953, 86601.62075087607 15536.727735801856, 86601.16443564327 15496.634245146912, 86585.43965481035 15476.763870835135, 86569.71487398628 15456.893497299512, 86569.25855874462 15416.800005868414, 86553.5337771444 15396.929632341624, 86537.80899631149 15377.059258029847, 86522.0842154786 15357.18888371807, 86506.35943387836 15337.31851019128, 86490.63465304546 15317.448135879504, 86459.64140584515 15317.800878695882, 86443.91662501224 15297.930504384101, 86428.19184417934 15278.060130072325, 86412.4670625791 15258.189756545537, 86396.7422817462 15238.31938223376, 86381.0175009133 15218.449007921981, 86365.29271931307 15198.578634395191, 86334.29947288892 15198.931377202734, 86318.57469127985 15179.061002899793, 86302.84991044695 15159.190628588014, 86287.12512962287 15139.320255052391, 86271.40034801382 15119.44988074945, 86240.40710158965 15119.80262355699, 86224.6823199806 15099.932249254047, 86208.95753915652 15080.061875718426, 86177.9642919562 15080.414618534802, 86162.2395111233 15060.544244223025, 86146.5147302904 15040.673869911247, 86115.52148309008 15041.026612727623, 86099.79670226602 15021.156239192))"
S1 S1 #5.1,S1,S1 S1 #5.1,,1,,S1 S1 #5.1,annotation,6835.336376730385,86918.95548292232,35248.30254706657,"POLYGON ((86857.12109415102 35262.372529492226, 86872.38955974228 35242.1494123729, 86887.65802611853 35221.92629602091, 86902.92649170978 35201.70317890158, 86933.91973891009 35201.35043608521, 86949.644519743 35221.22081039698, 86965.36930056706 35241.09118393261, 86981.09408217613 35260.961558235555, 86965.82561580872 35281.18467536371, 86934.83236938456 35281.537418171254, 86903.83912218425 35281.89016098763, 86872.84587498393 35282.242903804006, 86857.12109415102 35262.372529492226))"
S1 S1 #6.1,S1,S1 S1 #6.1,,1,,S1 S1 #6.1,annotation,188282.4467215111,86626.12240504062,34638.189454887695,"POLYGON ((86354.84072952316 34706.707541460106, 86354.38441429034 34666.61405080516, 86369.65288065774 34646.39093367701, 86384.92134625783 34626.167817333844, 86369.19656542492 34606.29744302207, 86353.47178381587 34586.427068719124, 86353.01546858305 34546.33357806418, 86352.5591533414 34506.24008663308, 86367.82761971765 34486.01697028108, 86383.09608530889 34465.79385316176, 86398.36455090015 34445.57073604244, 86413.63301727638 34425.347619690445, 86428.90148286764 34405.12450257112, 86459.89473006796 34404.771759754745, 86490.88797649211 34404.4190169472, 86521.88122369243 34404.066274130826, 86552.87447089274 34403.713531314446, 86583.86771731691 34403.36078850691, 86599.59249892597 34423.23116280985, 86615.31727975004 34443.10153634547, 86646.31052695036 34442.74879352909, 86662.03530778326 34462.61916784087, 86677.76008861617 34482.48954215265, 86693.48487021639 34502.35991567944, 86709.2096510493 34522.23028999122, 86740.20289824961 34521.87754717484, 86771.19614467377 34521.5248043673, 86802.18939187408 34521.17206155092, 86833.1826390744 34520.819318734546, 86864.17588549855 34520.466575927, 86879.90066710762 34540.33695022995, 86895.62544793168 34560.207323765564, 86911.3502287646 34580.077698077344, 86911.80654400625 34620.171189508445, 86912.26285923907 34660.26468016339, 86912.71917447189 34700.35817081833, 86897.45070888063 34720.581287937646, 86882.18224328937 34740.80440505697, 86882.63855852219 34780.89789571192, 86867.37009215479 34801.12101284006, 86836.37684573063 34801.47375564761, 86821.10837935438 34821.69687199961, 86805.83991376313 34841.919989118935, 86790.57144817188 34862.143106238254, 86775.30298179563 34882.36622259025, 86744.30973537147 34882.71896539779, 86713.31648817116 34883.07170821417, 86682.32324097084 34883.42445103055, 86651.32999454669 34883.77719383809, 86635.60521294645 34863.9068203113, 86619.88043211355 34844.036445999525, 86604.15565128064 34824.166071687745, 86588.43086968042 34804.29569816095, 86572.70608884751 34784.42532384918, 86556.98130801461 34764.5549495374, 86525.9880608143 34764.90769235378, 86494.99481361399 34765.26043517015, 86464.00156718981 34765.6131779777, 86433.0083199895 34765.96592079407, 86402.01507278919 34766.31866361045, 86386.29029196512 34746.44829007483, 86370.56551113221 34726.577915763046, 86354.84072952316 34706.707541460106))"
S1 S1 #7.1,S1,S1 S1 #7.1,,1,,S1 S1 #7.1,annotation,1864.1826674271254,86842.30894345009,35322.68913748601,"POLYGON ((86827.04047742518 35342.912254394636, 86826.58416218353 35302.81876296354, 86841.85262855978 35282.595646611546, 86857.57740938384 35302.46602014717, 86858.0337246255 35342.55951157826, 86842.76525903425 35362.782628697576, 86827.04047742518 35342.912254394636))"
S1 S1 #8.1,S1,S1 S1 #8.1,,1,,S1 S1 #8.1,annotation,363515.61483718635,86118.74298781756,33492.58806333773,"POLYGON ((85621.91817974868 32950.70702570629, 85621.46186450703 32910.61353427519, 85636.73033010711 32890.39041793202, 85651.99879569837 32870.167300812696, 85667.26726206577 32849.94418368454, 85698.26050848993 32849.591440877004, 85713.985290099 32869.461815179944, 85714.44160533181 32909.555305834896, 85730.16638616471 32929.42568014667, 85745.89116699762 32949.29605445845, 85761.61594859784 32969.166427985234, 85792.60919502201 32968.813685177694, 85823.60244222233 32968.460942361315, 85839.32722305522 32988.331316673095, 85855.05200466429 33008.201690976035, 85886.04525108845 33007.84894816849, 85917.03849828876 33007.496205352116, 85932.76327911283 33027.36657888774, 85948.4880607219 33047.23695319069, 85979.48130714605 33046.88421038314, 85995.20608875512 33066.75458468609, 86010.93086957918 33086.624958221706, 86041.9241167795 33086.272215405326, 86057.64889761241 33106.14258971711, 86073.3736784453 33126.01296402888, 86089.09846005437 33145.88333833183, 86104.82324087844 33165.75371186745, 86120.54802171135 33185.62408617923, 86121.00433694417 33225.71757683417, 86121.46065218582 33265.81106826527, 86121.91696741864 33305.904558920214, 86122.37328265145 33345.99804957516, 86122.8295978931 33386.09154100625, 86123.28591312592 33426.185031661196, 86123.74222835874 33466.27852231614, 86124.19854360039 33506.372013747234, 86124.65485883321 33546.465504402186, 86140.37964044228 33566.335878705126, 86156.10442126634 33586.20625224075, 86171.82920209925 33606.07662655252, 86187.5539837083 33625.94700085547, 86203.27876453238 33645.81737439109, 86219.00354536528 33665.68774870287, 86234.72832697435 33685.55812300581, 86265.7215733985 33685.20538019827, 86296.71482059882 33684.85263738189, 86327.70806779913 33684.49989456552, 86358.70131499945 33684.14715174914, 86389.6945614236 33683.7944089416, 86405.41934302384 33703.66478246839, 86421.14412385673 33723.53515678016, 86452.13737105705 33723.18241396378, 86483.1306174812 33722.82967115624, 86498.39908384862 33702.60655402809, 86513.66754944871 33682.38343768492, 86544.66079664903 33682.03069486855, 86559.92926224027 33661.80757774923, 86575.19772783153 33641.58446062991, 86606.19097503184 33641.23171781353, 86621.45944063194 33621.00860147036, 86636.72790699934 33600.78548434221, 86667.7211534235 33600.43274153467, 86683.44593503256 33620.30311583761, 86683.90225026538 33660.39660649255, 86699.62703109828 33680.26698080433, 86715.35181192236 33700.13735433995, 86715.80812716401 33740.23084577105, 86716.26444239683 33780.32433642599, 86716.72075762965 33820.41782708094, 86701.45229203839 33840.640944200255, 86670.45904483808 33840.99368701663, 86655.19057924682 33861.21680413595, 86639.92211365557 33881.439921255274, 86608.92886645526 33881.792664071654, 86577.93561925495 33882.14540688803, 86562.66715365485 33902.36852323119, 86547.3986880636 33922.59164035051, 86516.40544086328 33922.94438316689, 86485.41219366297 33923.29712598326, 86454.41894723881 33923.64986879081, 86423.4257000385 33924.00261160718, 86408.15723444724 33944.22572872651, 86392.888768071 33964.44884507851, 86361.89552164685 33964.801587886046, 86330.90227444653 33965.154330702426, 86299.9090272462 33965.507073518806, 86284.18424642214 33945.63669998318, 86268.45946481307 33925.76632568023, 86252.73468398018 33905.89595136845, 86237.0099031561 33886.025577832836, 86221.28512154704 33866.15520352989, 86205.56034071413 33846.28482921811, 86189.83555988123 33826.41445490635, 86174.110778281 33806.54408137954, 86143.11753185684 33806.89682418709, 86112.12428465653 33807.24956700346, 86096.39950382363 33787.37919269169, 86080.67472221456 33767.50881838874, 86049.6814757904 33767.86156119629, 86033.95669419019 33747.991187669504, 86018.23191335727 33728.120813357724, 85987.23866615696 33728.4735561741, 85956.2454197328 33728.82629898164, 85940.52063812374 33708.9559246787, 85924.79585729967 33689.08555114308, 85909.07107646676 33669.2151768313, 85893.3462948577 33649.34480252836, 85877.62151403363 33629.47442899273, 85861.89673320073 33609.60405468096, 85846.17195159166 33589.73368037801, 85861.44041796791 33569.510564026015, 85876.70888355916 33549.287446906696, 85876.25256832634 33509.193956251744, 85875.79625308469 33469.10046482065, 85891.06471868478 33448.87734847749, 85906.3331850522 33428.654231349334, 85905.87686981937 33388.56074069439, 85890.1520882103 33368.69036639144, 85874.42730737741 33348.81999207967, 85858.70252655333 33328.949618544044, 85842.97774494428 33309.079244241104, 85827.25296411137 33289.20886992932, 85796.25971691105 33289.5616127457, 85765.2664704869 33289.91435555324, 85749.54168888666 33270.04398202645, 85733.81690805376 33250.17360771468, 85718.09212722085 33230.3032334029, 85717.63581198803 33190.20974274796, 85717.17949675521 33150.116252093016, 85716.72318151357 33110.022760661916, 85716.26686628076 33069.92927000698, 85700.54208467169 33050.05889570403, 85684.81730383879 33030.18852139226, 85669.09252301471 33010.318147856626, 85653.36774140566 32990.447773553686, 85637.64296057275 32970.57739924191, 85621.91817974868 32950.70702570629))"
S1 S1 #9.1,S1,S1 S1 #9.1,,1,,S1 S1 #9.1,annotation,661784.8375300713,86089.07602153781,31097.85427028136,"POLYGON ((85570.84706216304 31186.946167286693, 85570.39074693022 31146.852676631745, 85585.65921252147 31126.62955951243, 85616.65245972178 31126.276816696052, 85631.92092532187 31106.053700352884, 85647.18939168927 31085.83058322473, 85662.45785728053 31065.60746610541, 85662.00154204771 31025.513975450467, 85661.5452268149 30985.420484795522, 85661.08891157324 30945.32699336443, 85660.63259634042 30905.23350270948, 85660.17628109877 30865.140011278385, 85644.4515002747 30845.26963774276, 85628.72671866564 30825.39926343982, 85628.27040343283 30785.30577278488, 85643.53886980024 30765.08265565672, 85674.53211622439 30764.729912849176, 85689.80058259181 30744.506795721023, 85705.06904819189 30724.28367937786, 85720.33751378315 30704.06056225854, 85735.60598015055 30683.837445130386, 85766.59922657472 30683.484702322843, 85781.86769295095 30663.261585970846, 85797.13615854221 30643.038468851526, 85812.40462413346 30622.815351732203, 85827.6730905097 30602.5922353802, 85842.94155610097 30582.36911826088, 85858.21002169221 30562.146001141562, 85889.20326889252 30561.793258325186, 85920.19651609284 30561.44051550881, 85951.189762517 30561.087772701267, 85982.18300971732 30560.73502988489, 86013.17625691764 30560.38228706851, 86028.90103775053 30580.25266138029, 86044.62581858344 30600.123035692064, 86060.35060018366 30619.993409218856, 86076.07538101658 30639.863783530636, 86091.80016184947 30659.734157842413, 86107.52494344971 30679.6045313692, 86123.2497242826 30699.474905680978, 86138.97450511552 30719.345279992755, 86154.69928671574 30739.215653519543, 86155.15560195739 30779.309144950646, 86170.88038278147 30799.179518486268, 86186.60516361437 30819.049892798044, 86202.32994522344 30838.920267100984, 86233.32319164759 30838.56752429344, 86264.3164388479 30838.214781477065, 86295.30968604822 30837.86203866069, 86311.0344668723 30857.73241219631, 86326.75924848135 30877.60278649925, 86342.48402931426 30897.47316081103, 86358.20881014716 30917.343535122815, 86389.20205734747 30916.990792306435, 86420.19530454779 30916.63804949006, 86451.18855097196 30916.285306682516, 86482.18179817227 30915.93256386614, 86513.17504537258 30915.579821049763, 86544.16829179674 30915.22707824222, 86559.89307339696 30935.09745176901, 86560.34938863861 30975.1909432001, 86576.07416946269 30995.061316735726, 86591.79895029559 31014.931691047503, 86607.52373190466 31034.802065350454, 86623.24851272872 31054.67243888607, 86623.70482797037 31094.765930317168, 86624.1611432032 31134.85942097211, 86624.61745843601 31174.952911627057, 86640.34223926892 31194.823285938834, 86656.06702087798 31214.693660241777, 86640.79855450174 31234.916776593775, 86625.53008891048 31255.139893713094, 86625.9864041433 31295.23338436804, 86626.44271938496 31335.326875799135, 86626.89903461777 31375.420366454076, 86627.3553498506 31415.51385710902, 86627.81166509225 31455.60734854012, 86628.26798032505 31495.700839195062, 86628.72429555787 31535.794329850003, 86613.45582996662 31556.01744696933, 86597.73104835756 31536.14707266638, 86582.00626753349 31516.27669913076, 86566.28148670058 31496.40632481898, 86565.82517146776 31456.31283416404, 86565.36885622611 31416.21934273294, 86549.64407462589 31396.348969206152, 86533.91929379298 31376.478594894375, 86533.46297856016 31336.385104239434, 86517.73819772726 31316.514729927658, 86502.01341611819 31296.644355624714, 86486.28863529413 31276.773982089086, 86470.56385446122 31256.903607777313, 86454.83907285216 31237.033233474365, 86439.5706072609 31257.25635059369, 86424.30214166966 31277.479467713005, 86393.30889446934 31277.83221052938, 86362.31564726903 31278.18495334576, 86346.59086643612 31258.314579033984, 86330.86608560321 31238.444204722204, 86315.5976192358 31258.66732185036, 86300.32915364455 31278.89043896968, 86285.06068804447 31299.113555312848, 86285.51700328612 31339.207046743944, 86285.97331851894 31379.300537398885, 86286.42963375174 31419.39402805383, 86302.15441458466 31439.264402365614, 86317.87919541757 31459.134776677387, 86318.33551065037 31499.228267332328, 86334.06029225944 31519.09864163527, 86349.7850730835 31538.969015170893, 86350.24138832516 31579.062506601997, 86365.96616914924 31598.932880137618, 86381.69095075829 31618.80325444056, 86366.42248439089 31639.026371568714, 86351.15401879963 31659.249488688034, 86335.88555319955 31679.472605031195, 86304.89230599924 31679.825347847574, 86289.16752517516 31659.954974311953, 86273.4427435661 31640.08460000901, 86242.44949636579 31640.437342825386, 86226.72471553288 31620.56696851361, 86210.99993469997 31600.696594201832, 86180.00668749966 31601.04933701821, 86149.01344029934 31601.402079834585, 86133.7449747081 31621.625196953908, 86118.47650911684 31641.848314073224, 86102.75172750778 31621.977939770284, 86087.02694667487 31602.107565458504, 86071.3021658508 31582.237191922886, 86055.57738424174 31562.36681761994, 86039.85260340883 31542.49644330816, 86039.39628817602 31502.402952653218, 86023.67150734311 31482.53257834144, 86007.94672574289 31462.662204814653, 85992.22194490998 31442.79183050288, 85976.49716407707 31422.921456191096, 85960.77238247685 31403.051082664308, 85945.04760164394 31383.180708352527, 85929.32282081104 31363.310334040754, 85898.32957361072 31363.66307685713, 85867.33632641041 31364.015819673506, 85836.34307998625 31364.36856248105, 85805.34983278594 31364.721305297426, 85789.62505196186 31344.850931761805, 85773.90027035281 31324.98055745886, 85742.90702392864 31325.333300266404, 85727.18224231958 31305.46292596346, 85711.4574614955 31285.592552427832, 85680.46421429519 31285.945295244208, 85665.19574869511 31306.16841158738, 85649.92728310385 31326.3915287067, 85634.2025014948 31306.521154403756, 85618.47772067072 31286.65078086813, 85602.75293983782 31266.780406556354, 85602.296624605 31226.686915901413, 85586.57184299594 31206.81654159847, 85570.84706216304 31186.946167286693))"
