association_kind,left_feature,right_feature,spearman_rho,abs_spearman_rho,p_value,n_structures
program_image_association,embedding__207__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__209__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__209__std,program__immune_exclusion__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__209__std,program__emt_invasive_front__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__209__std,program__emt_invasive_front__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__20__std,program__immune_exclusion__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__20__std,program__emt_invasive_front__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__20__std,program__emt_invasive_front__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__210__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__210__std,program__immune_exclusion__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__211__mean,program__stromal_encapsulation__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__213__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__215__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__215__std,program__immune_exclusion__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__215__std,program__myeloid_vascular_belt__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__215__std,program__tls_adjacent_activation__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__216__mean,program__stromal_encapsulation__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__216__mean,program__stromal_encapsulation__spatial_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__216__mean,program__top_program_score__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__216__std,program__immune_exclusion__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__216__std,program__emt_invasive_front__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__216__std,program__emt_invasive_front__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__218__mean,program__stromal_encapsulation__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__21__mean,program__immune_exclusion__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__226__std,program__immune_exclusion__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__226__std,program__emt_invasive_front__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__226__std,program__emt_invasive_front__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__228__std,program__tls_adjacent_activation__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__230__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__232__std,program__immune_exclusion__image_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__232__std,program__emt_invasive_front__image_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__232__std,program__stromal_encapsulation__image_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__232__std,program__necrotic_hypoxic_rim__spatial_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__234__mean,program__myeloid_vascular_belt__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__234__mean,program__myeloid_vascular_belt__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__239__std,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__23__mean,program__immune_exclusion__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__241__std,program__immune_exclusion__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__242__std,program__immune_exclusion__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__243__mean,program__stromal_encapsulation__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__243__mean,program__stromal_encapsulation__spatial_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__243__mean,program__top_program_score__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__244__std,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__24__std,program__immune_exclusion__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__24__std,program__emt_invasive_front__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__24__std,program__emt_invasive_front__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__251__mean,program__stromal_encapsulation__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__251__mean,program__stromal_encapsulation__spatial_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__251__mean,program__top_program_score__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__253__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__257__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__259__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__262__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__265__std,program__stromal_encapsulation__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__265__std,program__stromal_encapsulation__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__265__std,program__top_program_score__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__266__std,program__immune_exclusion__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__266__std,program__emt_invasive_front__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
