cell_id,x,y,celltype,role,feature,score,sender_celltype,receiver_celltype,ligand,receptor
eogpdhmg-1,4654.81689453125,1430.6737060546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eohcodfh-1,4822.287109375,1526.1904296875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eohdgijl-1,4825.56787109375,1514.41748046875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoigokmg-1,4833.6162109375,1533.4189453125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoikahaj-1,4826.9384765625,1638.0499267578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoimfmej-1,4823.2626953125,1680.0936279296875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoinidpi-1,4818.9853515625,1674.1151123046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoinmaen-1,4844.4599609375,1677.1563720703125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoiopdhp-1,4832.03662109375,1681.670654296875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eojbgbac-1,4802.87451171875,1675.2322998046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eojmehcb-1,4658.7158203125,1570.3782958984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eokcldge-1,4651.06298828125,1558.787841796875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eokdppdl-1,4668.6279296875,1617.8282470703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eokpcecn-1,5168.4453125,1233.3582763671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolbbibj-1,5209.078125,1261.6376953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolbccej-1,5219.4365234375,1266.810546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoldlmon-1,5189.2978515625,1243.1658935546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolgpelj-1,5135.5888671875,1228.55126953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolhjkej-1,5144.75341796875,1226.3521728515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolkimal-1,5194.30078125,1286.9923095703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolmhhmg-1,5150.2080078125,1298.46875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eolpmhbm-1,5175.4658203125,1291.117919921875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eomaapmn-1,5129.48779296875,1311.7718505859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eombdhah-1,5151.21826171875,1407.3717041015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eomcnnbe-1,5142.3623046875,1398.8934326171875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eompoclf-1,5241.18408203125,1345.628173828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eonbiopi-1,5214.017578125,1419.301513671875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eondchfd-1,5238.5859375,1500.4337158203125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoolnmkj-1,5401.2705078125,1265.16796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoopobhk-1,5391.2958984375,1286.6195068359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eopfmhdm-1,5371.71875,1414.4210205078125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eopggblp-1,5412.4990234375,1415.5499267578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eopihkgm-1,5344.26953125,1406.8431396484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eopjegjp-1,5343.3037109375,1416.495361328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eopoijmn-1,5394.3642578125,1314.0223388671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoppenje-1,5397.77978515625,1319.5753173828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eoppgibi-1,5365.46484375,1345.1680908203125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epaaoijp-1,5312.41259765625,1333.84716796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epabieod-1,5341.49755859375,1334.99462890625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epabjlej-1,5316.18505859375,1339.6226806640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epadaodm-1,5301.578125,1490.2259521484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epaepgcd-1,5346.95556640625,1510.16748046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epafcabd-1,5331.20947265625,1504.1834716796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epanmegh-1,5349.8544921875,1496.669677734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epaoempa-1,5358.3193359375,1501.9449462890625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbbhigo-1,5448.87158203125,1524.224853515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbdbcak-1,5435.49560546875,1454.5023193359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbdcnom-1,5427.68994140625,1444.1771240234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbhhnmg-1,5309.72802734375,1482.4859619140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbiaonk-1,5323.4853515625,1466.387939453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbicpho-1,5319.90673828125,1481.9990234375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbmcjoj-1,5283.7431640625,1466.2635498046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbohchf-1,5291.13818359375,1465.197998046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epboogan-1,4736.14892578125,1210.9844970703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epbopmlb-1,4727.68701171875,1213.2904052734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epcdjfeo-1,4713.39892578125,1267.598876953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epclgbfj-1,4693.7880859375,1308.7646484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epclgedc-1,4701.21044921875,1289.9549560546875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epdfbnop-1,4619.5869140625,1321.2034912109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epdggggc-1,4639.04345703125,1320.525634765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epepifnd-1,4628.810546875,1439.1893310546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epfbedml-1,4600.77490234375,1360.9212646484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epfbhnob-1,4596.96484375,1377.12109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epfcafme-1,4689.318359375,1381.4715576171875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epfegcpo-1,4703.28515625,1392.552978515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epfejnpa-1,4695.3603515625,1385.173583984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epjknhjk-1,4398.4345703125,2836.28125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epjknknj-1,4403.19921875,2816.907470703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epkhfgpm-1,4541.90966796875,3098.08447265625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epmaphle-1,4477.1650390625,3509.895263671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epmmebpo-1,4477.27587890625,3403.2294921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epndjipc-1,4557.82080078125,3244.7685546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epndjlfk-1,4563.92578125,3244.754638671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
epobfick-1,4530.60009765625,3253.53125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
eponleca-1,4504.28271484375,3259.306396484375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fabgkgbd-1,4404.89599609375,3405.157958984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fabhggbn-1,4409.84619140625,3502.329345703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fabhjead-1,4403.81787109375,3539.34912109375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fabpjipc-1,4440.224609375,3415.501220703125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
facaldjf-1,4441.87353515625,3400.5595703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
facaliaj-1,4430.56787109375,3390.631103515625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
facbelep-1,4431.21484375,3346.1826171875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
facbeoke-1,4429.21044921875,3334.394287109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faceapej-1,4426.19140625,3311.742919921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fadmijka-1,4561.7802734375,2328.554443359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fadmmond-1,4663.75439453125,2323.582763671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fadnenpj-1,4669.43115234375,2318.704345703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fadpidhd-1,4656.7158203125,2336.924072265625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fadpnllp-1,4652.83642578125,2346.4443359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fadponkj-1,4643.75146484375,2277.525390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faeadnmi-1,4675.4267578125,2314.374267578125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faedealb-1,4686.52734375,2318.4775390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faehacbg-1,4722.98828125,2268.5517578125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faehagmg-1,4715.02490234375,2274.0458984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faekdojh-1,4771.5966796875,2300.951416015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faelaikh-1,4774.86083984375,2286.6728515625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faeogoea-1,4701.5234375,2429.73583984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafaajbl-1,4695.51025390625,2426.63623046875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafbopdc-1,4660.75048828125,2458.052734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafcogij-1,4597.80126953125,2496.29345703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafdchon-1,4661.2041015625,2449.74365234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafdnoan-1,4650.84326171875,2431.066650390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafheofn-1,4663.072265625,2396.372802734375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafhnloi-1,4671.494140625,2414.981201171875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fafijebd-1,4655.5576171875,2361.740478515625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faghegmc-1,4906.11083984375,2531.710693359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faghhlld-1,4916.12890625,2529.371826171875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fagpbllc-1,4853.82958984375,2520.742431640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faifnhdk-1,4878.5966796875,2352.240478515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faimcheg-1,4760.171875,2319.651123046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faimeapd-1,4714.52392578125,2367.000732421875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faimgmfi-1,4710.376953125,2353.264892578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fajakaap-1,4719.62939453125,2316.207763671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fajjghli-1,4707.79833984375,2419.240966796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fajkhpjk-1,4716.87646484375,2404.49951171875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakbafam-1,4726.2841796875,3012.05517578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakbcnpf-1,4710.26123046875,2996.1123046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakckafj-1,4694.19189453125,3008.119140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakdcjdd-1,4738.619140625,3022.874267578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakdecoc-1,4698.41162109375,3027.990966796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakfchnk-1,4646.9736328125,2949.71142578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fakgkede-1,4682.47216796875,2978.377197265625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falbmlch-1,4650.43505859375,2942.0361328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falmdadh-1,4718.2861328125,2960.7734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falnebnb-1,4729.61328125,2918.235107421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falnhmmg-1,4718.16552734375,2913.710205078125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falnkjod-1,4726.189453125,2905.361083984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falplamg-1,4773.419921875,3062.237548828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
falpnleh-1,4823.22021484375,3022.43310546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famadkfa-1,4721.34716796875,3045.67578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famaibgg-1,4757.33935546875,3065.994384765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famajfeo-1,4751.6845703125,3034.7294921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famdapej-1,4781.166015625,3079.90966796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famfockf-1,4841.34912109375,3160.583251953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famgkpam-1,4839.087890625,3119.749755859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faminnbf-1,4770.12841796875,3076.4755859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
famjciea-1,4768.99658203125,3110.295166015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fammdmil-1,4854.30126953125,3210.237548828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fangpbko-1,4679.6669921875,3157.8798828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fanhdaom-1,4651.2041015625,3150.548095703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fanhjlph-1,4631.44677734375,3134.884765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fanjadbf-1,4724.30859375,3088.860107421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fankkdhj-1,4657.16796875,3140.904052734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fanlojme-1,4641.27001953125,3143.347412109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faoaefck-1,4667.48046875,3071.365478515625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faoaneln-1,4669.93701171875,3077.474853515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faoficlh-1,4649.291015625,3100.00146484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
faoopdpc-1,4598.642578125,2891.686279296875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fapfbjoh-1,4641.53076171875,2857.087646484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fapfdkok-1,4639.1474609375,2870.9853515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fapimmob-1,4663.77392578125,2865.24560546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fapmfdla-1,4630.87353515625,2818.2490234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fappadjk-1,4638.46533203125,2834.52978515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbaeilce-1,4590.03369140625,2829.97119140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbaobiif-1,4504.54638671875,2496.648681640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbbgagig-1,4523.0849609375,2500.232421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbbnddae-1,4410.05615234375,2471.616455078125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbbphfdn-1,4423.96337890625,2470.915771484375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbdalnme-1,4568.62060546875,2643.69189453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbdlkodd-1,4514.470703125,2722.620361328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbejajln-1,4419.5595703125,2784.839599609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbeoiimm-1,4491.29638671875,2692.265380859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbeojong-1,4511.154296875,2704.2421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbepaeki-1,4497.19189453125,2700.16455078125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbepiaao-1,4445.97802734375,2741.967041015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbepnnci-1,4417.931640625,2722.638427734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfadjpb-1,4442.99658203125,2714.763671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfallde-1,4499.5751953125,2685.60693359375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfbeidh-1,4503.02490234375,2690.84912109375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfgidcj-1,4730.72412109375,2613.82177734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfjfhja-1,4912.93798828125,2997.502197265625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfjpehi-1,4856.3974609375,2949.94482421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbfkgcej-1,4885.02685546875,2969.654052734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbflgjdk-1,4864.2109375,2757.413818359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbgbfimg-1,4874.9697265625,2662.5361328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbhapeck-1,4902.6201171875,4338.4755859375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbhccjid-1,4891.11474609375,4335.123046875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbhgogee-1,4890.22119140625,4345.72802734375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbjmjeae-1,4969.16748046875,4477.69580078125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbmgghnj-1,4979.63525390625,4303.958984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbmhaacb-1,4987.5302734375,4302.70361328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbnlpimp-1,5103.76171875,4322.69970703125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fbpialpa-1,5165.76025390625,4233.45166015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcabdbfj-1,5106.59716796875,4338.802734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcalogbo-1,5231.7646484375,4398.04638671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcbamfka-1,5190.951171875,4372.85595703125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcbebmhp-1,5114.205078125,4324.7392578125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcbkmogg-1,5060.986328125,4163.947265625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcceipjk-1,5106.6962890625,4231.3583984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcchicgk-1,5098.5166015625,4183.97900390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcddomko-1,4923.41650390625,4065.893310546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
fcdlaphm-1,4997.51708984375,4017.62646484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
