cell_id,x,y,celltype,pathway,score
ejeechhg-1,5234.9130859375,1799.9410400390625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ejefcjef-1,5735.33935546875,1778.5352783203125,"CAFs, DCIS Associated",MacrophageProgram,0.25
ejehhikn-1,5785.6748046875,1792.8260498046875,T Lymphocytes,MacrophageProgram,0.25
ejeilgho-1,5772.83251953125,1752.4539794921875,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
ejejipim-1,5796.24853515625,1797.7320556640625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
ejekfofm-1,5801.5673828125,1792.00146484375,Endothelial Cells,MacrophageProgram,0.16666666666666669
ejekklnl-1,5836.76708984375,1771.3375244140625,"CAFs, Invasive Associated",MacrophageProgram,1.0
ejfaengm-1,5931.712890625,1822.9306640625,"CAFs, DCIS Associated",MacrophageProgram,0.8333333333333334
ejfiomab-1,5878.29296875,1754.1373291015625,Dendritic Cells,MacrophageProgram,0.33333333333333337
ejfjgkak-1,5870.5498046875,1797.367919921875,Macrophages,MacrophageProgram,0.16666666666666669
ejfjodma-1,5888.10986328125,1767.648193359375,Macrophages,MacrophageProgram,0.5833333333333334
ejfkebek-1,5925.09228515625,1778.6461181640625,Dendritic Cells,MacrophageProgram,1.0
ejfkmfdm-1,5920.26220703125,1780.0765380859375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ejfmeekp-1,5878.09423828125,1821.7183837890625,"CAFs, Invasive Associated",MacrophageProgram,0.25
ejfokggd-1,5940.38232421875,1841.612548828125,"CAFs, Invasive Associated",MacrophageProgram,0.33333333333333337
ejfpkjga-1,5940.87255859375,1827.041015625,"CAFs, Invasive Associated",MacrophageProgram,0.33333333333333337
ejgaclci-1,5918.79052734375,1838.9903564453125,Dendritic Cells,MacrophageProgram,0.25
ejgbbicn-1,5889.33447265625,1843.72607421875,Dendritic Cells,MacrophageProgram,0.33333333333333337
ejgjmcmc-1,5527.37841796875,1811.6488037109375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ejgkfnbo-1,5572.7509765625,1843.277587890625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ejhjoncm-1,5791.65576171875,1590.30322265625,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ejhmghhm-1,5763.62109375,1548.3134765625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ejhnnbkp-1,5732.5166015625,1552.7276611328125,Macrophages,MacrophageProgram,0.4166666666666667
ejialjjg-1,5743.36279296875,1653.7337646484375,Dendritic Cells,MacrophageProgram,0.5833333333333334
ejiapjep-1,5737.255859375,1651.1617431640625,Macrophages,MacrophageProgram,1.0
ejibbcgd-1,5742.1650390625,1600.62890625,Macrophages,MacrophageProgram,0.8333333333333334
ejibnjig-1,5739.04296875,1614.3853759765625,"CAFs, DCIS Associated",MacrophageProgram,0.25
ejicjnbk-1,5748.99560546875,1611.825927734375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
ejioadjl-1,5824.13427734375,1631.6790771484375,Macrophages,MacrophageProgram,0.4166666666666667
ejioihki-1,5823.720703125,1637.9188232421875,Macrophages,MacrophageProgram,1.0
ejjhdnnb-1,5806.58740234375,1653.06005859375,Endothelial Cells,MacrophageProgram,0.16666666666666669
ejkeajgc-1,5805.25341796875,1699.1309814453125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
ejkfkgdb-1,5894.41796875,1680.010009765625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ejkfmhkb-1,5802.2744140625,1688.41064453125,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
ejkhdgno-1,5738.80859375,1733.7900390625,Pericytes,MacrophageProgram,0.5833333333333334
ejkhkkif-1,5735.36865234375,1737.58642578125,Macrophages,MacrophageProgram,0.8333333333333334
ejlakbgo-1,5849.67578125,1743.961181640625,Dendritic Cells,MacrophageProgram,0.16666666666666669
ejldincc-1,5808.48681640625,1681.1563720703125,Macrophages,MacrophageProgram,0.33333333333333337
ejldjnbo-1,5817.15625,1707.281494140625,"CAFs, Invasive Associated",MacrophageProgram,1.0
ejlebmmk-1,5817.884765625,1678.565673828125,"CAFs, Invasive Associated",MacrophageProgram,0.25
ejmjbbke-1,5549.68408203125,1664.2020263671875,Dendritic Cells,MacrophageProgram,0.5
ejnkbmcj-1,5952.82373046875,1555.2352294921875,Macrophages,MacrophageProgram,0.8333333333333334
ejnkdiph-1,5949.52734375,1549.171142578125,Endothelial Cells,MacrophageProgram,0.33333333333333337
ejpehpmc-1,5216.47119140625,1558.376953125,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
ejpkljin-1,5330.822265625,1622.9609375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ejpliojg-1,5340.35546875,1647.3460693359375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ejplnbmf-1,5325.96728515625,1635.0361328125,Dendritic Cells,MacrophageProgram,0.4166666666666667
ejpnnfka-1,5324.74365234375,1660.7669677734375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ekaigjmn-1,5248.0751953125,1952.1788330078125,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
ekajljjp-1,5260.23095703125,1835.409423828125,Dendritic Cells,MacrophageProgram,0.16666666666666669
ekamdbpe-1,5288.28271484375,1759.1141357421875,Dendritic Cells,MacrophageProgram,0.9166666666666667
ekbchkfk-1,5431.6484375,1854.7816162109375,Dendritic Cells,MacrophageProgram,0.5
ekbeiiec-1,5460.5185546875,1841.0933837890625,Dendritic Cells,MacrophageProgram,0.5
ekbgdade-1,5480.83740234375,1785.430908203125,"CAFs, Invasive Associated",MacrophageProgram,0.25
ekbjccac-1,5451.2373046875,1582.8155517578125,Dendritic Cells,MacrophageProgram,0.6666666666666667
ekbllhhk-1,5460.17724609375,1602.521484375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ekblnpfh-1,5469.82861328125,1535.049560546875,Myoepithelial Cells,MacrophageProgram,0.25
ekbnkpkd-1,5457.478515625,1544.9129638671875,Myoepithelial Cells,MacrophageProgram,0.5
ekcgapfj-1,5430.3486328125,1767.5592041015625,"CAFs, Invasive Associated",MacrophageProgram,0.4166666666666667
ekcghdoe-1,5467.81005859375,1771.3240966796875,Dendritic Cells,MacrophageProgram,0.25
ekcjikii-1,5395.447265625,1806.5841064453125,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ekcnfnjd-1,5399.10693359375,1752.3741455078125,"CAFs, Invasive Associated",MacrophageProgram,0.25
ekcohklc-1,5375.5517578125,1713.9522705078125,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ekdganad-1,5319.22607421875,1754.3460693359375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ekdjfajn-1,5355.919921875,1724.4395751953125,Pericytes,MacrophageProgram,0.25
ekeaelhl-1,4559.912109375,1563.97607421875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekebdijh-1,4611.90087890625,1802.8802490234375,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekebdloo-1,4604.42919921875,1821.9134521484375,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekefcpek-1,4860.36962890625,1712.5035400390625,Endothelial Cells,MacrophageProgram,0.16666666666666669
ekehfkdh-1,4755.82177734375,1790.7490234375,B Cells,MacrophageProgram,0.16666666666666669
ekehihoi-1,4773.2216796875,1821.40478515625,Dendritic Cells,MacrophageProgram,1.0
ekejikmn-1,4782.544921875,1800.1456298828125,Dendritic Cells,MacrophageProgram,1.0
ekejjdkb-1,4795.2333984375,1802.576171875,Endothelial Cells,MacrophageProgram,0.16666666666666669
ekekcmoj-1,4789.77099609375,1804.2425537109375,Macrophages,MacrophageProgram,0.6666666666666667
ekekjcbc-1,4765.396484375,1806.5858154296875,Macrophages,MacrophageProgram,1.0
ekelomlo-1,4610.15966796875,1837.996826171875,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
ekemmhhm-1,4617.53564453125,1849.2633056640625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekfafecl-1,4740.07421875,1783.060791015625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekfbchjh-1,4736.21337890625,1769.6976318359375,T Lymphocytes,MacrophageProgram,0.33333333333333337
ekfbnakp-1,4732.158203125,1754.7691650390625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ekfcfogg-1,4704.27392578125,1722.6517333984375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ekfdlfio-1,4733.1201171875,1793.748046875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ekfecbpa-1,4738.1005859375,1809.3597412109375,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekfeiodn-1,4627.02099609375,1781.32763671875,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekfejcld-1,4653.32275390625,1798.480712890625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekfeplgf-1,4634.61083984375,1784.447998046875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ekfhobbm-1,4856.4287109375,1690.370849609375,Mast Cells,MacrophageProgram,0.16666666666666669
ekfmjnlh-1,4942.48095703125,1580.4046630859375,Dendritic Cells,MacrophageProgram,0.8333333333333334
ekfopilb-1,4857.224609375,1603.4949951171875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ekgfeagj-1,4778.33447265625,2123.431884765625,"CAFs, DCIS Associated",MacrophageProgram,0.75
ekgfgijp-1,4755.4208984375,2121.197265625,"CAFs, DCIS Associated",MacrophageProgram,1.0
ekgjkfcg-1,4833.48193359375,2207.47265625,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
ekgnjlbh-1,4872.79443359375,2183.91748046875,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekgpakcm-1,4879.6279296875,2106.180908203125,T Lymphocytes,MacrophageProgram,0.16666666666666669
ekheacin-1,4882.68701171875,2059.141357421875,Dendritic Cells,MacrophageProgram,0.33333333333333337
ekhfeofk-1,4814.861328125,2070.66162109375,Dendritic Cells,MacrophageProgram,0.16666666666666669
ekhlmmen-1,4647.14208984375,1930.0335693359375,Macrophages,MacrophageProgram,1.0
ekhmgofm-1,4640.24951171875,1931.6971435546875,Dendritic Cells,MacrophageProgram,0.25
ekhmmmca-1,4758.265625,1930.2379150390625,"CAFs, DCIS Associated",MacrophageProgram,0.5
ekhnbmed-1,4805.81103515625,1947.5,"CAFs, DCIS Associated",MacrophageProgram,1.0
ekhobndo-1,4789.0537109375,1946.282958984375,Dendritic Cells,MacrophageProgram,0.5833333333333334
ekhomaoe-1,4651.880859375,1980.1370849609375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
ekicehnn-1,4670.79736328125,1943.3348388671875,"CAFs, DCIS Associated",MacrophageProgram,1.0
ekicfjnd-1,4649.8671875,1949.9390869140625,Macrophages,MacrophageProgram,0.9166666666666667
ekiefgoc-1,4792.4365234375,2045.8349609375,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
ekiflbac-1,4809.732421875,2016.9134521484375,B Cells,MacrophageProgram,0.16666666666666669
ekigbpdb-1,4821.6337890625,2026.098876953125,"CAFs, DCIS Associated",MacrophageProgram,0.5
ekihgcla-1,4667.52197265625,2090.82861328125,Macrophages,MacrophageProgram,1.0
ekihgpfd-1,4683.1513671875,2080.3486328125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ekihkiod-1,4684.30712890625,2102.759765625,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekilpnin-1,4664.9150390625,2012.114501953125,Dendritic Cells,MacrophageProgram,1.0
ekimchoe-1,4654.48974609375,1992.9888916015625,Macrophages,MacrophageProgram,1.0
ekinjdbb-1,4672.3291015625,2032.119873046875,"CAFs, DCIS Associated",MacrophageProgram,1.0
ekinkgfc-1,4655.12646484375,2050.7578125,"CAFs, DCIS Associated",MacrophageProgram,0.75
ekiplpio-1,4658.71826171875,2066.3076171875,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
ekjcibpg-1,4689.23583984375,1992.627685546875,Macrophages,MacrophageProgram,0.25
ekjeljpg-1,4614.08837890625,1867.9949951171875,Dendritic Cells,MacrophageProgram,1.0
ekjfhnol-1,4729.66845703125,1849.8233642578125,Macrophages,MacrophageProgram,1.0
ekjgdbnm-1,4815.07958984375,1912.450927734375,T Lymphocytes,MacrophageProgram,0.25
ekjhkegj-1,4812.99169921875,1905.1329345703125,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekjhlkde-1,4785.02197265625,1896.5399169921875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekjhnmep-1,4782.9482421875,1885.3406982421875,Macrophages,MacrophageProgram,1.0
ekjibogo-1,4698.9189453125,1880.80322265625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekjimjbe-1,4722.732421875,1914.297119140625,Macrophages,MacrophageProgram,1.0
ekjjhjcl-1,4708.59521484375,1907.3682861328125,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
ekkenkkc-1,4622.41015625,1881.4951171875,Dendritic Cells,MacrophageProgram,0.25
ekkeoonl-1,4630.3671875,1893.037109375,Pericytes,MacrophageProgram,0.25
ekkflibp-1,4644.4453125,1892.5885009765625,Macrophages,MacrophageProgram,0.33333333333333337
ekkflpml-1,4639.93505859375,1884.81982421875,Macrophages,MacrophageProgram,0.5833333333333334
ekkmbjnn-1,4656.8037109375,2147.527099609375,"CAFs, DCIS Associated",MacrophageProgram,1.0
ekkmnfem-1,4684.49072265625,2142.322021484375,Macrophages,MacrophageProgram,0.5
ekkojjic-1,4595.50927734375,1969.532470703125,Pericytes,MacrophageProgram,0.16666666666666669
eklaabph-1,4576.52587890625,2122.00927734375,Macrophages,MacrophageProgram,0.75
eklapgal-1,4705.02392578125,1938.1734619140625,"CAFs, DCIS Associated",MacrophageProgram,0.75
eklbpdje-1,4563.0048828125,2032.3934326171875,"CAFs, DCIS Associated",MacrophageProgram,1.0
ekljmdbn-1,5146.1962890625,1994.39208984375,Macrophages,MacrophageProgram,1.0
ekmamdoj-1,5160.869140625,1994.1263427734375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
ekmbhgee-1,5164.58154296875,2145.4072265625,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
ekmcmaai-1,5157.08056640625,2181.447021484375,Macrophages,MacrophageProgram,0.25
ekmcnloi-1,5188.92236328125,2210.184326171875,"CAFs, DCIS Associated",MacrophageProgram,0.25
ekmcpppi-1,5163.91552734375,2198.38916015625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekmdbppd-1,5151.3134765625,2183.091552734375,Macrophages,MacrophageProgram,1.0
ekmdcmid-1,5230.4599609375,2097.737060546875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ekmekdob-1,5172.77978515625,2116.66455078125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
ekmelajl-1,5189.95703125,2090.21875,Dendritic Cells,MacrophageProgram,0.5
ekmgpdca-1,5160.51708984375,2040.324462890625,Macrophages,MacrophageProgram,0.4166666666666667
ekmidlnj-1,5235.27294921875,2042.0975341796875,Macrophages,MacrophageProgram,0.33333333333333337
ekmigplm-1,5204.03173828125,2035.49462890625,"CAFs, Invasive Associated",MacrophageProgram,0.9166666666666667
eknbjdpa-1,5067.67236328125,2028.516845703125,Macrophages,MacrophageProgram,1.0
eknboagf-1,5052.6171875,2025.8770751953125,B Cells,MacrophageProgram,0.16666666666666669
ekndfgle-1,5046.5361328125,2006.4661865234375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
eknehjgm-1,5061.7431640625,2010.1390380859375,"CAFs, DCIS Associated",MacrophageProgram,0.5
eknejemo-1,5067.6513671875,2014.6396484375,B Cells,MacrophageProgram,0.16666666666666669
eknfomno-1,5062.9921875,2019.11279296875,T Lymphocytes,MacrophageProgram,0.33333333333333337
ekngogai-1,5082.03173828125,2013.375732421875,Dendritic Cells,MacrophageProgram,0.33333333333333337
eknibaaj-1,5043.9345703125,2107.427734375,Dendritic Cells,MacrophageProgram,0.9166666666666667
eknigpbe-1,5056.12060546875,2113.43310546875,"CAFs, DCIS Associated",MacrophageProgram,1.0
eknihamp-1,5068.89404296875,2117.161865234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
eknjkmca-1,5083.2734375,2113.135009765625,T Lymphocytes,MacrophageProgram,0.25
eknkcjfp-1,5092.16357421875,2123.284912109375,Macrophages,MacrophageProgram,0.33333333333333337
eknkfbof-1,5094.33349609375,2103.480224609375,CXCL14+ Fibroblasts,MacrophageProgram,0.16666666666666669
eknkgcga-1,5088.71142578125,2105.7099609375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
eknkkafa-1,5122.83251953125,2110.919921875,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
eknlimpb-1,5158.09375,2111.43701171875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
eknngapn-1,5051.08935546875,2070.7607421875,"CAFs, Invasive Associated",MacrophageProgram,1.0
eknnokad-1,5071.8701171875,2096.434326171875,Endothelial Cells,MacrophageProgram,0.4166666666666667
ekofccfg-1,4967.3388671875,2102.079833984375,Macrophages,MacrophageProgram,1.0
ekofgbch-1,4971.36328125,2160.20556640625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekofjife-1,4989.326171875,2140.322265625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ekogeogb-1,5025.23681640625,2153.408447265625,"CAFs, DCIS Associated",MacrophageProgram,0.5
ekogpgac-1,5009.5224609375,2018.68408203125,Dendritic Cells,MacrophageProgram,0.25
ekojdppc-1,5008.50634765625,2036.399658203125,Dendritic Cells,MacrophageProgram,0.5833333333333334
ekojoiok-1,5009.1982421875,2029.7587890625,B Cells,MacrophageProgram,0.8333333333333334
ekojpobh-1,5015.43359375,2032.5830078125,"CAFs, DCIS Associated",MacrophageProgram,0.9166666666666667
ekokcnbl-1,5014.9716796875,2022.833984375,T Lymphocytes,MacrophageProgram,0.16666666666666669
ekokfnej-1,5027.654296875,2027.521484375,Plasma Cells,MacrophageProgram,0.5833333333333334
ekoklaae-1,5036.69580078125,2032.646728515625,Dendritic Cells,MacrophageProgram,0.16666666666666669
ekolgnkj-1,5022.75146484375,2034.424560546875,B Cells,MacrophageProgram,0.16666666666666669
ekondmcf-1,5031.9501953125,2022.353759765625,Dendritic Cells,MacrophageProgram,1.0
ekopompa-1,4982.4716796875,2044.149169921875,Macrophages,MacrophageProgram,0.16666666666666669
ekoppkop-1,4988.982421875,2041.686767578125,Dendritic Cells,MacrophageProgram,1.0
ekopppbn-1,4995.25,2029.8677978515625,Dendritic Cells,MacrophageProgram,0.6666666666666667
ekpagfbe-1,5000.84033203125,2033.9212646484375,Macrophages,MacrophageProgram,1.0
ekpbfgom-1,4990.84130859375,2017.9696044921875,T Lymphocytes,MacrophageProgram,0.33333333333333337
ekpbgobo-1,4993.3642578125,2025.44921875,T Lymphocytes,MacrophageProgram,0.5833333333333334
ekpbkhcf-1,5001.115234375,2018.5633544921875,Dendritic Cells,MacrophageProgram,0.5
ekpckloo-1,4989.13720703125,2011.0679931640625,Dendritic Cells,MacrophageProgram,0.25
ekpeaemh-1,4980.5068359375,2015.208251953125,Dendritic Cells,MacrophageProgram,0.6666666666666667
ekpekllh-1,4978.3046875,2024.014892578125,Macrophages,MacrophageProgram,0.16666666666666669
ekpmfafh-1,5130.833984375,1567.058837890625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
elaialpb-1,5159.72119140625,1589.53759765625,11q13 Invasive Tumor Cells (G1/S),MacrophageProgram,0.33333333333333337
elakfjhn-1,5086.79736328125,1939.753662109375,T Lymphocytes,MacrophageProgram,0.16666666666666669
elaogkdg-1,5043.06298828125,2001.9063720703125,Macrophages,MacrophageProgram,0.5
elaolhan-1,5063.10205078125,1998.0677490234375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
elapibgo-1,5058.23828125,1991.51025390625,"CAFs, DCIS Associated",MacrophageProgram,0.8333333333333334
elbeeamd-1,5119.9609375,1960.9847412109375,Dendritic Cells,MacrophageProgram,0.5833333333333334
elblhplm-1,5071.54736328125,1904.491943359375,Dendritic Cells,MacrophageProgram,0.16666666666666669
elbocpka-1,4982.4794921875,1848.0501708984375,Endothelial Cells,MacrophageProgram,0.16666666666666669
elcfkjpi-1,5016.16748046875,1887.514404296875,Dendritic Cells,MacrophageProgram,0.4166666666666667
eldbbgog-1,4992.3779296875,1706.3245849609375,Dendritic Cells,MacrophageProgram,0.25
eldgemoj-1,5143.90625,1699.034423828125,11q13 Invasive Tumor Cells,MacrophageProgram,0.4166666666666667
eldhhkji-1,5014.59375,1763.4498291015625,"CAFs, Invasive Associated",MacrophageProgram,0.25
eldkkjjg-1,4988.47900390625,1822.3154296875,Dendritic Cells,MacrophageProgram,1.0
eldmbkba-1,4988.12939453125,1748.40087890625,Dendritic Cells,MacrophageProgram,0.9166666666666667
eldnocpj-1,4977.79638671875,1759.1328125,Dendritic Cells,MacrophageProgram,0.25
eldpfdga-1,4846.49560546875,2040.2122802734375,T Lymphocytes,MacrophageProgram,0.25
eleaaoao-1,4850.5517578125,2030.6448974609375,Dendritic Cells,MacrophageProgram,1.0
elealbbb-1,4858.3125,2035.2337646484375,B Cells,MacrophageProgram,0.16666666666666669
elebkkhc-1,4853.95849609375,2038.68115234375,Dendritic Cells,MacrophageProgram,0.25
eleceoff-1,4842.958984375,2033.768310546875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
eledkgea-1,4873.6865234375,1965.299560546875,"CAFs, DCIS Associated",MacrophageProgram,1.0
elednhba-1,4862.02783203125,1972.6546630859375,Dendritic Cells,MacrophageProgram,0.33333333333333337
elefpgng-1,4862.40380859375,1966.7869873046875,"CAFs, DCIS Associated",MacrophageProgram,0.25
elegeckp-1,4871.96044921875,1973.2657470703125,"CAFs, DCIS Associated",MacrophageProgram,1.0
eleggedg-1,4864.63916015625,2000.94140625,"CAFs, DCIS Associated",MacrophageProgram,1.0
eleggpfg-1,4863.3173828125,1987.3173828125,B Cells,MacrophageProgram,0.16666666666666669
elegpcjg-1,4845.5673828125,1989.370361328125,Macrophages,MacrophageProgram,0.25
elehefoo-1,4852.26220703125,1988.662109375,Dendritic Cells,MacrophageProgram,1.0
elehfgpg-1,4859.376953125,1993.5654296875,"CAFs, DCIS Associated",MacrophageProgram,0.8333333333333334
elehiomh-1,4900.62451171875,1968.7806396484375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
elehpppm-1,4909.068359375,1997.8936767578125,Dendritic Cells,MacrophageProgram,0.75
elemkpgh-1,4824.06982421875,1917.9329833984375,T Lymphocytes,MacrophageProgram,0.25
elepblai-1,4837.4755859375,1930.767578125,Dendritic Cells,MacrophageProgram,0.5833333333333334
elepjhln-1,4843.57470703125,1944.5263671875,T Lymphocytes,MacrophageProgram,0.16666666666666669
elepknhg-1,4831.6494140625,1967.087158203125,Dendritic Cells,MacrophageProgram,0.4166666666666667
elepnnln-1,4838.04345703125,1961.8326416015625,Dendritic Cells,MacrophageProgram,0.5
elfajhlf-1,4829.75537109375,1955.2413330078125,"CAFs, DCIS Associated",MacrophageProgram,1.0
elfbbgfe-1,4852.865234375,1944.9532470703125,Dendritic Cells,MacrophageProgram,0.6666666666666667
elfbkhgk-1,4866.455078125,1953.1011962890625,Macrophages,MacrophageProgram,1.0
elfbpfda-1,4879.30029296875,1955.1802978515625,"CAFs, Invasive Associated",MacrophageProgram,0.33333333333333337
elfcbbpa-1,4873.609375,1957.4805908203125,Macrophages,MacrophageProgram,0.5833333333333334
elfedkpg-1,4887.10986328125,2062.1552734375,Dendritic Cells,MacrophageProgram,0.25
elffcgmh-1,4903.0751953125,2066.9970703125,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
elffnaeh-1,4911.8857421875,2078.868408203125,"CAFs, DCIS Associated",MacrophageProgram,0.25
elfgblbm-1,4891.22021484375,2056.816650390625,Dendritic Cells,MacrophageProgram,0.9166666666666667
elfjghok-1,4911.5,2135.001953125,Dendritic Cells,MacrophageProgram,0.16666666666666669
elfjpmjj-1,4910.4287109375,2158.028076171875,"CAFs, DCIS Associated",MacrophageProgram,1.0
elflloml-1,4908.89794921875,2121.44677734375,Dendritic Cells,MacrophageProgram,0.16666666666666669
elgbibel-1,4935.51220703125,1980.3184814453125,Macrophages,MacrophageProgram,0.9166666666666667
elgbngcd-1,4938.94140625,1999.073974609375,T Lymphocytes,MacrophageProgram,0.16666666666666669
elgbphmn-1,4953.87841796875,2001.5330810546875,"CAFs, DCIS Associated",MacrophageProgram,1.0
elgfgchi-1,4903.51123046875,2002.3321533203125,Dendritic Cells,MacrophageProgram,0.5833333333333334
elgfjkil-1,4919.91455078125,2005.9404296875,T Lymphocytes,MacrophageProgram,0.16666666666666669
elgfljkj-1,4930.75732421875,2005.1165771484375,T Lymphocytes,MacrophageProgram,0.16666666666666669
elghegip-1,4934.31787109375,2011.275146484375,T Lymphocytes,MacrophageProgram,0.5
elgiamcd-1,4924.16552734375,2013.874755859375,Dendritic Cells,MacrophageProgram,0.9166666666666667
elgjeamc-1,4919.07568359375,2011.7266845703125,T Lymphocytes,MacrophageProgram,0.25
elgleohb-1,4850.56298828125,1730.7510986328125,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
elhahdge-1,4869.29052734375,1755.1842041015625,Dendritic Cells,MacrophageProgram,0.75
eljbjhfe-1,5032.6865234375,1781.7650146484375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
eljdkfbc-1,5033.64208984375,1793.2884521484375,Basal-like Structured DCIS Cells,MacrophageProgram,0.33333333333333337
eljiginl-1,4857.75927734375,1832.1805419921875,Pericytes,MacrophageProgram,0.16666666666666669
eljpidmb-1,4878.01513671875,1890.1051025390625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
elkappej-1,4909.646484375,1893.3499755859375,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
elkbajml-1,4919.22998046875,1889.2550048828125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
elkdcnpm-1,4836.27587890625,1844.06591796875,Dendritic Cells,MacrophageProgram,0.16666666666666669
elkfpnfd-1,4842.71142578125,1877.4014892578125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
elkjkeef-1,5439.830078125,752.2268676757812,Macrophages,MacrophageProgram,0.16666666666666669
elkkgchk-1,5431.318359375,756.6788940429688,Macrophages,MacrophageProgram,0.25
elkkighk-1,5434.21923828125,764.0594482421875,Macrophages,MacrophageProgram,0.16666666666666669
elkkihgk-1,5446.498046875,761.51025390625,Macrophages,MacrophageProgram,0.5833333333333334
elkkkgkj-1,5443.8232421875,757.0477294921875,Macrophages,MacrophageProgram,0.5833333333333334
elklddja-1,5435.58544921875,813.7938842773438,"CAFs, DCIS Associated",MacrophageProgram,0.25
elklnnla-1,5443.9619140625,797.7544555664062,Pericytes,MacrophageProgram,0.25
elkmdhab-1,5444.59814453125,803.7669677734375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
elkmekfe-1,5436.67138671875,808.80517578125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
elkmgceo-1,5429.8837890625,781.4406127929688,Macrophages,MacrophageProgram,1.0
elkmofgd-1,5444.0302734375,782.6005249023438,Dendritic Cells,MacrophageProgram,0.75
elkofbha-1,5567.14501953125,791.6428833007812,T Lymphocytes,MacrophageProgram,0.25
