cell_id,x,y,celltype,pathway,score
gcbcdedb-1,2925.689453125,859.4519653320312,"CAFs, DCIS Associated",MacrophageProgram,0.5
gcbchmdm-1,2928.152099609375,889.4378051757812,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gcbcigoo-1,2927.362548828125,881.0467529296875,Pericytes,MacrophageProgram,0.33333333333333337
gcbfbhkb-1,2880.009765625,928.313720703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcbfpmbe-1,2929.433837890625,956.1002807617188,Dendritic Cells,MacrophageProgram,0.25
gcbhelfp-1,2954.725830078125,907.6463012695312,Macrophages,MacrophageProgram,0.75
gcbkfkop-1,2942.13720703125,753.670654296875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gcbkjoig-1,2960.27685546875,844.9833374023438,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcbpjphf-1,2921.0732421875,687.7476806640625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gccackab-1,2937.2353515625,718.950439453125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gccafode-1,2937.8251953125,737.3391723632812,Pericytes,MacrophageProgram,0.25
gccaggpg-1,2952.02587890625,738.7968139648438,"CAFs, DCIS Associated",MacrophageProgram,0.25
gcccgkio-1,2948.102783203125,700.9125366210938,"CAFs, DCIS Associated",MacrophageProgram,0.25
gccciahk-1,2949.021728515625,721.0379028320312,Macrophages,MacrophageProgram,1.0
gcccipfi-1,2942.471435546875,711.6416625976562,CXCL14+ Fibroblasts,MacrophageProgram,0.25
gccfoncl-1,3154.52197265625,789.9114990234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gccgbcnc-1,3173.63720703125,724.243896484375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gccgdegl-1,3167.315185546875,733.1060791015625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcchdlcf-1,3256.843505859375,773.811767578125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gccjjldp-1,3215.392333984375,877.3477783203125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gcckdcai-1,3264.015869140625,839.9984130859375,Macrophages,MacrophageProgram,0.8333333333333334
gcclklck-1,3224.098388671875,833.440185546875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gcdccobe-1,3348.35009765625,823.0202026367188,Macrophages,MacrophageProgram,0.6666666666666667
gcdjheem-1,3339.50634765625,806.8003540039062,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
gcebmahk-1,3163.376220703125,703.3417358398438,T Lymphocytes,MacrophageProgram,0.4166666666666667
gcecgpeo-1,3214.11083984375,684.291748046875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gcecogbe-1,3102.184326171875,661.74365234375,Macrophages,MacrophageProgram,1.0
gcedclhk-1,3102.81005859375,646.4193115234375,"CAFs, Invasive Associated",MacrophageProgram,0.25
gcenlnii-1,3076.91796875,945.34619140625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gceokhcl-1,3013.3623046875,952.5577392578125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcfaklki-1,2975.4765625,869.1492309570312,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcfceiln-1,3101.3916015625,759.6124877929688,Macrophages,MacrophageProgram,0.5
gcfebpjl-1,3001.339111328125,666.5098266601562,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcfecljo-1,3012.19580078125,723.1669921875,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
gcffcjjd-1,2994.5908203125,742.151123046875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gcffpfnp-1,2980.396240234375,685.6900634765625,Macrophages,MacrophageProgram,1.0
gcfgpcgk-1,3079.94482421875,672.8167724609375,CXCL14+ Fibroblasts,MacrophageProgram,0.16666666666666669
gcfobeme-1,3156.380126953125,702.6279907226562,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gcfokepg-1,3170.152099609375,712.4544677734375,Macrophages,MacrophageProgram,1.0
gchbabjp-1,3153.07373046875,600.8377685546875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gcihnbom-1,3187.322509765625,1652.9833984375,Dendritic Cells,MacrophageProgram,0.4166666666666667
gcjfofae-1,3115.321044921875,1617.339111328125,Dendritic Cells,MacrophageProgram,0.16666666666666669
gcjgfmdg-1,3105.09765625,1622.7763671875,Macrophages,MacrophageProgram,0.25
gcjpgomf-1,3050.718017578125,1716.875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gckfjhee-1,3049.5390625,1637.773681640625,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.16666666666666669
gckjfdhd-1,3095.595703125,1671.5672607421875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
gcklgjhb-1,3170.930908203125,1896.8802490234375,Pericytes,MacrophageProgram,0.16666666666666669
gclbgpac-1,3200.155029296875,2086.141845703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gclkhjde-1,3123.97265625,1875.4500732421875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
gclnjkfo-1,3250.9306640625,1868.8221435546875,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.25
gcmeelac-1,3323.806640625,1847.4405517578125,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.33333333333333337
gcmficpm-1,3319.455810546875,1856.056396484375,Dendritic Cells,MacrophageProgram,1.0
gcmhekef-1,3355.924560546875,1860.408935546875,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.25
gcnamopj-1,3445.063232421875,2255.81298828125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gcnedmak-1,3201.28955078125,2170.85791015625,"CAFs, DCIS Associated",MacrophageProgram,0.5
gcnnhogn-1,3268.671142578125,1889.739501953125,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.16666666666666669
gcocgbfo-1,3196.4140625,1737.9527587890625,Macrophages,MacrophageProgram,0.25
gcpfkpgc-1,2930.66357421875,2096.79833984375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gcpfopdb-1,2948.804443359375,2115.93896484375,Macrophages,MacrophageProgram,1.0
gcpijice-1,2943.001953125,2206.82666015625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gcpjikkp-1,2922.27392578125,2251.518798828125,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
gcpjjail-1,2965.351806640625,2238.459716796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdadoejm-1,2942.447021484375,1750.84619140625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdakenli-1,2897.05224609375,1856.18603515625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdaonkgo-1,3041.01953125,1733.5921630859375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdbbkifp-1,3054.72998046875,1739.1246337890625,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
gdbmemdg-1,3111.59326171875,1756.64599609375,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.6666666666666667
gdcpdiin-1,3104.26220703125,1916.4267578125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gddebphe-1,2984.111572265625,2076.1552734375,"CAFs, DCIS Associated",MacrophageProgram,0.25
gddijokd-1,3069.54052734375,2029.218017578125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdefdphh-1,3048.745361328125,1814.063232421875,Dendritic Cells,MacrophageProgram,0.6666666666666667
gdeheaah-1,2777.362548828125,3799.837646484375,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdenbknd-1,2795.927734375,3688.648681640625,Macrophages,MacrophageProgram,1.0
gdeoahmn-1,2802.697998046875,3688.74365234375,Endothelial Cells,MacrophageProgram,0.16666666666666669
gdfbhami-1,2954.22216796875,3948.33642578125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdfbmmfg-1,2984.198974609375,3935.657470703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdfdlmol-1,2858.853759765625,3860.819091796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdfgboie-1,3071.32373046875,3879.22705078125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdfiobme-1,3075.498046875,3869.4345703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdfjnppj-1,2868.912109375,3833.00634765625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdfkdmla-1,2943.435791015625,3830.552734375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gdfkodmb-1,3054.996826171875,3732.366455078125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdflpodl-1,3068.30322265625,3812.299560546875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gdfnhdpo-1,2848.607666015625,3720.07373046875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdfohabp-1,2884.447021484375,3680.788330078125,T Lymphocytes,MacrophageProgram,0.25
gdgbofnf-1,2566.21728515625,3766.60791015625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdgcibhi-1,2557.60302734375,3801.73046875,Endothelial Cells,MacrophageProgram,0.16666666666666669
gdgelbma-1,2562.74169921875,3810.885986328125,Macrophages,MacrophageProgram,1.0
gdggbkjb-1,2572.341552734375,3824.478759765625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdghfcol-1,2582.15087890625,3839.878662109375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gdghimdm-1,2586.50830078125,3839.892822265625,"CAFs, DCIS Associated",MacrophageProgram,0.8333333333333334
gdgiadcl-1,2565.343505859375,3848.634521484375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdhgbgop-1,2503.375244140625,3825.060791015625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gdhghfdp-1,2508.2578125,3829.04296875,Macrophages,MacrophageProgram,0.33333333333333337
gdhgolkd-1,2541.0224609375,3788.299072265625,Macrophages,MacrophageProgram,0.4166666666666667
gdhihcid-1,2581.139892578125,3780.37548828125,Macrophages,MacrophageProgram,0.16666666666666669
gdhihnga-1,2523.764892578125,3808.52490234375,Dendritic Cells,MacrophageProgram,0.25
gdhjnlpl-1,2464.650390625,3788.777587890625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdhnikmf-1,2519.387451171875,3805.34375,Macrophages,MacrophageProgram,0.25
gdhnjfkh-1,2518.76904296875,3809.605712890625,Macrophages,MacrophageProgram,0.4166666666666667
gdhoegip-1,2517.2353515625,3814.665283203125,Macrophages,MacrophageProgram,0.4166666666666667
gdjhmili-1,2614.1044921875,3901.28759765625,Macrophages,MacrophageProgram,0.5833333333333334
gdjmjnag-1,2650.355224609375,3919.8447265625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gdjnbnkn-1,2672.630615234375,3916.847412109375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gdkdgcoo-1,2727.70458984375,3894.163330078125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdkeegja-1,2717.27001953125,3838.0068359375,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.16666666666666669
gdkodacj-1,2727.163330078125,3706.32861328125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdkpokbb-1,2685.861083984375,3722.07421875,Macrophages,MacrophageProgram,0.6666666666666667
gdlapcgd-1,2684.141357421875,3681.303955078125,Endothelial Cells,MacrophageProgram,0.16666666666666669
gdlblbjj-1,2693.486328125,3685.35498046875,Macrophages,MacrophageProgram,0.9166666666666667
gdlbobjf-1,2206.500244140625,4325.9521484375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gdlmbbeb-1,2218.15087890625,4222.31298828125,Macrophages,MacrophageProgram,1.0
gdmafdhi-1,2284.9365234375,4241.931640625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gdnnlicd-1,2511.77197265625,4270.6689453125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gdpcpggf-1,2404.1953125,4303.2373046875,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
gdpeapon-1,2387.3818359375,4310.62646484375,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
gdpekhil-1,2413.8828125,4310.294921875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gdpkfgfd-1,2367.51806640625,4221.333984375,Pericytes,MacrophageProgram,0.16666666666666669
geakfbgm-1,2316.4072265625,4249.990234375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
geakkmih-1,2649.601806640625,4309.9716796875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
geamodfb-1,2667.679931640625,4310.21484375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gebgoghn-1,2752.596435546875,4365.5107421875,"CAFs, DCIS Associated",MacrophageProgram,0.25
geclbbel-1,3073.927978515625,4337.5048828125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gedelcbb-1,3019.839111328125,4354.669921875,Macrophages,MacrophageProgram,0.5
gedfkldk-1,3018.404541015625,4358.5927734375,Macrophages,MacrophageProgram,0.5
gedgabik-1,3010.508056640625,4348.970703125,Dendritic Cells,MacrophageProgram,0.5833333333333334
gefbidih-1,2873.164306640625,4113.4306640625,Macrophages,MacrophageProgram,0.5
gefdklna-1,2882.055419921875,4077.472412109375,Macrophages,MacrophageProgram,0.25
gefohdbb-1,2985.963134765625,3976.96728515625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gegdafln-1,3078.2236328125,4031.496826171875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gehaalec-1,2897.36376953125,4005.596435546875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gehdgnaa-1,2889.39892578125,4058.103271484375,Macrophages,MacrophageProgram,0.4166666666666667
gehehhim-1,2892.997314453125,4046.443115234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
geiijahp-1,2471.25390625,4129.2802734375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
geilkglo-1,2461.093505859375,3974.820068359375,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
gejcgejj-1,2446.858642578125,4021.203125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gejekclj-1,2404.954833984375,4088.302001953125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gejgjebg-1,2570.760498046875,4027.18115234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gejhbmgl-1,2537.975341796875,4090.06591796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gejiagni-1,2576.618408203125,4076.7880859375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gejlngnj-1,2541.998291015625,3960.333251953125,Dendritic Cells,MacrophageProgram,0.33333333333333337
gejmknoo-1,2555.866943359375,3956.69140625,Myoepithelial Cells,MacrophageProgram,0.75
gejnemdp-1,2614.287841796875,3974.0966796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gejofgnk-1,2539.419189453125,3946.593017578125,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.16666666666666669
gejookge-1,2397.7666015625,4199.89404296875,Macrophages,MacrophageProgram,0.33333333333333337
gejphhpn-1,2391.272216796875,4200.67138671875,Macrophages,MacrophageProgram,0.4166666666666667
gekdcgbp-1,2564.286865234375,4212.30224609375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gekgmpkf-1,2626.55126953125,4162.671875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gekhdacd-1,2635.09814453125,4159.69091796875,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
gekndamp-1,2718.666015625,4179.796875,"CAFs, DCIS Associated",MacrophageProgram,1.0
gekpiejj-1,2814.0947265625,4150.984375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gelaciif-1,2857.24560546875,4071.807373046875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gelaieic-1,2860.7529296875,4153.10205078125,Pericytes,MacrophageProgram,0.25
gelclbec-1,2807.326416015625,4105.01416015625,"CAFs, DCIS Associated",MacrophageProgram,0.25
geledmhj-1,2810.898681640625,4027.563232421875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gelenohn-1,2825.70703125,4013.4765625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gelhgmdm-1,2722.732177734375,4054.697509765625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gelimlhc-1,2747.33251953125,4198.52099609375,"CAFs, DCIS Associated",MacrophageProgram,0.25
gelknfno-1,2843.82763671875,4224.470703125,Macrophages,MacrophageProgram,0.16666666666666669
gellhggk-1,2704.204833984375,4168.5009765625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gelmpcne-1,2857.126708984375,4162.62451171875,Macrophages,MacrophageProgram,0.25
gemahlhf-1,2161.131591796875,4698.2451171875,Endothelial Cells,MacrophageProgram,0.16666666666666669
gemhlogc-1,2060.97216796875,4722.56689453125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gemigbjl-1,2088.1630859375,4688.30224609375,Dendritic Cells,MacrophageProgram,0.16666666666666669
gemkpbkc-1,2107.380859375,4693.4404296875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
gemlfcmp-1,2093.767822265625,4685.36572265625,Dendritic Cells,MacrophageProgram,0.33333333333333337
geneiijo-1,2052.335205078125,4433.81494140625,Myoepithelial Cells,MacrophageProgram,0.25
genejmoo-1,2054.914794921875,4423.15380859375,Basal-like Structured DCIS Cells,MacrophageProgram,0.33333333333333337
geobnbjh-1,2409.86767578125,4398.60546875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
geoidhfi-1,2079.12353515625,4444.607421875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
geokamgk-1,2136.223876953125,4422.125,Macrophages,MacrophageProgram,0.4166666666666667
geondijg-1,2226.083251953125,4526.11669921875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gepkmbnl-1,2346.516357421875,4423.7138671875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gfbgcoem-1,3758.786865234375,4519.498046875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gfbhdghe-1,3750.269287109375,4506.3369140625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gfbomnpp-1,3816.971923828125,4517.8984375,Dendritic Cells,MacrophageProgram,0.4166666666666667
gfcampgp-1,3826.692626953125,4508.9248046875,11q13 Invasive Tumor Cells,MacrophageProgram,0.33333333333333337
gfcbbppd-1,3820.344482421875,4528.83349609375,Dendritic Cells,MacrophageProgram,1.0
gfcbnock-1,3823.31884765625,4544.61328125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
gfdnnipa-1,3561.472412109375,4779.23974609375,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
gfdpfocf-1,3539.262939453125,4795.900390625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfeaejba-1,3489.462890625,4849.30419921875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfeahfkh-1,3503.03076171875,4877.19580078125,"CAFs, DCIS Associated",MacrophageProgram,1.0
gfeaiepf-1,3561.4599609375,4842.0751953125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfeakebe-1,3518.81591796875,4848.45068359375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfedhkkj-1,3773.525146484375,4863.39892578125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gfedpihc-1,3777.694091796875,4857.85595703125,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
gfeefbah-1,3778.019287109375,4844.59033203125,Pericytes,MacrophageProgram,0.5833333333333334
gfehaeda-1,3655.37109375,4624.08740234375,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfeheedh-1,3648.728271484375,4626.27001953125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gfejghbb-1,3617.8994140625,4782.6826171875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfendeoj-1,3769.0029296875,4765.87890625,"CAFs, DCIS Associated",MacrophageProgram,0.5
gfenmhag-1,3701.865478515625,4766.048828125,Dendritic Cells,MacrophageProgram,0.25
gffaolgo-1,3813.931396484375,4788.19091796875,"CAFs, DCIS Associated",MacrophageProgram,0.75
gffboiih-1,3799.24755859375,4769.56689453125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfffbjoe-1,3687.572509765625,4851.73828125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gfffjpff-1,3686.1123046875,4869.09912109375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gffhdbgc-1,3667.002197265625,4872.32666015625,"CAFs, DCIS Associated",MacrophageProgram,1.0
gffiecoe-1,2899.078857421875,4658.1865234375,"CAFs, DCIS Associated",MacrophageProgram,0.8333333333333334
gffigaec-1,2926.449951171875,4631.3525390625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gffipkcj-1,2929.83740234375,4647.11474609375,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gffjbgik-1,2908.370849609375,4683.67431640625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gffkgdda-1,2874.9326171875,4623.3134765625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gffllhdc-1,2838.370361328125,4684.63916015625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfflpbpb-1,2876.783447265625,4660.5439453125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfgbleem-1,3005.482177734375,4700.470703125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfgdogid-1,2973.52685546875,4701.73876953125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfhbfioe-1,3219.857421875,4818.90771484375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfhbmiki-1,3286.15673828125,4789.294921875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfheijnb-1,3276.523681640625,4817.30322265625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfheikll-1,3304.855224609375,4858.26904296875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfhfcbci-1,3286.930419921875,4873.275390625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gfhmdebp-1,3173.465087890625,4859.19873046875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gfhnjnbo-1,3120.974609375,4875.33837890625,Pericytes,MacrophageProgram,0.4166666666666667
gfiaclne-1,3312.46923828125,4806.08642578125,"CAFs, DCIS Associated",MacrophageProgram,1.0
gfikhcla-1,3163.111572265625,4808.82861328125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfikinbp-1,3160.315673828125,4765.7568359375,Macrophages,MacrophageProgram,1.0
gfiklnnc-1,3168.492431640625,4790.9560546875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfikmcfi-1,3158.57666015625,4760.01416015625,Macrophages,MacrophageProgram,1.0
gfilfghn-1,3145.96923828125,4809.91796875,"CAFs, DCIS Associated",MacrophageProgram,0.8333333333333334
gfincpbf-1,3190.424560546875,4739.5078125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gfinimlg-1,3226.163818359375,4730.72216796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfinmpnl-1,3211.517333984375,4718.94921875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfjlaaak-1,3162.693115234375,4561.365234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfkeonbj-1,3025.38134765625,4642.67236328125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfkepdec-1,3016.55224609375,4644.08447265625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfkpoimp-1,3043.606201171875,4654.62353515625,Endothelial Cells,MacrophageProgram,0.16666666666666669
gflafgpj-1,3090.8271484375,4717.6748046875,"CAFs, DCIS Associated",MacrophageProgram,0.5
gflamddh-1,3039.220458984375,4699.45947265625,"CAFs, DCIS Associated",MacrophageProgram,0.25
gflamhem-1,3115.593994140625,4726.533203125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gflanepo-1,3092.64111328125,4708.73876953125,"CAFs, DCIS Associated",MacrophageProgram,0.25
gflbijei-1,3054.7802734375,4682.20263671875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfldabde-1,3074.62646484375,4678.9853515625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gfldigdb-1,3067.11083984375,4673.390625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gflgeoke-1,3093.92822265625,4633.98974609375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gflhkjpi-1,3101.80224609375,4636.25439453125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfligboj-1,3109.747314453125,4630.255859375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gflkkadk-1,2960.51953125,4375.453125,Pericytes,MacrophageProgram,0.25
gflmkgll-1,2973.74365234375,4380.81640625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
gfmnhpca-1,2989.225830078125,4388.8544921875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
gfodhcmo-1,2998.340576171875,4487.478515625,Pericytes,MacrophageProgram,0.16666666666666669
gfogmang-1,3062.019287109375,4448.748046875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
gfoinjpi-1,3053.897705078125,4452.7080078125,Macrophages,MacrophageProgram,0.25
gfojjfgl-1,3056.0224609375,4448.87939453125,Macrophages,MacrophageProgram,1.0
gfonlmgp-1,3050.4052734375,4575.1513671875,Dendritic Cells,MacrophageProgram,0.25
gfpdgehb-1,3023.809326171875,4394.10107421875,"CAFs, DCIS Associated",MacrophageProgram,0.25
gfpilain-1,3025.01171875,4427.55615234375,"CAFs, DCIS Associated",MacrophageProgram,0.5
gfppdpaf-1,2805.556640625,4444.3046875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
ggaekian-1,2837.5078125,4516.52685546875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ggafggjn-1,2864.32763671875,4466.95458984375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
ggagccip-1,2827.765869140625,4506.98828125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ggahpjgm-1,2806.820068359375,4398.77490234375,"CAFs, DCIS Associated",MacrophageProgram,1.0
ggaindjb-1,2804.71240234375,4382.4833984375,Endothelial Cells,MacrophageProgram,0.33333333333333337
ggbaolhb-1,2497.62841796875,4707.1455078125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ggccdnfc-1,2372.918701171875,4639.74609375,"CAFs, DCIS Associated",MacrophageProgram,0.25
ggcdmneg-1,2418.684814453125,4698.87890625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ggcdpakf-1,2421.373291015625,4667.94873046875,Pericytes,MacrophageProgram,0.16666666666666669
ggcjkijm-1,2919.562744140625,4807.77197265625,"CAFs, DCIS Associated",MacrophageProgram,1.0
ggckdcfe-1,2944.97216796875,4755.494140625,"CAFs, DCIS Associated",MacrophageProgram,0.75
ggckhocg-1,2931.940673828125,4802.0166015625,"CAFs, DCIS Associated",MacrophageProgram,0.25
ggclacao-1,2989.76171875,4872.68017578125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
