pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,12,0.07692307692307693,0.1881407200622773,0.2040152873714391,True,True
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,12,0.07692307692307693,0.20576850370052316,0.26419895508449615,True,True
immune_exclusion,embedding__plip_045,0.2854522948942853,12,0.07692307692307693,0.15745290343917473,0.18747486085602846,True,True
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,12,0.07692307692307693,0.20159978082194988,0.20549082091249163,True,True
unfolded_protein_response,embedding__plip_009,0.2576724012334651,12,0.07692307692307693,0.21252543184858322,0.21318995466338758,True,True
luminal_estrogen_response,embedding__plip_036,0.24947405795705013,12,0.07692307692307693,0.18219794501485376,0.21667296846045056,True,True
luminal_estrogen_response,embedding__plip_011,0.24861329772141383,12,0.07692307692307693,0.14885126957267442,0.16565157211252488,True,True
luminal_estrogen_response,embedding__plip_063,0.24472202784418182,12,0.07692307692307693,0.12087107527219142,0.12093838080830636,True,True
myofibroblast_caf_activation,embedding__plip_039,0.24276274916883295,12,0.07692307692307693,0.12883007799286253,0.14446356890381695,True,True
myofibroblast_caf_activation,embedding__plip_044,0.23936208122549407,12,0.07692307692307693,0.16563599618459565,0.17140405349175045,True,True
