pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,10,12,0.07692307692307693,0.21208847344550158,0.26659617900042193,True,True
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,7,12,0.15384615384615385,0.24641518137517535,0.2906562027194234,True,False
immune_exclusion,embedding__plip_045,0.2854522948942853,7,12,0.15384615384615385,0.2819206763982973,0.28632702161473245,True,False
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,10,12,0.07692307692307693,0.2010363799288653,0.21288936531381925,True,True
unfolded_protein_response,embedding__plip_009,0.2576724012334651,7,12,0.07692307692307693,0.10061354899444071,0.10334934182363809,True,True
luminal_estrogen_response,embedding__plip_036,0.24947405795705013,10,12,0.07692307692307693,0.10999968535017784,0.11555912883553904,True,True
luminal_estrogen_response,embedding__plip_011,0.24861329772141383,10,12,0.07692307692307693,0.165371670398249,0.16697913389473112,True,True
luminal_estrogen_response,embedding__plip_063,0.24472202784418182,10,12,0.15384615384615385,0.2152782434574208,0.2926060544047702,True,False
myofibroblast_caf_activation,embedding__plip_039,0.24276274916883295,7,12,0.15384615384615385,0.24024692041761284,0.2488485732356306,True,False
myofibroblast_caf_activation,embedding__plip_044,0.23936208122549407,7,12,0.07692307692307693,0.1582382507256916,0.17178395072370034,True,True
