pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
basal_squamous_state,embedding__plip_059,0.2641627415099447,12,0.07692307692307693,0.13166702506273031,0.1616016770620141,True,True
basal_squamous_state,embedding__plip_018,0.209674941739261,12,0.07692307692307693,0.11296956381152977,0.1165559713062083,True,True
basal_squamous_state,embedding__plip_006,0.20152418728056362,12,0.07692307692307693,0.11848995162353436,0.1235093206671658,True,True
basal_squamous_state,embedding__plip_011,0.19684735005792015,12,0.07692307692307693,0.10806591816857354,0.10872874960921773,True,True
myofibroblast_caf_activation,embedding__plip_049,0.18771131125677387,12,0.07692307692307693,0.07519552112237342,0.08694578654832097,True,True
basal_squamous_state,embedding__plip_041,0.18015976156812577,12,0.07692307692307693,0.14523647371085613,0.16816706216717975,True,True
basal_squamous_state,embedding__plip_058,0.17786679362558944,12,0.07692307692307693,0.14383001523100628,0.14692643531140814,True,True
myofibroblast_caf_activation,embedding__plip_035,0.17046683663664397,12,0.07692307692307693,0.11141461734669442,0.1121371782737693,True,True
immune_exclusion,embedding__plip_044,0.16840814411166966,12,0.07692307692307693,0.15163037868189305,0.15347947372156764,True,True
basal_squamous_state,embedding__plip_039,0.1682820773503855,12,0.07692307692307693,0.10849565643681414,0.11906994250122964,True,True
