pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
unfolded_protein_response,embedding__plip_028,0.27745245840903826,7,32,0.030303030303030304,0.15226092529293886,0.1601517841863653,True,True
immune_exclusion,embedding__plip_014,0.25723097469891015,7,32,0.030303030303030304,0.23285192687020578,0.25039020740450213,True,True
luminal_estrogen_response,embedding__plip_058,0.24617413060214346,10,32,0.06060606060606061,0.22405046848116364,0.2502317109749625,True,False
luminal_estrogen_response,embedding__plip_009,0.244591051088885,10,32,0.18181818181818182,0.2623714517377367,0.2726370421131655,False,False
unfolded_protein_response,embedding__plip_009,0.24168662346514133,7,32,0.09090909090909091,0.2421186217205632,0.2903217124559746,False,False
unfolded_protein_response,embedding__plip_038,0.23840761910283906,7,32,0.030303030303030304,0.20747100271023847,0.2246581829488362,True,True
unfolded_protein_response,embedding__plip_056,0.2345082751364993,7,32,0.030303030303030304,0.1927254650807699,0.22081541631445742,True,True
unfolded_protein_response,embedding__plip_022,0.2342935894615031,7,32,0.030303030303030304,0.20476791548845333,0.22243120617420437,True,True
oxidative_phosphorylation,embedding__plip_045,0.2287669306183642,7,32,0.030303030303030304,0.12146614560316422,0.13805131002711105,True,True
luminal_estrogen_response,embedding__plip_034,0.22190699082856566,10,32,0.030303030303030304,0.10707945081918406,0.1564404366476495,True,True
