sample_name,n_observations,n_input_pathways,n_passing_pathways,n_image_features,n_associations,n_negative_controls,config
breast_discovery,133,10,10,64,640,10,"{'scoring_method': 'weighted_sum', 'normalize_activity': True, 'covariates': ('structure', 'x', 'y', 'boundary_distance', 'log_total_counts'), 'image_feature_prefixes': ('embedding__plip_',), 'min_pathway_genes': 2, 'min_pathway_coverage': 0.35, 'n_permutations': 32, 'permutation_top_n': 10, 'n_negative_controls': 32, 'negative_control_top_n': 10, 'spatial_strata_cols': ('structure',), 'stratification_bins': 4, 'random_state': 29, 'fdr_alpha': 0.05, 'spatial_null_alpha': 0.01, 'validation_abs_rho_threshold': 0.35}"
