pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
unfolded_protein_response,embedding__plip_028,0.27745245840903826,32,0.030303030303030304,0.1882245043139502,0.23802326897214335,True,True
immune_exclusion,embedding__plip_014,0.25723097469891015,32,0.06060606060606061,0.17013053351238935,0.25808645418157006,True,False
luminal_estrogen_response,embedding__plip_058,0.24617413060214346,32,0.030303030303030304,0.19666054534570732,0.20699774116117695,True,True
luminal_estrogen_response,embedding__plip_009,0.244591051088885,32,0.030303030303030304,0.14153838873790492,0.1651559737664796,True,True
unfolded_protein_response,embedding__plip_009,0.24168662346514133,32,0.030303030303030304,0.16718668322273497,0.19318362404966113,True,True
unfolded_protein_response,embedding__plip_038,0.23840761910283906,32,0.030303030303030304,0.21593366502825262,0.22674934163589866,True,True
unfolded_protein_response,embedding__plip_056,0.2345082751364993,32,0.030303030303030304,0.161954515547456,0.17774010465808524,True,True
unfolded_protein_response,embedding__plip_022,0.2342935894615031,32,0.06060606060606061,0.1787408834915206,0.23672305457528095,True,False
oxidative_phosphorylation,embedding__plip_045,0.2287669306183642,32,0.030303030303030304,0.15510144740184087,0.16062861834889267,True,True
luminal_estrogen_response,embedding__plip_034,0.22190699082856566,32,0.030303030303030304,0.12647359914859302,0.1740827308366693,True,True
