he_image_path,he_pyramid_level,he_level_shape,he_level_axes,he_base_shape_yx,he_downsample_y,he_downsample_x,he_alignment_path,he_patch_radius_px,he_patch_projection_included,he_patch_projection_dim,he_embedding_backend_status,he_cells_requested,he_cells_inside,he_cells_inside_fraction
Y:\long\10X_datasets\Xenium\Atera\WTA_Preview_FFPE_Breast_Cancer_outs\WTA_Preview_FFPE_Breast_Cancer_he_image.ome.tif,6,"(739, 1412, 3)",YXC,"(47337, 90368)",64.0554803788904,64.0,Y:\long\10X_datasets\Xenium\Atera\WTA_Preview_FFPE_Breast_Cancer_outs\WTA_Preview_FFPE_Breast_Cancer_he_alignment.csv,4,False,0,none,3000,3000,1.0
