pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,sample_role
immune_activation,embedding__plip_052,0.3031426892947546,32,0.0606060606060606,0.1661537285453513,0.2746320891140238,True,True,breast_discovery
basal_squamous_state,embedding__plip_047,0.2792427532995215,32,0.0303030303030303,0.1539239908377072,0.2015154690356599,True,True,breast_discovery
emt_invasive_front,embedding__plip_062,0.2713505121112711,32,0.0303030303030303,0.1816090074667147,0.2224039390496058,True,True,breast_discovery
basal_squamous_state,embedding__plip_031,0.2649617009832263,32,0.0303030303030303,0.1601754813071952,0.1647958982356047,True,True,breast_discovery
basal_squamous_state,embedding__plip_022,0.2603710160932079,32,0.0303030303030303,0.1633841441919566,0.1709197977446564,True,True,breast_discovery
basal_squamous_state,embedding__plip_025,0.2601740889083889,32,0.0303030303030303,0.1825944409802826,0.2082156917327111,True,True,breast_discovery
unfolded_protein_response,embedding__plip_003,0.2574753851414333,32,0.0303030303030303,0.1777035645994345,0.1807349683120941,True,True,breast_discovery
immune_activation,embedding__plip_024,0.2527543038413972,32,0.0303030303030303,0.2211805393610317,0.2353164200669698,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_012,0.2423648320393421,32,0.0606060606060606,0.2228114786690744,0.2404413719244619,True,True,breast_discovery
basal_squamous_state,embedding__plip_002,0.2400645351203894,32,0.0303030303030303,0.1830511890070399,0.2126356429758514,True,True,breast_discovery
immune_exclusion,embedding__plip_047,0.3376933121893652,32,0.0303030303030303,0.1880489389340099,0.2397172250617663,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_043,0.3327348653129739,32,0.0303030303030303,0.166906120631653,0.1808290517688361,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_032,0.2818588070335505,32,0.0303030303030303,0.1765474265805078,0.1997186235909361,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_063,0.2782087283731294,32,0.0303030303030303,0.2161369428334525,0.2217576061046737,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_047,0.2697857888739186,32,0.0303030303030303,0.1887400052315339,0.2163799453178427,True,True,cervical_validation
immune_exclusion,embedding__plip_005,0.2638520099470804,32,0.0303030303030303,0.180474210493145,0.2311941526730632,True,True,cervical_validation
immune_exclusion,embedding__plip_043,0.263467233569347,32,0.0303030303030303,0.2031582976534471,0.2235478623884995,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_005,0.256934903896734,32,0.0303030303030303,0.1527878467396591,0.1689468715162144,True,True,cervical_validation
immune_exclusion,embedding__plip_054,0.2563159200099456,32,0.0303030303030303,0.1991707274577273,0.2036415202194207,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_002,0.2412236153255295,32,0.0303030303030303,0.1159847087975965,0.1634086650407989,True,True,cervical_validation
