sample_role,pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
breast_discovery,immune_activation,immune_ecology,embedding__plip_052,-0.3031426892947546,0.3031426892947546,0.0003340133590884,136,"structure,x,y,boundary_distance,log_total_counts",0.2137685498165894,1,0.0606060606060606,0.1661537285453513,0.2746320891140238,True,True,0.0303030303030303,0.1446884199583304,0.1544596299090469,True,True
breast_discovery,basal_squamous_state,endocrine_epithelial_identity,embedding__plip_047,-0.2792427532995215,0.2792427532995215,0.0009941162854972,136,"structure,x,y,boundary_distance,log_total_counts",0.2264749808969312,2,0.0303030303030303,0.1539239908377072,0.2015154690356599,True,True,0.0303030303030303,0.1823990727522851,0.2087282583982261,True,True
breast_discovery,emt_invasive_front,invasion_boundary_emt,embedding__plip_062,0.2713505121112711,0.2713505121112711,0.0013962349892836,136,"structure,x,y,boundary_distance,log_total_counts",0.2264749808969312,3,0.0303030303030303,0.1816090074667147,0.2224039390496058,True,True,0.0303030303030303,0.1763560654487713,0.2334115482441137,True,True
breast_discovery,basal_squamous_state,endocrine_epithelial_identity,embedding__plip_031,0.2649617009832263,0.2649617009832263,0.0018248543981789,136,"structure,x,y,boundary_distance,log_total_counts",0.2264749808969312,4,0.0303030303030303,0.1601754813071952,0.1647958982356047,True,True,0.0606060606060606,0.2254622213667955,0.2646081219932157,True,True
breast_discovery,basal_squamous_state,endocrine_epithelial_identity,embedding__plip_022,-0.2603710160932079,0.2603710160932079,0.0022032114556825,136,"structure,x,y,boundary_distance,log_total_counts",0.2264749808969312,5,0.0303030303030303,0.1633841441919566,0.1709197977446564,True,True,0.0303030303030303,0.1887898279088484,0.2167127178033541,True,True
breast_discovery,basal_squamous_state,endocrine_epithelial_identity,embedding__plip_025,-0.2601740889083889,0.2601740889083889,0.0022209279861225,136,"structure,x,y,boundary_distance,log_total_counts",0.2264749808969312,6,0.0303030303030303,0.1825944409802826,0.2082156917327111,True,True,0.0606060606060606,0.1845981724543362,0.2587615084441723,True,True
breast_discovery,unfolded_protein_response,metabolic_stress,embedding__plip_003,-0.2574753851414333,0.2574753851414333,0.0024770701035601,136,"structure,x,y,boundary_distance,log_total_counts",0.2264749808969312,7,0.0303030303030303,0.1777035645994345,0.1807349683120941,True,True,0.0606060606060606,0.2344337400929262,0.2655365224561739,True,False
breast_discovery,immune_activation,immune_ecology,embedding__plip_024,0.2527543038413972,0.2527543038413972,0.0029901509066962,136,"structure,x,y,boundary_distance,log_total_counts",0.2392120725357006,8,0.0303030303030303,0.2211805393610317,0.2353164200669698,True,True,0.0303030303030303,0.181820924435532,0.2077274048539707,True,True
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_012,-0.2423648320393421,0.2423648320393421,0.004471078545853,136,"structure,x,y,boundary_distance,log_total_counts",0.2640324944297127,9,0.0606060606060606,0.2228114786690744,0.2404413719244619,True,True,0.0303030303030303,0.1894660926653,0.207638610296155,True,True
breast_discovery,basal_squamous_state,endocrine_epithelial_identity,embedding__plip_002,0.2400645351203894,0.2400645351203894,0.0048768717466939,136,"structure,x,y,boundary_distance,log_total_counts",0.2640324944297127,10,0.0303030303030303,0.1830511890070399,0.2126356429758514,True,True,0.0303030303030303,0.1797402012978277,0.2149033115769364,True,True
breast_discovery,emt_invasive_front,invasion_boundary_emt,embedding__plip_053,-0.2385008610615197,0.2385008610615197,0.0051712149943603,136,"structure,x,y,boundary_distance,log_total_counts",0.2640324944297127,11,,,,,,,,,,
breast_discovery,immune_exclusion,immune_ecology,embedding__plip_053,-0.2373179691819171,0.2373179691819171,0.0054043201437997,136,"structure,x,y,boundary_distance,log_total_counts",0.2640324944297127,12,,,,,,,,,,
