gene	cell_type	n_cells	mean_raw	mean_log1p	detection_fraction	mean_log1p_norm_by_gene	detection_norm_by_gene	x	y	value	category	label
MMRN2	Dendritic Cells	4008	0.0229540918163672	0.0140084955435966	0.0174650698602794	0.0234773232292935	0.0309787664490024	7	6	0.0234773232292935	endothelial_or_axis_marker	MMRN2|Dendritic Cells
PECAM1	Dendritic Cells	4008	0.7437624750499002	0.3970185759349767	0.4149201596806387	0.2764699517481468	0.4652543826662109	7	2	0.2764699517481468	endothelial_or_axis_marker	PECAM1|Dendritic Cells
PF4	Dendritic Cells	4008	0.0054890219560878	0.0038047000928939	0.0054890219560878	0.1561161694785087	0.1593776732249786	7	9	0.1561161694785087	contamination_control	PF4|Dendritic Cells
PPBP	Dendritic Cells	4008	0.0147205588822355	0.0096716881512519	0.0129740518962075	0.3680423320026765	0.3549123974273674	7	8	0.3680423320026765	contamination_control	PPBP|Dendritic Cells
SELP	Dendritic Cells	4008	0.0197105788423153	0.0128140115758366	0.0172155688622754	0.0408855313220201	0.0663391715229059	7	1	0.0408855313220201	endothelial_or_axis_marker	SELP|Dendritic Cells
VWF	Dendritic Cells	4008	0.1105289421157684	0.0552210056229069	0.0591317365269461	0.0333000844969462	0.0673381877470465	7	0	0.0333000844969462	endothelial_or_axis_marker	VWF|Dendritic Cells
CLEC14A	Endothelial Cells	8624	1.3179499072356216	0.6369031538676542	0.589517625231911	1.0	1.0	3	7	1.0	endothelial_or_axis_marker	CLEC14A|Endothelial Cells
EMCN	Endothelial Cells	8624	1.4728664192949907	0.6998725922031905	0.6341604823747681	1.0	1.0	3	3	1.0	endothelial_or_axis_marker	EMCN|Endothelial Cells
FLT1	Endothelial Cells	8624	1.5473098330241188	0.6990439290126235	0.6168831168831169	1.0	1.0	3	5	1.0	endothelial_or_axis_marker	FLT1|Endothelial Cells
GP1BA	Endothelial Cells	8624	0.0230751391465677	0.0157139435663449	0.022147495361781	0.6280998210665826	0.6810354823747681	3	11	0.6280998210665826	contamination_control	GP1BA|Endothelial Cells
HBB	Endothelial Cells	8624	0.222982374768089	0.0655259851075393	0.0553107606679035	1.0	1.0	3	12	1.0	contamination_control	HBB|Endothelial Cells
ITGA2B	Endothelial Cells	8624	0.0211038961038961	0.0142141487658664	0.0197124304267161	0.1799092517232712	0.1956935633490933	3	10	0.1799092517232712	contamination_control	ITGA2B|Endothelial Cells
KDR	Endothelial Cells	8624	2.37569573283859	0.8595937927758542	0.637291280148423	1.0	1.0	3	4	1.0	endothelial_or_axis_marker	KDR|Endothelial Cells
MMRN2	Endothelial Cells	8624	1.2184601113172542	0.5966819729311267	0.5637755102040817	1.0	1.0	3	6	1.0	endothelial_or_axis_marker	MMRN2|Endothelial Cells
PECAM1	Endothelial Cells	8624	4.5438311688311686	1.4360279423662103	0.8918135435992579	1.0	1.0	3	2	1.0	endothelial_or_axis_marker	PECAM1|Endothelial Cells
PF4	Endothelial Cells	8624	0.009160482374768	0.0063495625306395	0.009160482374768	0.2605381123203701	0.2659811489530877	3	9	0.2605381123203701	contamination_control	PF4|Endothelial Cells
PPBP	Endothelial Cells	8624	0.0182050092764378	0.0122047935346513	0.0168135435992578	0.4644360533401633	0.4599438260152546	3	8	0.4644360533401633	contamination_control	PPBP|Endothelial Cells
SELP	Endothelial Cells	8624	0.7355055658627088	0.3134118883013089	0.2595083487940631	1.0	1.0	3	1	1.0	endothelial_or_axis_marker	SELP|Endothelial Cells
VWF	Endothelial Cells	8624	6.707908163265306	1.658284249337892	0.8781307977736549	1.0	1.0	3	0	1.0	endothelial_or_axis_marker	VWF|Endothelial Cells
CLEC14A	Luminal-like Amorphous DCIS Cells	13028	0.0388394227817009	0.0258947244362063	0.0354620816702486	0.0406572400826691	0.0601544044697531	13	7	0.0406572400826691	endothelial_or_axis_marker	CLEC14A|Luminal-like Amorphous DCIS Cells
EMCN	Luminal-like Amorphous DCIS Cells	13028	0.0459778937672704	0.0305304564582535	0.0414491863678231	0.0436228776471214	0.0653607210159273	13	3	0.0436228776471214	endothelial_or_axis_marker	EMCN|Luminal-like Amorphous DCIS Cells
FLT1	Luminal-like Amorphous DCIS Cells	13028	0.0984034387473134	0.0644891177569788	0.0862757138470985	0.0922533121030999	0.1398574729731913	13	5	0.0922533121030999	endothelial_or_axis_marker	FLT1|Luminal-like Amorphous DCIS Cells
GP1BA	Luminal-like Amorphous DCIS Cells	13028	0.014276941971139	0.0096531219517332	0.013432606693276	0.3858435754856044	0.4130526558182376	13	11	0.3858435754856044	contamination_control	GP1BA|Luminal-like Amorphous DCIS Cells
HBB	Luminal-like Amorphous DCIS Cells	13028	0.0180380718452563	0.0117760896263026	0.0158120970217992	0.1797163309636028	0.2858774103060719	13	12	0.1797163309636028	contamination_control	HBB|Luminal-like Amorphous DCIS Cells
ITGA2B	Luminal-like Amorphous DCIS Cells	13028	0.0114369051274178	0.0077638449770197	0.0108996008596868	0.0982674068858285	0.1082049085344716	13	10	0.0982674068858285	contamination_control	ITGA2B|Luminal-like Amorphous DCIS Cells
KDR	Luminal-like Amorphous DCIS Cells	13028	0.052732575990175	0.0332318294154894	0.0436751611912803	0.0386599225061586	0.0685324945621545	13	4	0.0386599225061586	endothelial_or_axis_marker	KDR|Luminal-like Amorphous DCIS Cells
MMRN2	Luminal-like Amorphous DCIS Cells	13028	0.0277863064169481	0.0178947711423567	0.0235646300276327	0.0299904672072644	0.0417978957956201	13	6	0.0299904672072644	endothelial_or_axis_marker	MMRN2|Luminal-like Amorphous DCIS Cells
PECAM1	Luminal-like Amorphous DCIS Cells	13028	0.0814399754375191	0.0530433066285229	0.0703868590727663	0.0369375170660823	0.0789255327842331	13	2	0.0369375170660823	endothelial_or_axis_marker	PECAM1|Luminal-like Amorphous DCIS Cells
PF4	Luminal-like Amorphous DCIS Cells	13028	0.0117439361375498	0.0080077852464661	0.0112833896223518	0.3285790543700732	0.3276212772490021	13	9	0.3285790543700732	contamination_control	PF4|Luminal-like Amorphous DCIS Cells
PPBP	Luminal-like Amorphous DCIS Cells	13028	0.0158888547743322	0.0108366602545513	0.0152747927540681	0.4123736879057146	0.417850441783509	13	8	0.4123736879057146	contamination_control	PPBP|Luminal-like Amorphous DCIS Cells
SELP	Luminal-like Amorphous DCIS Cells	13028	0.0183451028553883	0.0123535062909841	0.0171169788148603	0.0394162019760646	0.0659592606342069	13	1	0.0394162019760646	endothelial_or_axis_marker	SELP|Luminal-like Amorphous DCIS Cells
VWF	Luminal-like Amorphous DCIS Cells	13028	0.0628645993245317	0.0388471531536224	0.0492784771261897	0.0234261123623003	0.0561174682076139	13	0	0.0234261123623003	endothelial_or_axis_marker	VWF|Luminal-like Amorphous DCIS Cells
CLEC14A	Macrophages	3861	0.0217560217560217	0.0141995064228834	0.0189070189070189	0.0222946084293281	0.0320720163363751	12	7	0.0222946084293281	endothelial_or_axis_marker	CLEC14A|Macrophages
EMCN	Macrophages	3861	0.0326340326340326	0.0209639658435888	0.0271950271950271	0.0299539745907102	0.0428835096964553	12	3	0.0299539745907102	endothelial_or_axis_marker	EMCN|Macrophages
FLT1	Macrophages	3861	0.0699300699300699	0.046158519417716	0.0624190624190624	0.0660309281033502	0.1011845853951117	12	5	0.0660309281033502	endothelial_or_axis_marker	FLT1|Macrophages
GP1BA	Macrophages	3861	0.0152810152810152	0.0103684634643049	0.0145040145040145	0.4144363901505435	0.4459984459984459	12	11	0.4144363901505435	contamination_control	GP1BA|Macrophages
HBB	Macrophages	3861	0.0129500129500129	0.0079906306789968	0.0098420098420098	0.1219459831986171	0.1779402366404463	12	12	0.1219459831986171	contamination_control	HBB|Macrophages
ITGA2B	Macrophages	3861	0.0098420098420098	0.0068219613730323	0.0098420098420098	0.0863459350344358	0.0977057589960815	12	10	0.0863459350344358	contamination_control	ITGA2B|Macrophages
KDR	Macrophages	3861	0.0274540274540274	0.0178205182454308	0.0238280238280238	0.0207313249527822	0.0373895337505235	12	4	0.0207313249527822	endothelial_or_axis_marker	KDR|Macrophages
MMRN2	Macrophages	3861	0.0142450142450142	0.0091695806068572	0.0121730121730121	0.0153676179654177	0.0215919491937591	12	6	0.0153676179654177	endothelial_or_axis_marker	MMRN2|Macrophages
PECAM1	Macrophages	3861	0.4421134421134421	0.2537920055022898	0.2867132867132867	0.1767319409426705	0.3214946540911955	12	2	0.1767319409426705	endothelial_or_axis_marker	PECAM1|Macrophages
PF4	Macrophages	3861	0.0062160062160062	0.0043086071829678	0.0062160062160062	0.1767927123740518	0.1804861804861804	12	9	0.1767927123740518	contamination_control	PF4|Macrophages
PPBP	Macrophages	3861	0.0106190106190106	0.0072115178083538	0.0101010101010101	0.2744240498616374	0.2763187429854096	12	8	0.2744240498616374	contamination_control	PPBP|Macrophages
SELP	Macrophages	3861	0.0152810152810152	0.0101144284337398	0.0137270137270137	0.0322719999185737	0.0528962316272414	12	1	0.0322719999185737	endothelial_or_axis_marker	SELP|Macrophages
VWF	Macrophages	3861	0.0595700595700595	0.0356794823693743	0.0435120435120435	0.0215159025864354	0.049550754423328	12	0	0.0215159025864354	endothelial_or_axis_marker	VWF|Macrophages
CLEC14A	Mast Cells	369	0.056910569105691	0.0394474005196716	0.056910569105691	0.0619362618635559	0.0965375192697639	5	7	0.0619362618635559	endothelial_or_axis_marker	CLEC14A|Mast Cells
EMCN	Mast Cells	369	0.046070460704607	0.0311539837318896	0.043360433604336	0.0445137930517	0.0683745436832682	5	3	0.0445137930517	endothelial_or_axis_marker	EMCN|Mast Cells
FLT1	Mast Cells	369	0.1300813008130081	0.0847081034138615	0.1111111111111111	0.121177081865955	0.1801169590643274	5	5	0.121177081865955	endothelial_or_axis_marker	FLT1|Mast Cells
GP1BA	Mast Cells	369	0.032520325203252	0.0225413717255266	0.032520325203252	0.9009979886730534	1.0	5	11	0.9009979886730534	contamination_control	GP1BA|Mast Cells
HBB	Mast Cells	369	0.029810298102981	0.0183240454439134	0.021680216802168	0.2796454782608846	0.3919710475930755	5	12	0.2796454782608846	contamination_control	HBB|Mast Cells
ITGA2B	Mast Cells	369	0.05420054200542	0.0360097004506648	0.048780487804878	0.4557767313098297	0.48426435877262	5	10	0.4557767313098297	contamination_control	ITGA2B|Mast Cells
KDR	Mast Cells	369	0.062330623306233	0.038492873165771	0.048780487804878	0.0447803061041976	0.0765434728583093	5	4	0.0447803061041976	endothelial_or_axis_marker	KDR|Mast Cells
MMRN2	Mast Cells	369	0.046070460704607	0.0287814397282205	0.037940379403794	0.0482358124326017	0.0672969625623857	5	6	0.0482358124326017	endothelial_or_axis_marker	MMRN2|Mast Cells
PECAM1	Mast Cells	369	0.1409214092140921	0.0786123294884544	0.086720867208672	0.0547428968261726	0.0972410296200218	5	2	0.0547428968261726	endothelial_or_axis_marker	PECAM1|Mast Cells
PF4	Mast Cells	369	0.008130081300813	0.0056353429313816	0.008130081300813	0.2312319317331349	0.2360627177700348	5	9	0.2312319317331349	contamination_control	PF4|Mast Cells
PPBP	Mast Cells	369	0.010840108401084	0.0075137905751755	0.010840108401084	0.2859266099382423	0.2965371875940981	5	8	0.2859266099382423	contamination_control	PPBP|Mast Cells
SELP	Mast Cells	369	0.040650406504065	0.0273970884443018	0.037940379403794	0.0874156005785038	0.1462009973093475	5	1	0.0874156005785038	endothelial_or_axis_marker	SELP|Mast Cells
VWF	Mast Cells	369	0.1084010840108401	0.064429266486136	0.08130081300813	0.0388529689719123	0.0925839444582218	5	0	0.0388529689719123	endothelial_or_axis_marker	VWF|Mast Cells
CLEC14A	Myeloid Cells	813	0.0959409594095941	0.063171658543608	0.084870848708487	0.0991856582276162	0.1439666009563321	2	7	0.0991856582276162	endothelial_or_axis_marker	CLEC14A|Myeloid Cells
EMCN	Myeloid Cells	813	0.068880688806888	0.044190650512719	0.057810578105781	0.0631409930964825	0.0911608018987485	2	3	0.0631409930964825	endothelial_or_axis_marker	EMCN|Myeloid Cells
FLT1	Myeloid Cells	813	0.2164821648216482	0.1342771106539257	0.1685116851168511	0.1920867989563799	0.2731663106104744	2	5	0.1920867989563799	endothelial_or_axis_marker	FLT1|Myeloid Cells
GP1BA	Myeloid Cells	813	0.03690036900369	0.0237928444459297	0.031980319803198	0.9510204281985712	0.9833948339483392	2	11	0.9510204281985712	contamination_control	GP1BA|Myeloid Cells
HBB	Myeloid Cells	813	0.041820418204182	0.0206722753795988	0.020910209102091	0.315482099897806	0.3780495666591886	2	12	0.315482099897806	contamination_control	HBB|Myeloid Cells
ITGA2B	Myeloid Cells	813	0.02460024600246	0.0170515911576862	0.02460024600246	0.2158229139431324	0.2442169582986152	2	10	0.2158229139431324	contamination_control	ITGA2B|Myeloid Cells
KDR	Myeloid Cells	813	0.094710947109471	0.0625280568907611	0.084870848708487	0.072741401131855	0.1331743448438851	2	4	0.072741401131855	endothelial_or_axis_marker	KDR|Myeloid Cells
MMRN2	Myeloid Cells	813	0.031980319803198	0.0211055110420704	0.028290282902829	0.0353714574924933	0.0501800493118053	2	6	0.0353714574924933	endothelial_or_axis_marker	MMRN2|Myeloid Cells
PECAM1	Myeloid Cells	813	0.1734317343173431	0.1013956402364748	0.1180811808118081	0.0706084033917895	0.1324056823977419	2	2	0.0706084033917895	endothelial_or_axis_marker	PECAM1|Myeloid Cells
PF4	Myeloid Cells	813	0.035670356703567	0.0243709546910044	0.034440344403444	1.0	1.0	2	9	1.0	contamination_control	PF4|Myeloid Cells
PPBP	Myeloid Cells	813	0.038130381303813	0.0250145563438513	0.033210332103321	0.9518933516907968	0.9084870848708488	2	8	0.9518933516907968	contamination_control	PPBP|Myeloid Cells
SELP	Myeloid Cells	813	0.051660516605166	0.0333954773400913	0.044280442804428	0.1065545966398871	0.1706320548460176	2	1	0.1065545966398871	endothelial_or_axis_marker	SELP|Myeloid Cells
VWF	Myeloid Cells	813	0.0971709717097171	0.0609036690351614	0.076260762607626	0.0367269176315692	0.0868444231781549	2	0	0.0367269176315692	endothelial_or_axis_marker	VWF|Myeloid Cells
CLEC14A	Myoepithelial Cells	8438	0.0342498222327565	0.0228118573348078	0.0311685233467646	0.0358168383941588	0.0528712323647714	8	7	0.0358168383941588	endothelial_or_axis_marker	CLEC14A|Myoepithelial Cells
EMCN	Myoepithelial Cells	8438	0.0362645176582128	0.023963506014734	0.0322351268073003	0.0342398120482147	0.0508311818588696	8	3	0.0342398120482147	endothelial_or_axis_marker	EMCN|Myoepithelial Cells
FLT1	Myoepithelial Cells	8438	0.0977719838824366	0.0644725671229003	0.0869874377814648	0.0922296360029415	0.1410112149299534	8	5	0.0922296360029415	endothelial_or_axis_marker	FLT1|Myoepithelial Cells
GP1BA	Myoepithelial Cells	8438	0.020739511732638	0.0139384932042256	0.0193173737852571	0.5571335451568191	0.5940092438966579	8	11	0.5571335451568191	contamination_control	GP1BA|Myoepithelial Cells
HBB	Myoepithelial Cells	8438	0.0141028679781938	0.0088377982864899	0.011258592083432	0.1348747107271352	0.203551568401506	8	12	0.1348747107271352	contamination_control	HBB|Myoepithelial Cells
ITGA2B	Myoepithelial Cells	8438	0.020739511732638	0.0141027850223247	0.0197914197677174	0.1784997147823181	0.1964777236617758	8	10	0.1784997147823181	contamination_control	ITGA2B|Myoepithelial Cells
KDR	Myoepithelial Cells	8438	0.0741881962550367	0.0463084306158829	0.0597297937899976	0.0538724581366983	0.0937244799208405	8	4	0.0538724581366983	endothelial_or_axis_marker	KDR|Myoepithelial Cells
MMRN2	Myoepithelial Cells	8438	0.0624555581891443	0.0397219631339557	0.0513154776013273	0.0665714148172208	0.0910211186412683	8	6	0.0665714148172208	endothelial_or_axis_marker	MMRN2|Myoepithelial Cells
PECAM1	Myoepithelial Cells	8438	0.0554633799478549	0.0343003331366867	0.0438492533775776	0.0238855610846739	0.0491686336143842	8	2	0.0238855610846739	endothelial_or_axis_marker	PECAM1|Myoepithelial Cells
PF4	Myoepithelial Cells	8438	0.011258592083432	0.0077356740943696	0.0110215690922019	0.3174136669018129	0.320019131141435	8	9	0.3174136669018129	contamination_control	PF4|Myoepithelial Cells
PPBP	Myoepithelial Cells	8438	0.014339890969424	0.0098032804643216	0.0138658449869637	0.373049890250874	0.3793078928656079	8	8	0.373049890250874	contamination_control	PPBP|Myoepithelial Cells
SELP	Myoepithelial Cells	8438	0.0163545863948803	0.0110974800201599	0.0155250059255747	0.035408612226895	0.0598246877132068	8	1	0.035408612226895	endothelial_or_axis_marker	SELP|Myoepithelial Cells
VWF	Myoepithelial Cells	8438	0.07146243185589	0.0419762066168591	0.0515525005925574	0.0253130346221518	0.0587070863739886	8	0	0.0253130346221518	endothelial_or_axis_marker	VWF|Myoepithelial Cells
CLEC14A	Pericytes	8087	0.3164337826140719	0.1826373823877548	0.2093483368368987	0.2867584832618149	0.3551180284975245	11	7	0.2867584832618149	endothelial_or_axis_marker	CLEC14A|Pericytes
EMCN	Pericytes	8087	0.3227402003215036	0.1876974327969063	0.2149128230493384	0.2681880029135547	0.3388934331646543	11	3	0.2681880029135547	endothelial_or_axis_marker	EMCN|Pericytes
FLT1	Pericytes	8087	0.3560034623469766	0.2050259988814704	0.2351922839124521	0.2932948708546298	0.3812590707633433	11	5	0.2932948708546298	endothelial_or_axis_marker	FLT1|Pericytes
GP1BA	Pericytes	8087	0.0123655249165327	0.0083932617402912	0.011747248670706	0.3354858807392409	0.3612278966242116	11	11	0.3354858807392409	contamination_control	GP1BA|Pericytes
HBB	Pericytes	8087	0.0838382589340917	0.0290978152906039	0.0244837393347347	0.4440652855939436	0.4426577945969655	11	12	0.4440652855939436	contamination_control	HBB|Pericytes
ITGA2B	Pericytes	8087	0.0071720044515889	0.0049001078678834	0.0069246939532583	0.0620209310030028	0.0687443407779111	11	10	0.0620209310030028	contamination_control	ITGA2B|Pericytes
KDR	Pericytes	8087	0.6527760603437616	0.3246482093513414	0.3185359218498825	0.3776763072043215	0.4998278366145173	11	4	0.3776763072043215	endothelial_or_axis_marker	KDR|Pericytes
MMRN2	Pericytes	8087	0.2594287127488562	0.1521963660737839	0.1774452825522443	0.2550711651738665	0.3147445735768315	11	6	0.2550711651738665	endothelial_or_axis_marker	MMRN2|Pericytes
PECAM1	Pericytes	8087	1.07753184122666	0.5102737634871709	0.4703845678249042	0.3553369321256862	0.5274472127060166	11	2	0.3553369321256862	endothelial_or_axis_marker	PECAM1|Pericytes
PF4	Pericytes	8087	0.0039569679732904	0.0027427611942522	0.0039569679732904	0.1125422138372226	0.1148933915101838	11	9	0.1125422138372226	contamination_control	PF4|Pericytes
PPBP	Pericytes	8087	0.0092741436873995	0.0062003416683107	0.0085322121924075	0.2359451805239446	0.2334034046411937	11	8	0.2359451805239446	contamination_control	PPBP|Pericytes
SELP	Pericytes	8087	0.1098058612588104	0.0635039574989391	0.0727092865092123	0.202621406109163	0.2801809145913525	11	1	0.202621406109163	endothelial_or_axis_marker	SELP|Pericytes
VWF	Pericytes	8087	1.29108445653518	0.522848572084377	0.4304439223445035	0.3152949033274218	0.4901820132442887	11	0	0.3152949033274218	endothelial_or_axis_marker	VWF|Pericytes
CLEC14A	Plasma Cells	873	0.0458190148911798	0.0306358052341192	0.0423825887743413	0.0481011988213285	0.0718936753717387	1	7	0.0481011988213285	endothelial_or_axis_marker	CLEC14A|Plasma Cells
EMCN	Plasma Cells	873	0.0675830469644902	0.0439389014915346	0.0584192439862542	0.06278128616698	0.0921205997691455	1	3	0.06278128616698	endothelial_or_axis_marker	EMCN|Plasma Cells
FLT1	Plasma Cells	873	0.145475372279496	0.0949639526095303	0.1260022909507445	0.1358483332280187	0.2042563453306806	1	5	0.1358483332280187	endothelial_or_axis_marker	FLT1|Plasma Cells
GP1BA	Plasma Cells	873	0.0389461626575028	0.025018226465438	0.0320733104238258	1.0	0.986254295532646	1	11	1.0	contamination_control	GP1BA|Plasma Cells
HBB	Plasma Cells	873	0.0137457044673539	0.0095277962963566	0.0137457044673539	0.1454048539784621	0.2485177260512798	1	12	0.1454048539784621	contamination_control	HBB|Plasma Cells
ITGA2B	Plasma Cells	873	0.0240549828178694	0.0163441107895842	0.0229095074455899	0.206868296559376	0.2274322876251708	1	10	0.206868296559376	contamination_control	ITGA2B|Plasma Cells
KDR	Plasma Cells	873	0.0504009163802978	0.0338117373329047	0.0469644902634593	0.039334552688797	0.0736939163086014	1	4	0.039334552688797	endothelial_or_axis_marker	KDR|Plasma Cells
MMRN2	Plasma Cells	873	0.0160366552119129	0.0107862296167095	0.0148911798396334	0.0180770160756215	0.0264133144666801	1	6	0.0180770160756215	endothelial_or_axis_marker	MMRN2|Plasma Cells
PECAM1	Plasma Cells	873	1.7445589919816724	0.7524104298425486	0.6300114547537228	0.5239524995612319	0.7064385367047334	1	2	0.5239524995612319	endothelial_or_axis_marker	PECAM1|Plasma Cells
PF4	Plasma Cells	873	0.0126002290950744	0.0087338132716602	0.0126002290950744	0.3583697636138964	0.3658566519391262	1	9	0.3583697636138964	contamination_control	PF4|Plasma Cells
PPBP	Plasma Cells	873	0.0286368843069874	0.0195200428883698	0.0274914089347079	0.7428074595744601	0.7520427644138984	1	8	0.7428074595744601	contamination_control	PPBP|Plasma Cells
SELP	Plasma Cells	873	0.0435280641466208	0.0280592409976069	0.0366552119129438	0.0895283237329889	0.1412486807583681	1	1	0.0895283237329889	endothelial_or_axis_marker	SELP|Plasma Cells
VWF	Plasma Cells	873	0.0847651775486827	0.051819034142692	0.0641466208476517	0.031248583687255	0.0730490503354217	1	0	0.031248583687255	endothelial_or_axis_marker	VWF|Plasma Cells
CLEC14A	T Lymphocytes	8018	0.0436517834871539	0.0290143268473991	0.0395360439012222	0.0455553197863865	0.0670650752565186	4	7	0.0455553197863865	endothelial_or_axis_marker	CLEC14A|T Lymphocytes
EMCN	T Lymphocytes	8018	0.0553754053379895	0.0361832253880223	0.048266400598653	0.0516997319099436	0.0761107037415951	4	3	0.0516997319099436	endothelial_or_axis_marker	EMCN|T Lymphocytes
FLT1	T Lymphocytes	8018	0.1250935395360439	0.0823683814853259	0.110750810675979	0.1178300505401263	0.1795328930957976	4	5	0.1178300505401263	endothelial_or_axis_marker	FLT1|T Lymphocytes
GP1BA	T Lymphocytes	8018	0.0337989523571963	0.0228747657532192	0.0319281616363182	0.9143240343123462	0.9817909703167872	4	11	0.9143240343123462	contamination_control	GP1BA|T Lymphocytes
HBB	T Lymphocytes	8018	0.0204539785482664	0.0135024063652265	0.0182090296832127	0.2060618599333801	0.3292131488218594	4	12	0.2060618599333801	contamination_control	HBB|T Lymphocytes
ITGA2B	T Lymphocytes	8018	0.0190820653529558	0.0129967127906341	0.0183337490646046	0.1645000985665936	0.1820068153107122	4	10	0.1645000985665936	contamination_control	ITGA2B|T Lymphocytes
KDR	T Lymphocytes	8018	0.0432776253429783	0.028043636473393	0.037789972561736	0.0326242891806288	0.0592978026514578	4	4	0.0326242891806288	endothelial_or_axis_marker	KDR|T Lymphocytes
MMRN2	T Lymphocytes	8018	0.0228236467947118	0.0145317438116697	0.0189573459715639	0.0243542531380399	0.0336256996418691	4	6	0.0243542531380399	endothelial_or_axis_marker	MMRN2|T Lymphocytes
PECAM1	T Lymphocytes	8018	0.2116487902220005	0.1249157351188472	0.1489149413818907	0.0869869808473348	0.1669799056660285	4	2	0.0869869808473348	endothelial_or_axis_marker	PECAM1|T Lymphocytes
PF4	T Lymphocytes	8018	0.0102269892741332	0.0070529292508685	0.0101022698927413	0.2893989726825026	0.2933266222428108	4	9	0.2893989726825026	contamination_control	PF4|T Lymphocytes
PPBP	T Lymphocytes	8018	0.0177101521576453	0.0117081694289626	0.0158393614367672	0.4455377295803386	0.4332945317480114	4	8	0.4455377295803386	contamination_control	PPBP|T Lymphocytes
SELP	T Lymphocytes	8018	0.0602394612122723	0.0386444910152436	0.0505113494637066	0.1233025691038608	0.1946424833668481	4	1	0.1233025691038608	endothelial_or_axis_marker	SELP|T Lymphocytes
VWF	T Lymphocytes	8018	0.0981541531554003	0.05306322895159	0.0619855325517585	0.0319988741211145	0.0705880407667193	4	0	0.0319988741211145	endothelial_or_axis_marker	VWF|T Lymphocytes
CLEC14A	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	7	0.0	endothelial_or_axis_marker	CLEC14A|Unassigned
EMCN	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	3	0.0	endothelial_or_axis_marker	EMCN|Unassigned
FLT1	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	5	0.0	endothelial_or_axis_marker	FLT1|Unassigned
GP1BA	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	11	0.0	contamination_control	GP1BA|Unassigned
HBB	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	12	0.0	contamination_control	HBB|Unassigned
ITGA2B	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	10	0.0	contamination_control	ITGA2B|Unassigned
KDR	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	4	0.0	endothelial_or_axis_marker	KDR|Unassigned
MMRN2	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	6	0.0	endothelial_or_axis_marker	MMRN2|Unassigned
PECAM1	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	2	0.0	endothelial_or_axis_marker	PECAM1|Unassigned
PF4	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	9	0.0	contamination_control	PF4|Unassigned
PPBP	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	8	0.0	contamination_control	PPBP|Unassigned
SELP	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	1	0.0	endothelial_or_axis_marker	SELP|Unassigned
VWF	Unassigned	12	0.0	0.0	0.0	0.0	0.0	19	0	0.0	endothelial_or_axis_marker	VWF|Unassigned
