dataset,model,program,molecular_feature,image_feature,assigned_structure_filter,reported_partial_rho,perturbation,dx_px,dy_px,rotation_deg,scale,base_partial_spearman_rho,base_n_contours,perturbed_partial_spearman_rho,perturbed_n_contours,delta_from_base,sign_matches_base,assignment_fraction,n_assigned_tiles,n_total_tiles
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_x_-8px,-8.0,0.0,0.0,1.0,-0.5455068221700179,215,-0.5488328668157249,215,-0.0033260446457069,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_x_-8px,-8.0,0.0,0.0,1.0,0.5439280857319826,215,0.5488329532740863,215,0.0049048675421037,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_x_-8px,-8.0,0.0,0.0,1.0,0.5407668005498536,215,0.5436184452536287,215,0.002851644703775,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_x_-8px,-8.0,0.0,0.0,1.0,0.522184084404558,215,0.5297814097776833,215,0.0075973253731252,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_x_-8px,-8.0,0.0,0.0,1.0,0.5048677850916052,215,0.5048205807375087,215,-4.720435409655277e-05,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_x_-8px,-8.0,0.0,0.0,1.0,-0.4874911058285079,215,-0.4913516619672794,215,-0.0038605561387715,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_x_-8px,-8.0,0.0,0.0,1.0,0.4786591638609391,215,0.4874174943465288,215,0.0087583304855896,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_x_+8px,8.0,0.0,0.0,1.0,-0.5546367783538496,215,-0.5558780549576587,215,-0.0012412766038091,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_x_+8px,8.0,0.0,0.0,1.0,0.5519909003397799,215,0.5518274519769832,215,-0.0001634483627966,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_x_+8px,8.0,0.0,0.0,1.0,0.5506295593223375,215,0.5506434648294342,215,1.3905507096678704e-05,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_x_+8px,8.0,0.0,0.0,1.0,-0.5455068221700179,215,-0.5459503511967312,215,-0.0004435290267132,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_x_+8px,8.0,0.0,0.0,1.0,0.5439280857319826,215,0.5450910657671462,215,0.0011629800351635,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_x_+8px,8.0,0.0,0.0,1.0,0.5407668005498536,215,0.541967622901534,215,0.0012008223516803,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_x_+8px,8.0,0.0,0.0,1.0,0.522184084404558,215,0.5266746738953448,215,0.0044905894907868,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_x_+8px,8.0,0.0,0.0,1.0,0.5048677850916052,215,0.5048462233930598,215,-2.1561698545391472e-05,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_x_+8px,8.0,0.0,0.0,1.0,-0.4874911058285079,215,-0.4876653180772398,215,-0.0001742122487319,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_x_+8px,8.0,0.0,0.0,1.0,0.4786591638609391,215,0.4808243049488169,215,0.0021651410878777,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_x_+16px,16.0,0.0,0.0,1.0,-0.5546367783538496,215,-0.5479210738910623,217,0.0067157044627873,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_x_+16px,16.0,0.0,0.0,1.0,0.5519909003397799,215,0.5567740066065765,217,0.0047831062667965,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_x_+16px,16.0,0.0,0.0,1.0,0.5506295593223375,215,0.5575814686579144,217,0.0069519093355768,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_x_+16px,16.0,0.0,0.0,1.0,-0.5455068221700179,215,-0.5433951480151372,217,0.0021116741548806,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_x_+16px,16.0,0.0,0.0,1.0,0.5439280857319826,215,0.5286433857596963,217,-0.0152846999722863,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_x_+16px,16.0,0.0,0.0,1.0,0.5407668005498536,215,0.5335422978924419,217,-0.0072245026574117,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_x_+16px,16.0,0.0,0.0,1.0,0.522184084404558,215,0.5060593843486186,217,-0.0161247000559393,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_x_+16px,16.0,0.0,0.0,1.0,0.5048677850916052,215,0.5179658551017947,217,0.0130980700101894,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_x_+16px,16.0,0.0,0.0,1.0,-0.4874911058285079,215,-0.4983061449836281,217,-0.0108150391551201,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_x_+16px,16.0,0.0,0.0,1.0,0.4786591638609391,215,0.4653143497110825,217,-0.0133448141498566,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_x_+32px,32.0,0.0,0.0,1.0,-0.5546367783538496,215,-0.5441005384139594,216,0.0105362399398901,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_x_+32px,32.0,0.0,0.0,1.0,0.5519909003397799,215,0.54620405381148,216,-0.0057868465282999,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_x_+32px,32.0,0.0,0.0,1.0,0.5506295593223375,215,0.5677695406543415,216,0.017139981332004,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_x_+32px,32.0,0.0,0.0,1.0,-0.5455068221700179,215,-0.5382730370261495,216,0.0072337851438684,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_x_+32px,32.0,0.0,0.0,1.0,0.5439280857319826,215,0.5339947466259519,216,-0.0099333391060306,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_x_+32px,32.0,0.0,0.0,1.0,0.5407668005498536,215,0.5527201175805596,216,0.011953317030706,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_x_+32px,32.0,0.0,0.0,1.0,0.522184084404558,215,0.5089263541236586,216,-0.0132577302808993,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_x_+32px,32.0,0.0,0.0,1.0,0.5048677850916052,215,0.5292175602212319,216,0.0243497751296266,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_x_+32px,32.0,0.0,0.0,1.0,-0.4874911058285079,215,-0.4837026478844894,216,0.0037884579440184,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_x_+32px,32.0,0.0,0.0,1.0,0.4786591638609391,215,0.4550682756420922,216,-0.0235908882188469,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_y_-32px,0.0,-32.0,0.0,1.0,-0.5546367783538496,215,-0.5275130903067244,221,0.0271236880471251,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_y_-32px,0.0,-32.0,0.0,1.0,0.5519909003397799,215,0.5658934430687945,221,0.0139025427290145,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_y_-32px,0.0,-32.0,0.0,1.0,0.5506295593223375,215,0.5419323040930707,221,-0.0086972552292667,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_y_-32px,0.0,-32.0,0.0,1.0,-0.5455068221700179,215,-0.5460566714488794,221,-0.0005498492788614,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_y_-32px,0.0,-32.0,0.0,1.0,0.5439280857319826,215,0.5424776217196151,221,-0.0014504640123674,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_y_-32px,0.0,-32.0,0.0,1.0,0.5407668005498536,215,0.5347025109581958,221,-0.0060642895916578,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_y_-32px,0.0,-32.0,0.0,1.0,0.522184084404558,215,0.5039699529178713,221,-0.0182141314866867,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_y_-32px,0.0,-32.0,0.0,1.0,0.5048677850916052,215,0.5244767745738838,221,0.0196089894822785,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_y_-32px,0.0,-32.0,0.0,1.0,-0.4874911058285079,215,-0.4969605484722745,221,-0.0094694426437666,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_y_-32px,0.0,-32.0,0.0,1.0,0.4786591638609391,215,0.4635247888170337,221,-0.0151343750439054,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_y_-16px,0.0,-16.0,0.0,1.0,-0.5546367783538496,215,-0.5456530067755069,216,0.0089837715783427,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_y_-16px,0.0,-16.0,0.0,1.0,0.5519909003397799,215,0.5646720065891845,216,0.0126811062494045,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_y_-16px,0.0,-16.0,0.0,1.0,0.5506295593223375,215,0.5487375900596994,216,-0.0018919692626381,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_y_-16px,0.0,-16.0,0.0,1.0,-0.5455068221700179,215,-0.5443052222795618,216,0.001201599890456,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_y_-16px,0.0,-16.0,0.0,1.0,0.5439280857319826,215,0.5374902364709004,216,-0.0064378492610821,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_y_-16px,0.0,-16.0,0.0,1.0,0.5407668005498536,215,0.5312235818036934,216,-0.0095432187461601,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_y_-16px,0.0,-16.0,0.0,1.0,0.522184084404558,215,0.511934777452294,216,-0.010249306952264,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_y_-16px,0.0,-16.0,0.0,1.0,0.5048677850916052,215,0.5241243959589896,216,0.0192566108673843,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_y_-16px,0.0,-16.0,0.0,1.0,-0.4874911058285079,215,-0.5173400181215316,216,-0.0298489122930237,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_y_-16px,0.0,-16.0,0.0,1.0,0.4786591638609391,215,0.4763609664972818,216,-0.0022981973636573,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_y_-8px,0.0,-8.0,0.0,1.0,-0.5546367783538496,215,-0.556428994504161,215,-0.0017922161503113,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_y_-8px,0.0,-8.0,0.0,1.0,0.5519909003397799,215,0.5543189273919855,215,0.0023280270522055,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_y_-8px,0.0,-8.0,0.0,1.0,0.5506295593223375,215,0.5463843584352077,215,-0.0042452008871297,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_y_-8px,0.0,-8.0,0.0,1.0,-0.5455068221700179,215,-0.5456737969578433,215,-0.0001669747878254,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_y_-8px,0.0,-8.0,0.0,1.0,0.5439280857319826,215,0.5398861375560579,215,-0.0040419481759247,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_y_-8px,0.0,-8.0,0.0,1.0,0.5407668005498536,215,0.5371254236858216,215,-0.0036413768640319,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_y_-8px,0.0,-8.0,0.0,1.0,0.522184084404558,215,0.5211812892133731,215,-0.0010027951911848,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_y_-8px,0.0,-8.0,0.0,1.0,0.5048677850916052,215,0.5079354529245225,215,0.0030676678329172,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_y_-8px,0.0,-8.0,0.0,1.0,-0.4874911058285079,215,-0.5081442358291028,215,-0.0206531300005949,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_y_-8px,0.0,-8.0,0.0,1.0,0.4786591638609391,215,0.4849588786867964,215,0.0062997148258572,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_y_+8px,0.0,8.0,0.0,1.0,-0.5546367783538496,215,-0.549332145775134,216,0.0053046325787156,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_y_+8px,0.0,8.0,0.0,1.0,0.5519909003397799,215,0.5498000125034584,216,-0.0021908878363214,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_y_+8px,0.0,8.0,0.0,1.0,0.5506295593223375,215,0.5515218710954002,216,0.0008923117730627,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_y_+8px,0.0,8.0,0.0,1.0,-0.5455068221700179,215,-0.5454218867064868,216,8.493546353105508e-05,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_y_+8px,0.0,8.0,0.0,1.0,0.5439280857319826,215,0.5473076200169921,216,0.0033795342850094,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_y_+8px,0.0,8.0,0.0,1.0,0.5407668005498536,215,0.5438383498230753,216,0.0030715492732217,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_y_+8px,0.0,8.0,0.0,1.0,0.522184084404558,215,0.5296710636430273,216,0.0074869792384693,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_y_+8px,0.0,8.0,0.0,1.0,0.5048677850916052,215,0.5002147870206052,216,-0.004652998071,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_y_+8px,0.0,8.0,0.0,1.0,-0.4874911058285079,215,-0.5043750757268817,216,-0.0168839698983737,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_y_+8px,0.0,8.0,0.0,1.0,0.4786591638609391,215,0.4832812211314178,216,0.0046220572704786,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_y_+16px,0.0,16.0,0.0,1.0,-0.5546367783538496,215,-0.5494475155201198,216,0.0051892628337297,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_y_+16px,0.0,16.0,0.0,1.0,0.5519909003397799,215,0.5515176483621441,216,-0.0004732519776358,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_y_+16px,0.0,16.0,0.0,1.0,0.5506295593223375,215,0.5511663554714072,216,0.0005367961490697,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_y_+16px,0.0,16.0,0.0,1.0,-0.5455068221700179,215,-0.5453743031302584,216,0.0001325190397595,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_y_+16px,0.0,16.0,0.0,1.0,0.5439280857319826,215,0.5505780688341693,216,0.0066499831021866,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_y_+16px,0.0,16.0,0.0,1.0,0.5407668005498536,215,0.5409817325937507,216,0.0002149320438971,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_y_+16px,0.0,16.0,0.0,1.0,0.522184084404558,215,0.5268211507651124,216,0.0046370663605543,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_y_+16px,0.0,16.0,0.0,1.0,0.5048677850916052,215,0.4998708976744868,216,-0.0049968874171184,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_y_+16px,0.0,16.0,0.0,1.0,-0.4874911058285079,215,-0.5075215699721595,216,-0.0200304641436515,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_y_+16px,0.0,16.0,0.0,1.0,0.4786591638609391,215,0.4816384967330445,216,0.0029793328721053,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,shift_y_+32px,0.0,32.0,0.0,1.0,-0.5546367783538496,215,-0.5518401803263399,212,0.0027965980275097,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,shift_y_+32px,0.0,32.0,0.0,1.0,0.5519909003397799,215,0.5673517862174637,212,0.0153608858776838,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,shift_y_+32px,0.0,32.0,0.0,1.0,0.5506295593223375,215,0.5566473788538329,212,0.0060178195314953,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,shift_y_+32px,0.0,32.0,0.0,1.0,-0.5455068221700179,215,-0.5464239468395798,212,-0.0009171246695619,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,shift_y_+32px,0.0,32.0,0.0,1.0,0.5439280857319826,215,0.5485191038815868,212,0.0045910181496041,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,shift_y_+32px,0.0,32.0,0.0,1.0,0.5407668005498536,215,0.5518527166809482,212,0.0110859161310945,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,shift_y_+32px,0.0,32.0,0.0,1.0,0.522184084404558,215,0.5202606919155234,212,-0.0019233924890346,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,shift_y_+32px,0.0,32.0,0.0,1.0,0.5048677850916052,215,0.5345485646303267,212,0.0296807795387215,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,shift_y_+32px,0.0,32.0,0.0,1.0,-0.4874911058285079,215,-0.5080370322278085,212,-0.0205459263993005,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,shift_y_+32px,0.0,32.0,0.0,1.0,0.4786591638609391,215,0.4784841742685457,212,-0.0001749895923934,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,rotate_-0.50deg,0.0,0.0,-0.5,1.0,-0.5546367783538496,215,-0.4805780405728463,225,0.0740587377810032,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.5519909003397799,215,0.535118487229308,225,-0.0168724131104719,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.5506295593223375,215,0.5190512007185902,225,-0.0315783586037472,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,rotate_-0.50deg,0.0,0.0,-0.5,1.0,-0.5455068221700179,215,-0.5029782308816103,225,0.0425285912884075,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.5439280857319826,215,0.4817718300310873,225,-0.0621562557008952,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.5407668005498536,215,0.4805443798715257,225,-0.0602224206783278,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.522184084404558,215,0.4417987012975839,225,-0.080385383106974,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.5048677850916052,215,0.5412887535579267,225,0.0364209684663214,True,1.0,2219,2219
cervical,plip,oxidative_phosphorylation,program__wta_oxidative_phosphorylation,embedding__247__mean,,-0.4874911058285079,rotate_-0.50deg,0.0,0.0,-0.5,1.0,-0.4874911058285079,215,-0.4166342521638057,225,0.0708568536647021,True,1.0,2219,2219
cervical,plip,emt_invasion,program__wta_emt_invasion,embedding__293__mean,,0.4786591638609392,rotate_-0.50deg,0.0,0.0,-0.5,1.0,0.4786591638609391,215,0.4369446825336569,225,-0.0417144813272822,True,1.0,2219,2219
cervical,plip,myofibroblast_caf_activation,program__wta_myofibroblast_caf_activation,embedding__333__mean,,-0.5546367783538505,rotate_-0.25deg,0.0,0.0,-0.25,1.0,-0.5546367783538496,215,-0.5565271716261855,221,-0.0018903932723358,True,1.0,2219,2219
cervical,plip,emt_invasive_front,program__wta_emt_invasive_front,embedding__73__mean,,0.5519909003397802,rotate_-0.25deg,0.0,0.0,-0.25,1.0,0.5519909003397799,215,0.5224241710476593,221,-0.0295667292921206,True,1.0,2219,2219
cervical,plip,tls_adjacent_activation,program__wta_tls_adjacent_activation,embedding__66__mean,,0.550629559322338,rotate_-0.25deg,0.0,0.0,-0.25,1.0,0.5506295593223375,215,0.5253934715192693,221,-0.0252360878030681,True,1.0,2219,2219
cervical,plip,collagen_ecm_organization,program__wta_collagen_ecm_organization,embedding__251__mean,,-0.5455068221700174,rotate_-0.25deg,0.0,0.0,-0.25,1.0,-0.5455068221700179,215,-0.5110450284304191,221,0.0344617937395987,True,1.0,2219,2219
cervical,plip,immune_exclusion,program__wta_immune_exclusion,embedding__156__mean,,0.543928085731983,rotate_-0.25deg,0.0,0.0,-0.25,1.0,0.5439280857319826,215,0.5117453381879423,221,-0.0321827475440402,True,1.0,2219,2219
cervical,plip,stromal_encapsulation,program__wta_stromal_encapsulation,embedding__156__mean,,0.5407668005498537,rotate_-0.25deg,0.0,0.0,-0.25,1.0,0.5407668005498536,215,0.5221530113938232,221,-0.0186137891560304,True,1.0,2219,2219
cervical,plip,epithelial_identity,program__wta_epithelial_identity,embedding__276__mean,,0.522184084404558,rotate_-0.25deg,0.0,0.0,-0.25,1.0,0.522184084404558,215,0.4927480446414213,221,-0.0294360397631366,True,1.0,2219,2219
cervical,plip,immune_activation,program__wta_immune_activation,embedding__29__mean,,0.5048677850916053,rotate_-0.25deg,0.0,0.0,-0.25,1.0,0.5048677850916052,215,0.5141965992874139,221,0.0093288141958086,True,1.0,2219,2219
