pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
basal_squamous_state,endocrine_epithelial_identity,embedding__plip_059,-0.2641627415099447,0.2641627415099447,3.811321410789842e-05,237,"structure,x,y,boundary_distance,log_total_counts",0.0243924570290549,1,0.0769230769230769,0.1316670250627303,0.1616016770620141,True,True,0.0769230769230769,0.1229183018957713,0.132070309565209,True,True,breast_discovery
immune_exclusion,immune_ecology,embedding__plip_044,-0.1684081441116696,0.1684081441116696,0.0093910238225185,237,"structure,x,y,boundary_distance,log_total_counts",0.5016172084716249,9,0.0769230769230769,0.151630378681893,0.1534794737215676,True,True,0.0769230769230769,0.1022598991795229,0.1424314637730192,True,True,breast_discovery
emt_invasive_front,invasion_boundary_emt,embedding__plip_048,-0.1546499742012085,0.1546499742012085,0.0171922625543995,237,"structure,x,y,boundary_distance,log_total_counts",0.5016172084716249,21,,,,,,,,,,,breast_discovery
oxidative_phosphorylation,metabolic_stress,embedding__plip_043,0.1253825662821354,0.1253825662821354,0.0538988683254321,237,"structure,x,y,boundary_distance,log_total_counts",0.6191337312342032,54,,,,,,,,,,,breast_discovery
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_049,-0.1877113112567738,0.1877113112567738,0.0037277503966986,237,"structure,x,y,boundary_distance,log_total_counts",0.4771520507774262,5,0.0769230769230769,0.0751955211223734,0.0869457865483209,True,True,0.0769230769230769,0.1296207583469996,0.1412023566960146,True,True,breast_discovery
basal_squamous_state,endocrine_epithelial_identity,embedding__plip_038,-0.2100540227239655,0.2100540227239655,0.0007923903986593,252,"structure,x,y,boundary_distance,log_total_counts",0.2535649275709906,2,0.0769230769230769,0.1240730638897957,0.1508985660068883,True,True,0.1538461538461538,0.1508828399493972,0.203838796193968,True,True,cervical_validation
immune_exclusion,immune_ecology,embedding__plip_053,0.1934138932405758,0.1934138932405758,0.0020405834729288,252,"structure,x,y,boundary_distance,log_total_counts",0.3896351406566307,3,0.0769230769230769,0.1307600785007446,0.1441798746061942,True,True,0.0769230769230769,0.1521280389250059,0.1533959832840158,True,True,cervical_validation
emt_invasive_front,invasion_boundary_emt,embedding__plip_053,0.1287881383233463,0.1287881383233463,0.0410723577415638,252,"structure,x,y,boundary_distance,log_total_counts",0.9094195730284308,28,,,,,,,,,,,cervical_validation
oxidative_phosphorylation,metabolic_stress,embedding__plip_029,-0.1798124912897852,0.1798124912897852,0.0041882956550343,252,"structure,x,y,boundary_distance,log_total_counts",0.4560061588999843,5,0.0769230769230769,0.1059713051604781,0.1118331742381036,True,True,0.0769230769230769,0.1120855289033565,0.1198980433438198,True,True,cervical_validation
collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_053,0.2187981850608031,0.2187981850608031,0.0004678294850831,252,"structure,x,y,boundary_distance,log_total_counts",0.2535649275709906,1,0.0769230769230769,0.1022656801647871,0.1053325771029172,True,True,0.0769230769230769,0.1424030910926212,0.1533634836387702,True,True,cervical_validation
