pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,sample_role
basal_squamous_state,embedding__plip_059,0.2641627415099447,12,0.0769230769230769,0.1316670250627303,0.1616016770620141,True,True,breast_discovery
basal_squamous_state,embedding__plip_018,0.209674941739261,12,0.0769230769230769,0.1129695638115297,0.1165559713062083,True,True,breast_discovery
basal_squamous_state,embedding__plip_006,0.2015241872805636,12,0.0769230769230769,0.1184899516235343,0.1235093206671658,True,True,breast_discovery
basal_squamous_state,embedding__plip_011,0.1968473500579201,12,0.0769230769230769,0.1080659181685735,0.1087287496092177,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_049,0.1877113112567738,12,0.0769230769230769,0.0751955211223734,0.0869457865483209,True,True,breast_discovery
basal_squamous_state,embedding__plip_041,0.1801597615681257,12,0.0769230769230769,0.1452364737108561,0.1681670621671797,True,True,breast_discovery
basal_squamous_state,embedding__plip_058,0.1778667936255894,12,0.0769230769230769,0.1438300152310062,0.1469264353114081,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_035,0.1704668366366439,12,0.0769230769230769,0.1114146173466944,0.1121371782737693,True,True,breast_discovery
immune_exclusion,embedding__plip_044,0.1684081441116696,12,0.0769230769230769,0.151630378681893,0.1534794737215676,True,True,breast_discovery
basal_squamous_state,embedding__plip_039,0.1682820773503855,12,0.0769230769230769,0.1084956564368141,0.1190699425012296,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_053,0.2187981850608031,12,0.0769230769230769,0.1022656801647871,0.1053325771029172,True,True,cervical_validation
basal_squamous_state,embedding__plip_038,0.2100540227239655,12,0.0769230769230769,0.1240730638897957,0.1508985660068883,True,True,cervical_validation
immune_exclusion,embedding__plip_053,0.1934138932405758,12,0.0769230769230769,0.1307600785007446,0.1441798746061942,True,True,cervical_validation
immune_exclusion,embedding__plip_056,0.1901526000350972,12,0.0769230769230769,0.0768026851381638,0.0885975749395328,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_029,0.1798124912897852,12,0.0769230769230769,0.1059713051604781,0.1118331742381036,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_056,0.1794108937771147,12,0.0769230769230769,0.1522795417596385,0.1603269721307104,True,True,cervical_validation
basal_squamous_state,embedding__plip_024,0.1655424767062223,12,0.0769230769230769,0.101809263289383,0.1027156505090015,True,True,cervical_validation
unfolded_protein_response,embedding__plip_034,0.164566439354468,12,0.0769230769230769,0.1055730391336851,0.1073269417514099,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_050,0.1622514768011279,12,0.0769230769230769,0.1162553427879726,0.1200318516352463,True,True,cervical_validation
luminal_estrogen_response,embedding__plip_047,0.160489903508667,12,0.0769230769230769,0.0912944319464422,0.098100042499789,True,True,cervical_validation
