spatial_block_id,luminal_estrogen_response,epithelial_identity,basal_squamous_state,unfolded_protein_response,oxidative_phosphorylation,collagen_ecm_organization,myofibroblast_caf_activation,immune_activation,immune_exclusion,emt_invasive_front
block_x0_y10,0.5275757333800961,0.37228739742282596,0.12945072844967317,0.4863369190129173,0.38846163163313463,0.27939889876530394,0.4120122244741212,0.07685092170701281,0.35161769592813225,0.3174738086498247
block_x0_y11,0.40475639298631594,0.28827625284867564,0.18141995012651418,0.4407199447190617,0.4271135469796049,0.3052593396468641,0.28104380302660914,0.0565062466925484,0.37607505083833864,0.3295657957590308
block_x0_y12,0.4896287428158937,0.38228600021216935,0.17132465640212005,0.4789533721393672,0.4128734741409978,0.13321780567665875,0.3367273403253697,0.13328833952466962,0.2900542132869421,0.30301451999565343
block_x0_y13,0.2157163879582304,0.19178923050517954,0.09451450703043726,0.1976660221473817,0.34761222456676033,0.3514630627589847,0.35493519485237096,0.22582320683591411,0.6562920571989265,0.5027878901172591
block_x0_y14,0.2669779894078603,0.30046171942982325,0.7045571732606802,0.39384467321835254,0.38474089782174,0.15066298448720314,0.4781310248853358,0.0,0.39054119407426785,0.5668398249323817
block_x0_y15,0.03998305477684692,0.07617009193080056,0.10522341343928598,0.22102209194880335,0.31537920389813734,0.24790235322219129,0.8080860101189886,0.06558747881009076,0.7654400685471915,0.31365330094077376
block_x0_y16,0.049838777762135716,0.10697614745210637,0.07484778989459674,0.1550115671670092,0.27932420276074094,0.30950180423708357,0.32040819293073886,0.06265066084285742,0.7841060508739301,0.3848665357420957
block_x0_y17,0.028017102698070465,0.04964188516634013,0.0,0.06445536324153898,0.20360280545101922,0.5485366480381767,0.2779659037176396,0.09435895691174997,0.9825523395629535,0.7156181976968847
block_x0_y18,0.23740941693264273,0.16658243666932354,0.6150367746740618,0.25858870540964946,0.4124437380821764,0.1784567596600564,0.6194501811307827,0.10685552906578123,0.44221368065049443,0.23770652674612738
block_x0_y4,0.14251888496354864,0.12980424105081537,0.0,0.058692325721743765,0.10414130761042031,0.461022237658473,0.15766225265278774,0.06115155356071912,0.3978220960360564,0.6115672137825127
block_x0_y5,0.4852957223307717,0.31634624243941145,0.030192722835823964,0.29731150414361707,0.3831069346964013,0.38557549039006783,0.2055992803804806,0.08475690434231625,0.41039310921797967,0.47660847828578845
block_x0_y6,0.8158514215270193,0.7612943998802562,0.027823623199767975,0.6701920366830956,0.6146719772674986,0.07592566894441323,0.05744029301302308,0.0,0.0665481854637287,0.08039705338258103
block_x0_y7,0.3662044955095613,0.28239173388682387,0.11186549118941691,0.4917037015046194,0.4449464523191767,0.24658585692302296,0.3196402689391491,0.05268274013249875,0.38732311058702934,0.33540351238311866
block_x0_y8,0.5676194684930075,0.34210003224315644,0.04931714338159691,0.5790515317295191,0.3789375197691218,0.10022944497039511,0.12074698541338386,0.037966501233260466,0.11448733212090603,0.14521449029783107
block_x0_y9,0.6516463321701579,0.5297479084549951,0.5211511188508494,0.6752251575754095,0.6542579733673781,0.2027104223183283,0.632699767980307,0.10671255184598177,0.37573260445485285,0.29493499455140854
block_x10_y0,0.11401923758237442,0.11416262703338158,0.0,0.07024362331074964,0.19663849011990236,0.4658157017153559,0.652399487547946,0.1751042972028013,0.8328951987091343,0.7254123521860788
block_x10_y1,0.4581778306311493,0.43493061371666225,0.15422651737515417,0.4982403877767057,0.43535067743205436,0.40575893084306724,0.34911035112527006,0.10290931376363555,0.41548452906224276,0.3895076039547612
block_x10_y11,0.7071305509962635,0.6672140442341401,0.24203133239185914,0.6894892916192156,0.6957298748716495,0.2496141992707062,0.2641085948038934,0.04591993533068725,0.29646511521150737,0.15514220400002507
block_x10_y12,0.7405101388848038,0.5569208431667452,0.12378926711600918,0.6357020373444986,0.539953359642262,0.2780944489677267,0.3285127581593259,0.0,0.293151525356007,0.16537982900946482
block_x10_y13,0.24777257831052232,0.154366230464971,0.12739902777287856,0.27381655527498094,0.39988382126701705,0.3202204929391758,0.24272715803482797,0.18255470809993923,0.4364822739807207,0.6852228544450123
block_x10_y16,0.03761246972682179,0.13482385760231141,0.0,0.1900953346185968,0.1796740156998309,0.7494215893911751,0.2414526146337001,0.0,0.7942094737400427,0.7061932236898151
block_x10_y17,0.1315522405099057,0.13029907529089266,0.1777425331670826,0.3154534805210532,0.27258659981557476,0.7032510032823259,0.410618983427955,0.0,0.6789185762443039,0.672704034497644
block_x10_y18,0.7595820002327585,0.5786208650514041,0.1254978433916968,0.6711297322656458,0.560660610074338,0.17094003759092427,0.1574633877708827,0.07421611461405904,0.19518216502950086,0.16026668857519774
block_x10_y19,0.7087381382285837,0.4842740316177472,0.05874262313526339,0.7231093025638232,0.43733327617538903,0.19702413770928554,0.05998004026159324,0.017355533509564532,0.18266096001264867,0.13197283348798847
