pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,10,32,0.0606060606060606,0.2434508809273471,0.2982865365945799,True,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,7,32,0.0303030303030303,0.2050095377920505,0.2225026296584652,True,True,breast_discovery
immune_exclusion,embedding__plip_045,0.2854522948942853,7,32,0.0606060606060606,0.2122691217944916,0.2784037008224416,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,10,32,0.0909090909090909,0.2687738443133206,0.2852440979713425,False,False,breast_discovery
unfolded_protein_response,embedding__plip_009,0.2576724012334651,7,32,0.0606060606060606,0.2273880171677545,0.2582924570369126,True,False,breast_discovery
luminal_estrogen_response,embedding__plip_036,0.2494740579570501,10,32,0.0303030303030303,0.1972572875194245,0.1981961654355153,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_011,0.2486132977214138,10,32,0.0303030303030303,0.1777467850527632,0.1885606558096506,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_063,0.2447220278441818,10,32,0.0303030303030303,0.1635269690293471,0.2003196683869519,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_039,0.2427627491688329,7,32,0.0909090909090909,0.2291779551052487,0.2519708244494603,True,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_044,0.239362081225494,7,32,0.0909090909090909,0.2501943104840909,0.3140435629243242,False,False,breast_discovery
immune_activation,embedding__plip_053,0.3059492614007295,7,32,0.0303030303030303,0.1798747428461402,0.1919125554683704,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_041,0.2949184068411153,7,32,0.0303030303030303,0.1982610121439392,0.2041933163679011,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_014,0.2920254297453082,7,32,0.0303030303030303,0.2109325966070495,0.2538953873369359,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_041,0.2664364415595802,7,32,0.0606060606060606,0.1944342839764964,0.3007988901323309,True,False,cervical_validation
immune_exclusion,embedding__plip_026,0.2652958778151689,7,32,0.0606060606060606,0.2325986740879284,0.2602309935082325,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_026,0.2622363093455712,7,32,0.0303030303030303,0.2074088908561431,0.2411005608294651,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_026,0.2552938060299706,7,32,0.0303030303030303,0.206546932594471,0.2120176974156565,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_050,0.2473778210508522,7,32,0.0303030303030303,0.1710694767946934,0.1787950357534816,True,True,cervical_validation
immune_exclusion,embedding__plip_014,0.2389731939271485,7,32,0.0606060606060606,0.2063903231723214,0.2347577675884199,True,True,cervical_validation
basal_squamous_state,embedding__plip_013,0.2388929969975682,6,32,0.0303030303030303,0.162329203091531,0.2029170445255948,True,True,cervical_validation
