pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,sample_role
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,32,0.0303030303030303,0.1620519948465404,0.1967995749581838,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,32,0.0303030303030303,0.1463686538423634,0.167532493400742,True,True,breast_discovery
immune_exclusion,embedding__plip_045,0.2854522948942853,32,0.0303030303030303,0.224912476352525,0.2568041601330399,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,32,0.0606060606060606,0.2075065107678462,0.2518952057976543,True,True,breast_discovery
unfolded_protein_response,embedding__plip_009,0.2576724012334651,32,0.0303030303030303,0.1905366238607631,0.2322685463093515,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_036,0.2494740579570501,32,0.0303030303030303,0.1542918966706948,0.1851083798893748,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_011,0.2486132977214138,32,0.0606060606060606,0.1884509156549447,0.2622253082985518,True,False,breast_discovery
luminal_estrogen_response,embedding__plip_063,0.2447220278441818,32,0.0303030303030303,0.1379784005040418,0.1965060672688684,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_039,0.2427627491688329,32,0.1212121212121212,0.2835277363499706,0.3186305832390934,False,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_044,0.239362081225494,32,0.0303030303030303,0.1972364206917199,0.2248514745890207,True,True,breast_discovery
immune_activation,embedding__plip_053,0.3059492614007295,32,0.0303030303030303,0.1675040486450579,0.1951271424841209,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_041,0.2949184068411153,32,0.0303030303030303,0.1615162331768626,0.1685570694059192,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_014,0.2920254297453082,32,0.0606060606060606,0.1483241358495471,0.2556548143152119,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_041,0.2664364415595802,32,0.0303030303030303,0.1963496661162929,0.2305644018909776,True,True,cervical_validation
immune_exclusion,embedding__plip_026,0.2652958778151689,32,0.0303030303030303,0.1572243130805991,0.1870882450361748,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_026,0.2622363093455712,32,0.0606060606060606,0.1399003045016,0.2314076538717137,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_026,0.2552938060299706,32,0.0606060606060606,0.2356013397306293,0.2691277421167917,True,False,cervical_validation
collagen_ecm_organization,embedding__plip_050,0.2473778210508522,32,0.0303030303030303,0.133205794402143,0.1614933229244581,True,True,cervical_validation
immune_exclusion,embedding__plip_014,0.2389731939271485,32,0.0303030303030303,0.1716790894104725,0.2146271105014643,True,True,cervical_validation
basal_squamous_state,embedding__plip_013,0.2388929969975682,32,0.0303030303030303,0.1418260142052253,0.1657619713551388,True,True,cervical_validation
