pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_039,0.2900097427183454,0.2900097427183454,0.0006451065377891,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,1,0.0303030303030303,0.1620519948465404,0.1967995749581838,True,True,0.0606060606060606,0.2434508809273471,0.2982865365945799,True,False,breast_discovery
immune_exclusion,immune_ecology,embedding__plip_045,-0.2854522948942853,0.2854522948942853,0.0007910128974246,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,3,0.0303030303030303,0.224912476352525,0.2568041601330399,True,True,0.0606060606060606,0.2122691217944916,0.2784037008224416,True,True,breast_discovery
emt_invasive_front,invasion_boundary_emt,embedding__plip_063,-0.2276631362091151,0.2276631362091151,0.0079173126210581,135,"structure,x,y,boundary_distance,log_total_counts",0.3129272073156438,16,,,,,,,,,,,breast_discovery
unfolded_protein_response,metabolic_stress,embedding__plip_009,-0.2576724012334651,0.2576724012334651,0.0025515362743397,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,5,0.0303030303030303,0.1905366238607631,0.2322685463093515,True,True,0.0606060606060606,0.2273880171677545,0.2582924570369126,True,False,breast_discovery
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_035,0.2883179306795509,0.2883179306795509,0.0006961060545412,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,2,0.0303030303030303,0.1463686538423634,0.167532493400742,True,True,0.0303030303030303,0.2050095377920505,0.2225026296584652,True,True,breast_discovery
basal_squamous_state,endocrine_epithelial_identity,embedding__plip_013,-0.2388929969975682,0.2388929969975682,0.0049330140878134,137,"structure,x,y,boundary_distance,log_total_counts",0.2905993506498265,10,0.0303030303030303,0.1418260142052253,0.1657619713551388,True,True,0.0303030303030303,0.162329203091531,0.2029170445255948,True,True,cervical_validation
immune_activation,immune_ecology,embedding__plip_053,-0.3059492614007295,0.3059492614007295,0.0002771020879802,137,"structure,x,y,boundary_distance,log_total_counts",0.1141536561439842,1,0.0303030303030303,0.1675040486450579,0.1951271424841209,True,True,0.0303030303030303,0.1798747428461402,0.1919125554683704,True,True,cervical_validation
emt_invasive_front,invasion_boundary_emt,embedding__plip_015,0.1855296526881036,0.1855296526881036,0.0299650122261392,137,"structure,x,y,boundary_distance,log_total_counts",0.5434707699456597,34,,,,,,,,,,,cervical_validation
oxidative_phosphorylation,metabolic_stress,embedding__plip_055,0.2353291996548038,0.2353291996548038,0.0056365576863732,137,"structure,x,y,boundary_distance,log_total_counts",0.3006164099399052,12,,,,,,,,,,,cervical_validation
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_041,-0.2949184068411153,0.2949184068411153,0.0004679762621926,137,"structure,x,y,boundary_distance,log_total_counts",0.1141536561439842,2,0.0303030303030303,0.1615162331768626,0.1685570694059192,True,True,0.0303030303030303,0.1982610121439392,0.2041933163679011,True,True,cervical_validation
