sample_role,pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_039,0.2900097427183454,0.2900097427183454,0.0006451065377891,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,1,0.0303030303030303,0.1620519948465404,0.1967995749581838,True,True,0.0606060606060606,0.2434508809273471,0.2982865365945799,True,False
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_035,0.2883179306795509,0.2883179306795509,0.0006961060545412,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,2,0.0303030303030303,0.1463686538423634,0.167532493400742,True,True,0.0303030303030303,0.2050095377920505,0.2225026296584652,True,True
breast_discovery,immune_exclusion,immune_ecology,embedding__plip_045,-0.2854522948942853,0.2854522948942853,0.0007910128974246,135,"structure,x,y,boundary_distance,log_total_counts",0.16874941811725,3,0.0303030303030303,0.224912476352525,0.2568041601330399,True,True,0.0606060606060606,0.2122691217944916,0.2784037008224416,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_040,-0.2667783397826503,0.2667783397826503,0.001761509624308,135,"structure,x,y,boundary_distance,log_total_counts",0.2818415398892882,4,0.0606060606060606,0.2075065107678462,0.2518952057976543,True,True,0.0909090909090909,0.2687738443133206,0.2852440979713425,False,False
breast_discovery,unfolded_protein_response,metabolic_stress,embedding__plip_009,-0.2576724012334651,0.2576724012334651,0.0025515362743397,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,5,0.0303030303030303,0.1905366238607631,0.2322685463093515,True,True,0.0606060606060606,0.2273880171677545,0.2582924570369126,True,False
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_036,0.2494740579570501,0.2494740579570501,0.0035233460355018,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,6,0.0303030303030303,0.1542918966706948,0.1851083798893748,True,True,0.0303030303030303,0.1972572875194245,0.1981961654355153,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_011,-0.2486132977214138,0.2486132977214138,0.0036426189175667,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,7,0.0606060606060606,0.1884509156549447,0.2622253082985518,True,False,0.0303030303030303,0.1777467850527632,0.1885606558096506,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_063,0.2447220278441818,0.2447220278441818,0.0042283732192072,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,8,0.0303030303030303,0.1379784005040418,0.1965060672688684,True,True,0.0303030303030303,0.1635269690293471,0.2003196683869519,True,True
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_039,-0.2427627491688329,0.2427627491688329,0.0045541556502216,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,9,0.1212121212121212,0.2835277363499706,0.3186305832390934,False,False,0.0909090909090909,0.2291779551052487,0.2519708244494603,True,False
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_044,-0.239362081225494,0.239362081225494,0.0051733052571114,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,10,0.0303030303030303,0.1972364206917199,0.2248514745890207,True,True,0.0909090909090909,0.2501943104840909,0.3140435629243242,False,False
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_038,0.2390325990784784,0.2390325990784784,0.0052371171621323,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,11,,,,,,,,,,
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_045,-0.2380001871149221,0.2380001871149221,0.0054416450578886,135,"structure,x,y,boundary_distance,log_total_counts",0.2902210697540618,12,,,,,,,,,,
