sample_role,pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99
breast_discovery,oxidative_phosphorylation,metabolic_stress,embedding__plip_060,-0.2410182534548996,0.2410182534548996,0.0031686924998796,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,1,0.1111111111111111,0.1876621931583571,0.2027417076893242,True,True,0.1111111111111111,0.1212179552778572,0.1318660566559579,True,True
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_014,-0.2269427530261317,0.2269427530261317,0.0055413390709594,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,2,0.1111111111111111,0.1751844322615451,0.2070435732075062,True,True,0.1111111111111111,0.1297971821945255,0.149397592536357,True,True
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_055,-0.2187160409116456,0.2187160409116456,0.0075704693228034,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,3,0.1111111111111111,0.1009954277163827,0.1157065997165056,True,True,0.1111111111111111,0.1825517359008286,0.1830703746411001,True,True
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_063,0.2102234684460186,0.2102234684460186,0.0103319042192841,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,4,0.1111111111111111,0.1584258546497987,0.1770848180125005,True,True,0.1111111111111111,0.1245967350565514,0.1263378781104116,True,True
breast_discovery,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_012,-0.2028856705351951,0.2028856705351951,0.0133961892792491,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,5,0.1111111111111111,0.0947487827626097,0.0978307617997695,True,True,0.1111111111111111,0.0891553868538164,0.0985098228996727,True,True
breast_discovery,emt_invasive_front,invasion_boundary_emt,embedding__plip_055,-0.2024515660311659,0.2024515660311659,0.0136001177963482,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,6,0.2222222222222222,0.1786747714547675,0.1997074608321228,True,True,0.1111111111111111,0.1300848612944757,0.1479881980030843,True,True
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_057,-0.196562989594792,0.196562989594792,0.0166464870487197,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,7,0.1111111111111111,0.096665563130577,0.0988942313928631,True,True,0.1111111111111111,0.1302820489978379,0.1332817441149509,True,True
breast_discovery,collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_049,-0.195118658199396,0.195118658199396,0.0174785853983404,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,8,0.1111111111111111,0.1128324137582499,0.1343018668809282,True,True,0.1111111111111111,0.0527976537416641,0.0620370647352588,True,True
breast_discovery,immune_activation,immune_ecology,embedding__plip_006,-0.1903840159345418,0.1903840159345418,0.0204643352099382,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,9,0.3333333333333333,0.2541101622378917,0.2744182479470118,False,False,0.1111111111111111,0.1587061135859456,0.1689043911079918,True,True
breast_discovery,emt_invasive_front,invasion_boundary_emt,embedding__plip_015,-0.1901131543618911,0.1901131543618911,0.0206477173906709,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,10,0.1111111111111111,0.0676399326227453,0.0729369424872705,True,True,0.2222222222222222,0.1715594789916912,0.1935016886070438,True,False
breast_discovery,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_010,0.1890876448611215,0.1890876448611215,0.021354926341339,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,11,,,,,,,,,,
breast_discovery,unfolded_protein_response,metabolic_stress,embedding__plip_058,-0.1883301645438518,0.1883301645438518,0.021890613196433,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,12,,,,,,,,,,
