pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
oxidative_phosphorylation,embedding__plip_060,0.2410182534548996,7,8,0.1111111111111111,0.1212179552778572,0.1318660566559579,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_014,0.2269427530261317,7,8,0.1111111111111111,0.1297971821945255,0.149397592536357,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_055,0.2187160409116456,7,8,0.1111111111111111,0.1825517359008286,0.1830703746411001,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_063,0.2102234684460186,10,8,0.1111111111111111,0.1245967350565514,0.1263378781104116,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_012,0.2028856705351951,7,8,0.1111111111111111,0.0891553868538164,0.0985098228996727,True,True,breast_discovery
emt_invasive_front,embedding__plip_055,0.2024515660311659,8,8,0.1111111111111111,0.1300848612944757,0.1479881980030843,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_057,0.196562989594792,7,8,0.1111111111111111,0.1302820489978379,0.1332817441149509,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_049,0.195118658199396,7,8,0.1111111111111111,0.0527976537416641,0.0620370647352588,True,True,breast_discovery
immune_activation,embedding__plip_006,0.1903840159345418,7,8,0.1111111111111111,0.1587061135859456,0.1689043911079918,True,True,breast_discovery
emt_invasive_front,embedding__plip_015,0.1901131543618911,8,8,0.2222222222222222,0.1715594789916912,0.1935016886070438,True,False,breast_discovery
unfolded_protein_response,embedding__plip_016,0.2962401170485033,7,8,0.1111111111111111,0.1673227098340555,0.1877590850695479,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_036,0.2768423203143337,7,8,0.1111111111111111,0.1377543956857829,0.1583648191704338,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_039,0.2756460561135945,7,8,0.1111111111111111,0.1345218917795942,0.1508115181236204,True,True,cervical_validation
immune_activation,embedding__plip_061,0.2696748966793196,7,8,0.1111111111111111,0.1481316931792876,0.166896959500172,True,True,cervical_validation
epithelial_identity,embedding__plip_050,0.2534128732984631,7,8,0.1111111111111111,0.1821545040625474,0.1963297283317102,True,True,cervical_validation
immune_exclusion,embedding__plip_011,0.2533066840715094,7,8,0.1111111111111111,0.0882060586719286,0.0974874759625158,True,True,cervical_validation
basal_squamous_state,embedding__plip_061,0.2456503224239334,6,8,0.2222222222222222,0.2536771819704945,0.2713795391178205,False,False,cervical_validation
luminal_estrogen_response,embedding__plip_016,0.2285665004192575,10,8,0.1111111111111111,0.1828622591756481,0.2049816129427786,True,True,cervical_validation
emt_invasive_front,embedding__plip_002,0.2283573122398774,8,8,0.1111111111111111,0.1312888793858941,0.1337977331301745,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_002,0.226489557826631,7,8,0.1111111111111111,0.18102483842855,0.1942626331076089,True,True,cervical_validation
