pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,sample_role
oxidative_phosphorylation,embedding__plip_060,0.2410182534548996,8,0.1111111111111111,0.1876621931583571,0.2027417076893242,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_014,0.2269427530261317,8,0.1111111111111111,0.1751844322615451,0.2070435732075062,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_055,0.2187160409116456,8,0.1111111111111111,0.1009954277163827,0.1157065997165056,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_063,0.2102234684460186,8,0.1111111111111111,0.1584258546497987,0.1770848180125005,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_012,0.2028856705351951,8,0.1111111111111111,0.0947487827626097,0.0978307617997695,True,True,breast_discovery
emt_invasive_front,embedding__plip_055,0.2024515660311659,8,0.2222222222222222,0.1786747714547675,0.1997074608321228,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_057,0.196562989594792,8,0.1111111111111111,0.096665563130577,0.0988942313928631,True,True,breast_discovery
collagen_ecm_organization,embedding__plip_049,0.195118658199396,8,0.1111111111111111,0.1128324137582499,0.1343018668809282,True,True,breast_discovery
immune_activation,embedding__plip_006,0.1903840159345418,8,0.3333333333333333,0.2541101622378917,0.2744182479470118,False,False,breast_discovery
emt_invasive_front,embedding__plip_015,0.1901131543618911,8,0.1111111111111111,0.0676399326227453,0.0729369424872705,True,True,breast_discovery
unfolded_protein_response,embedding__plip_016,0.2962401170485033,8,0.1111111111111111,0.1497888795759088,0.1660714758285059,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_036,0.2768423203143337,8,0.1111111111111111,0.1676212388847279,0.2045266886051477,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_039,0.2756460561135945,8,0.1111111111111111,0.1660325303924487,0.1851091954939089,True,True,cervical_validation
immune_activation,embedding__plip_061,0.2696748966793196,8,0.1111111111111111,0.0985431345162878,0.1178994656834015,True,True,cervical_validation
epithelial_identity,embedding__plip_050,0.2534128732984631,8,0.1111111111111111,0.1392969673284123,0.1475746721281316,True,True,cervical_validation
immune_exclusion,embedding__plip_011,0.2533066840715094,8,0.1111111111111111,0.1176870862009107,0.1216452374312858,True,True,cervical_validation
basal_squamous_state,embedding__plip_061,0.2456503224239334,8,0.1111111111111111,0.0881045146780336,0.0888156790453597,True,True,cervical_validation
luminal_estrogen_response,embedding__plip_016,0.2285665004192575,8,0.1111111111111111,0.1158389771705493,0.1264249725706021,True,True,cervical_validation
emt_invasive_front,embedding__plip_002,0.2283573122398774,8,0.1111111111111111,0.1455758791420875,0.156243677741729,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_002,0.226489557826631,8,0.1111111111111111,0.0725817491305177,0.0803322998766907,True,True,cervical_validation
