pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_063,0.2102234684460186,0.2102234684460186,0.0103319042192841,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,4,0.1111111111111111,0.1584258546497987,0.1770848180125005,True,True,0.1111111111111111,0.1245967350565514,0.1263378781104116,True,True,breast_discovery
immune_activation,immune_ecology,embedding__plip_006,-0.1903840159345418,0.1903840159345418,0.0204643352099382,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,9,0.3333333333333333,0.2541101622378917,0.2744182479470118,False,False,0.1111111111111111,0.1587061135859456,0.1689043911079918,True,True,breast_discovery
emt_invasive_front,invasion_boundary_emt,embedding__plip_055,-0.2024515660311659,0.2024515660311659,0.0136001177963482,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,6,0.2222222222222222,0.1786747714547675,0.1997074608321228,True,True,0.1111111111111111,0.1300848612944757,0.1479881980030843,True,True,breast_discovery
oxidative_phosphorylation,metabolic_stress,embedding__plip_060,-0.2410182534548996,0.2410182534548996,0.0031686924998796,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,1,0.1111111111111111,0.1876621931583571,0.2027417076893242,True,True,0.1111111111111111,0.1212179552778572,0.1318660566559579,True,True,breast_discovery
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_014,-0.2269427530261317,0.2269427530261317,0.0055413390709594,148,"structure,x,y,boundary_distance,log_total_counts",0.7410265264446138,2,0.1111111111111111,0.1751844322615451,0.2070435732075062,True,True,0.1111111111111111,0.1297971821945255,0.149397592536357,True,True,breast_discovery
epithelial_identity,endocrine_epithelial_identity,embedding__plip_050,0.2534128732984631,0.2534128732984631,0.0013150994797191,158,"structure,x,y,boundary_distance,log_total_counts",0.1409585572986701,5,0.1111111111111111,0.1392969673284123,0.1475746721281316,True,True,0.1111111111111111,0.1821545040625474,0.1963297283317102,True,True,cervical_validation
immune_activation,immune_ecology,embedding__plip_061,0.2696748966793196,0.2696748966793196,0.0006112942701986,158,"structure,x,y,boundary_distance,log_total_counts",0.0978070832317906,4,0.1111111111111111,0.0985431345162878,0.1178994656834015,True,True,0.1111111111111111,0.1481316931792876,0.166896959500172,True,True,cervical_validation
emt_invasive_front,invasion_boundary_emt,embedding__plip_002,0.2283573122398774,0.2283573122398774,0.0039036298893031,158,"structure,x,y,boundary_distance,log_total_counts",0.2326383147945528,9,0.1111111111111111,0.1455758791420875,0.156243677741729,True,True,0.1111111111111111,0.1312888793858941,0.1337977331301745,True,True,cervical_validation
unfolded_protein_response,metabolic_stress,embedding__plip_016,-0.2962401170485033,0.2962401170485033,0.0001572679380547,158,"structure,x,y,boundary_distance,log_total_counts",0.097238634793586,1,0.1111111111111111,0.1497888795759088,0.1660714758285059,True,True,0.1111111111111111,0.1673227098340555,0.1877590850695479,True,True,cervical_validation
collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_036,0.2768423203143337,0.2768423203143337,0.0004294322717795,158,"structure,x,y,boundary_distance,log_total_counts",0.097238634793586,2,0.1111111111111111,0.1676212388847279,0.2045266886051477,True,True,0.1111111111111111,0.1377543956857829,0.1583648191704338,True,True,cervical_validation
