cell_id,luminal_estrogen_response,epithelial_identity,basal_squamous_state,unfolded_protein_response,oxidative_phosphorylation,collagen_ecm_organization,myofibroblast_caf_activation,immune_activation,immune_exclusion,emt_invasive_front
abliinlm-1,0.0,0.11099222834498956,0.12788623355315965,0.0,0.1882227914370541,0.0,0.0887174139019416,0.5293384299422594,0.0,0.29544272784740905
abmbamnk-1,0.11920228767059218,0.30333182311277795,0.0,0.23489469310100772,0.46949471291343303,0.0,0.0,0.1962382561013091,0.0,0.0
abmkemko-1,0.09557958725938459,0.0,0.0,0.0,0.0,0.09569670458616,0.0,0.0,0.11965626412958759,0.3406413320523572
abpkgpme-1,0.09528207043387954,0.0,0.0,0.1251723890537173,0.2421264261336971,0.0,0.0,0.0,0.0,0.0
accecfpe-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acifmlbd-1,0.5717187819522241,0.38188908207307276,0.0,0.17816564169313218,0.1732315152033305,0.11498120655231284,0.0,0.0,0.05842635970072849,0.07294128157817621
acjifpin-1,0.273322431176369,0.13652286299647381,0.0,0.0,0.0,0.0,0.0,0.34366584258580996,0.0,0.0
acooggej-1,0.19016231277366152,0.0,0.5423048070486205,0.0,0.20866406641974988,0.0,0.17297195288690895,0.13518102838495472,0.18079162457590106,0.0
adaacplm-1,0.6888346997479187,0.5874442491098427,0.0,0.3404088255340297,0.4209509978997928,0.0,0.0,0.0,0.0,0.0
adaapkjl-1,0.48040522859959767,0.15464791394756408,0.08308514731605508,0.1808705297001432,0.29991219760201776,0.0,0.0,0.0,0.0,0.0
adbpaeap-1,0.4190862873512006,0.5246546455021941,0.0,0.1936268090867982,0.37031859828565633,0.0,0.0,0.23990737746684596,0.07631805983072086,0.0
adbpfihk-1,0.4355779965798072,0.2888801264338191,0.0,0.11623799495329164,0.16329618928830497,0.0,0.07696844522967987,0.10578988120998277,0.08044801496374984,0.0
adegbpcg-1,0.18037962589850284,0.13514776036442055,0.38493535996556505,0.23696534518526896,0.0,0.0,0.21605043835867754,0.0,0.11290879558589141,0.0
adeopogc-1,0.1491836304088017,0.0,0.0,0.19598305684315484,0.3790985975016114,0.14936643082145376,0.17868530653177317,0.0,0.18676326604720356,0.5368538931798363
adlmfjcb-1,0.7893760632232124,0.34303694467194323,0.0,0.23892542869135136,0.2908643796730573,0.0,0.05569261100772452,0.0,0.0,0.07267160621877547
admbkcfa-1,0.2134082787923399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aebpbddd-1,0.6362345840443289,0.6017047079322598,0.0,0.3465227553550907,0.6548527646650593,0.0,0.0,0.0,0.0,0.0
aedffjcp-1,0.5077996279589668,0.23141932552770472,0.08888113565681835,0.24496324156095522,0.18768659687315983,0.0,0.0,0.0,0.0,0.0
aeehdomc-1,0.6391279336775062,0.3181766579934639,0.0,0.3218220649086191,0.09944651643460524,0.0,0.0,0.0,0.04899241603304753,0.0
aeffkaac-1,0.7974886486565593,0.33944289452578125,0.0,0.30029971540586675,0.4046335942190563,0.0,0.0,0.0,0.0,0.0
aeigejob-1,0.6078605287681912,0.2410967585153449,0.0,0.27892524016639425,0.31004145814937234,0.0,0.0,0.0,0.0,0.0
aejeagon-1,0.5678749759835313,0.4117916842713463,0.0,0.23622365003693258,0.46989430106697977,0.03579803304892882,0.0,0.0,0.0,0.0
aejhgnfo-1,0.5327133335420655,0.4898820374833069,0.08035024030029544,0.2239686310181683,0.2910884124133157,0.0,0.05574067925676006,0.0,0.0,0.0
aekachgh-1,0.5376677749826155,0.377745420957665,0.0,0.28767790406331506,0.3436825578261007,0.0,0.0,0.0,0.0,0.0
aekcffdl-1,0.6450155409165498,0.26996348276841037,0.0,0.1707849943560341,0.19644341155582984,0.0,0.0,0.0,0.0,0.0
aemhldll-1,0.600749703234964,0.2803649420419822,0.0,0.5053307657281527,0.23772417582339664,0.0,0.0,0.0,0.0,0.0
aemoojjc-1,0.3538554642503086,0.14194676942199558,0.5368382966579303,0.18083625481556892,0.24071610755516448,0.0,0.41662026256341034,0.0,0.11858900753907789,0.21514090856827803
aeoobkai-1,0.7043525979588711,0.1337684614308143,0.0,0.20019774173285332,0.0,0.0,0.0,0.0,0.0,0.0
aepijjjb-1,0.7438633087477096,0.5263578959290036,0.06701515431667648,0.276410814734168,0.2958984496676065,0.0,0.0,0.0,0.0,0.0
aepnipce-1,0.7023459763259812,0.3580378565835245,0.0,0.3802101948536352,0.4820338037332898,0.0,0.0,0.0,0.0,0.0
afcacifl-1,0.6221692553777164,0.4033930443150799,0.0,0.3405739616137003,0.5581381738418091,0.050153725113773445,0.0,0.0,0.06271070049118829,0.0
afdcoafa-1,0.4014644148079159,0.41379895375898196,0.14394800186339107,0.1095268010483035,0.21186248104844838,0.0,0.0,0.0,0.0,0.13030404502759227
