pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
immune_activation,embedding__plip_052,0.30314268929475463,12,0.07692307692307693,0.16615372854535138,0.1675033152375473,True,True
basal_squamous_state,embedding__plip_047,0.27924275329952153,12,0.07692307692307693,0.1170770324552998,0.12402872849853801,True,True
emt_invasive_front,embedding__plip_062,0.2713505121112711,12,0.07692307692307693,0.10076964443436201,0.11939354013461587,True,True
basal_squamous_state,embedding__plip_031,0.26496170098322636,12,0.07692307692307693,0.12694919659484916,0.1395126675728217,True,True
basal_squamous_state,embedding__plip_022,0.26037101609320795,12,0.07692307692307693,0.13724982260012228,0.14184896318466084,True,True
basal_squamous_state,embedding__plip_025,0.26017408890838895,12,0.07692307692307693,0.08773169238631971,0.09746924539867823,True,True
unfolded_protein_response,embedding__plip_003,0.2574753851414333,12,0.07692307692307693,0.18869562698316342,0.2010751051436157,True,True
immune_activation,embedding__plip_024,0.2527543038413972,12,0.15384615384615385,0.2116617328953727,0.2567717828758648,True,False
myofibroblast_caf_activation,embedding__plip_012,0.24236483203934214,12,0.07692307692307693,0.16414785688780226,0.19812205560907434,True,True
basal_squamous_state,embedding__plip_002,0.24006453512038944,12,0.07692307692307693,0.1598171548057901,0.16981707762511913,True,True
