ligand,Hypoxic Tumor Cells,Exhausted T Cells,Dyskeratotic Tumor Cells,Metabolic Invasive Basal Cells,Dendritic Cells,B Cells,Cytotoxic T Cells,Stroma & Smooth Muscle,Regulatory T Cells,Macrophages,Plasma Cells,Neutrophils,Naive & Memory T Cells,Migratory Invasive Basal Cells,Parabasal Tumor Cells,Mast Cells,Endothelial Cells,OR4F17+ Cells,Detachment,Interstitial Fibroblasts,Differentiating Tumor Cells,Proliferative Parabasal Cells,Cancer Associated Fibroblasts,Endocervical Columnar Cells,Endocervical Ciliated Cells,nan,Smooth Muscle
APOC1,0.4497911899002673,0.1608984427550369,0.2638685207300458,0.2933277456636424,0.2933277456636424,0.1013774074407082,0.1013774074407082,0.2933277456636424,0.1608984427550369,0.1013774074407082,0.1013774074407082,0.2638685207300458,0.1013774074407082,0.2933277456636424,0.2933277456636424,0.1013774074407082,0.2933277456636424,0.2638685207300458,0.2933277456636424,0.2933277456636424,0.2933277456636424,0.2933277456636424,0.1608984427550369,1.0,1.0,,0.2933277456636424
APOC2,0.4551380885370396,0.0710880536680198,0.2945910183812706,0.1666627257746416,0.0849578149531603,0.2945910183812706,0.2945910183812706,0.212414525875058,0.1137592471810212,0.2945910183812706,0.2945910183812706,0.2945910183812706,0.2945910183812706,0.1666627257746416,0.1666627257746416,0.2945910183812706,0.212414525875058,0.2945910183812706,0.212414525875058,0.212414525875058,0.1666627257746416,0.1666627257746416,0.1137592471810212,1.0,1.0,,0.2388964510704892
APOC3,0.4546989796162309,0.074942082728661,0.2663280990589033,0.2881893112437201,0.2881893112437201,0.1625359887741979,0.1625359887741979,0.2881893112437201,0.1065517322350346,0.1625359887741979,0.1625359887741979,0.2663280990589033,0.1625359887741979,0.2881893112437201,0.2881893112437201,0.1625359887741979,0.2881893112437201,0.2663280990589033,0.2881893112437201,0.2881893112437201,0.2881893112437201,0.2881893112437201,0.1065517322350346,1.0,1.0,,0.2881893112437201
APOC4,0.4530563246068565,0.0721507350334726,0.2639582747348555,0.2898802306181335,0.2898802306181335,0.1581154686722937,0.1581154686722937,0.2898802306181335,0.1181024130353908,0.1581154686722937,0.1581154686722937,0.2639582747348555,0.1581154686722937,0.2898802306181335,0.2898802306181335,0.1581154686722937,0.2898802306181335,0.2639582747348555,0.2898802306181335,0.2898802306181335,0.2898802306181335,0.2898802306181335,0.1181024130353908,1.0,1.0,,0.2898802306181335
APOE,0.4470901255817014,0.1664520103971597,0.2655501767260125,0.2966333659674143,0.2966333659674143,0.0810892210098714,0.0810892210098714,0.2966333659674143,0.1664520103971597,0.0810892210098714,0.0810892210098714,0.2655501767260125,0.0810892210098714,0.2966333659674143,0.2966333659674143,0.0810892210098714,0.2966333659674143,0.2655501767260125,0.2966333659674143,0.2966333659674143,0.2966333659674143,0.2966333659674143,0.1664520103971597,1.0,1.0,,0.2966333659674143
APOO,0.4560143688009201,0.0870601201770964,0.2961425875876317,0.1606549874985859,0.0325874024727095,0.2961425875876317,0.2961425875876317,0.2202268799480042,0.1151011042939445,0.2961425875876317,0.2961425875876317,0.2961425875876317,0.2961425875876317,0.1606549874985859,0.1606549874985859,0.2961425875876317,0.2202268799480042,0.2961425875876317,0.2202268799480042,0.2202268799480042,0.1606549874985859,0.1606549874985859,0.1151011042939445,1.0,1.0,,0.2202268799480042
APP,0.4512899523807492,0.0756150324340774,0.2658509514547356,0.2913993262247032,0.2913993262247032,0.1494666138987015,0.1494666138987015,0.2913993262247032,0.1165049232700382,0.1494666138987015,0.1494666138987015,0.2658509514547356,0.1494666138987015,0.2913993262247032,0.2913993262247032,0.1494666138987015,0.2913993262247032,0.2658509514547356,0.2913993262247032,0.2913993262247032,0.2913993262247032,0.2913993262247032,0.1165049232700382,1.0,1.0,,0.2913993262247032
AREG,0.4206249815044715,0.2285459286894622,0.1202130503904432,0.2742473179095719,0.2742473179095719,0.2285459286894622,0.2285459286894622,0.2742473179095719,0.2285459286894622,0.2285459286894622,0.2285459286894622,0.4206249815044715,0.2285459286894622,0.2742473179095719,0.2742473179095719,0.2285459286894622,0.2742473179095719,0.1778406613858407,0.2742473179095719,0.2742473179095719,0.2742473179095719,0.2742473179095719,0.2285459286894622,1.0,1.0,,0.2742473179095719
ARF1,0.4544713205240329,0.0631733678874321,0.2941743109245058,0.1667766802532568,0.0818181186720877,0.2941743109245058,0.2941743109245058,0.2208059387750906,0.1119916392236063,0.2941743109245058,0.2941743109245058,0.2941743109245058,0.2941743109245058,0.1667766802532568,0.1667766802532568,0.2941743109245058,0.2208059387750906,0.2941743109245058,0.2208059387750906,0.2208059387750906,0.1667766802532568,0.1667766802532568,0.1119916392236063,1.0,1.0,,0.2208059387750906
ARF6,0.4544681367747832,0.0799918014970222,0.2945518087827514,0.1658148374347561,0.0573329763783288,0.2945518087827514,0.2945518087827514,0.2219235831604092,0.1175489688608864,0.2945518087827514,0.2945518087827514,0.2945518087827514,0.2945518087827514,0.1658148374347561,0.1658148374347561,0.2945518087827514,0.2219235831604092,0.2945518087827514,0.2219235831604092,0.2219235831604092,0.1658148374347561,0.1658148374347561,0.1175489688608864,1.0,1.0,,0.2219235831604092
ARPC5,0.4528864800248759,0.0606275537626876,0.2654106245876931,0.2894929307390754,0.2894929307390754,0.1586602135744333,0.1586602135744333,0.2894929307390754,0.1110035910249419,0.1586602135744333,0.1586602135744333,0.2654106245876931,0.1586602135744333,0.2894929307390754,0.2894929307390754,0.1586602135744333,0.2894929307390754,0.2654106245876931,0.2894929307390754,0.2894929307390754,0.2894929307390754,0.2894929307390754,0.1110035910249419,1.0,1.0,,0.2894929307390754
ARTN,0.4542576651853645,0.0786736206730279,0.2662634319648703,0.2886264818450028,0.2886264818450028,0.1611871422302693,0.1611871422302693,0.2886264818450028,0.1076073324102657,0.1611871422302693,0.1611871422302693,0.2662634319648703,0.1611871422302693,0.2886264818450028,0.2886264818450028,0.1611871422302693,0.2886264818450028,0.2662634319648703,0.2886264818450028,0.2886264818450028,0.2886264818450028,0.2886264818450028,0.1076073324102657,1.0,1.0,,0.2886264818450028
ASIP,0.4531231566362641,0.0823137364009524,0.2540995081753577,0.2924070638865558,0.2924070638865558,0.1501869054288087,0.1501869054288087,0.2924070638865558,0.2924070638865558,0.1501869054288087,0.1501869054288087,0.2540995081753577,0.1501869054288087,0.2924070638865558,0.2924070638865558,0.1501869054288087,0.2924070638865558,0.2540995081753577,0.2924070638865558,0.2924070638865558,0.2924070638865558,0.2924070638865558,0.2924070638865558,1.0,1.0,,0.2924070638865558
AZGP1,0.4550336227349741,0.0915954964372382,0.2946869691693913,0.166585377962031,0.0693823413417364,0.2946869691693913,0.2946869691693913,0.2206053228598573,0.1199320447102022,0.2946869691693913,0.2946869691693913,0.2946869691693913,0.2946869691693913,0.166585377962031,0.166585377962031,0.2946869691693913,0.2206053228598573,0.2946869691693913,0.2206053228598573,0.2206053228598573,0.166585377962031,0.166585377962031,0.1199320447102022,1.0,1.0,,0.2206053228598573
B2M,0.4525195589149324,0.053408938247765,0.2656054192771486,0.2900136514607421,0.2900136514607421,0.1560337510885075,0.1560337510885075,0.2900136514607421,0.1141132748268078,0.1560337510885075,0.1560337510885075,0.2656054192771486,0.1560337510885075,0.2900136514607421,0.2900136514607421,0.1560337510885075,0.2900136514607421,0.2656054192771486,0.2900136514607421,0.2900136514607421,0.2900136514607421,0.2900136514607421,0.1141132748268078,1.0,1.0,,0.2900136514607421
BAG6,0.4556477096500195,0.0848306825443884,0.2954480357928243,0.1629231180212434,0.050508257364475,0.2954480357928243,0.2954480357928243,0.2124269925423111,0.1103595040272148,0.2954480357928243,0.2954480357928243,0.2954480357928243,0.2954480357928243,0.1629231180212434,0.1629231180212434,0.2954480357928243,0.2124269925423111,0.2954480357928243,0.2124269925423111,0.2124269925423111,0.1629231180212434,0.1629231180212434,0.1103595040272148,1.0,1.0,,0.2378848122276173
BCAN,0.4545814487418119,0.0806624683127677,0.2655445921336757,0.2884117059809116,0.2884117059809116,0.1623369630555161,0.1623369630555161,0.2884117059809116,0.1085068425723799,0.1623369630555161,0.1623369630555161,0.2655445921336757,0.1623369630555161,0.2884117059809116,0.2884117059809116,0.1623369630555161,0.2884117059809116,0.2655445921336757,0.2884117059809116,0.2884117059809116,0.2884117059809116,0.2884117059809116,0.1085068425723799,1.0,1.0,,0.2884117059809116
BDNF,0.4578137976360903,0.1488408427286369,0.2976283926982532,0.1709974109714406,0.1709974109714406,0.2976283926982532,0.2976283926982532,0.1266283123732206,0.1488408427286369,0.2976283926982532,0.2976283926982532,0.2976283926982532,0.2976283926982532,0.1709974109714406,0.1709974109714406,0.2976283926982532,0.1266283123732206,0.2976283926982532,0.2401197805084236,0.2401197805084236,0.1709974109714406,0.1709974109714406,0.1488408427286369,1.0,1.0,,0.2401197805084236
BGN,0.4526468516012158,0.1108996974316436,0.2688554997564717,0.2906896146553925,0.2906896146553925,0.151086244620726,0.151086244620726,0.2906896146553925,0.0829446798337551,0.151086244620726,0.151086244620726,0.2688554997564717,0.151086244620726,0.2906896146553925,0.2906896146553925,0.151086244620726,0.2906896146553925,0.2688554997564717,0.2906896146553925,0.2906896146553925,0.2906896146553925,0.2906896146553925,0.0829446798337551,1.0,1.0,,0.2906896146553925
BMP1,0.4569779079402359,0.1138410731940067,0.2966588852504027,0.1643168207344303,0.1643168207344303,0.2966588852504027,0.2966588852504027,0.2094360387282328,0.0557648838251936,0.2966588852504027,0.2966588852504027,0.2966588852504027,0.2966588852504027,0.1643168207344303,0.1643168207344303,0.2966588852504027,0.2094360387282328,0.2966588852504027,0.2094360387282328,0.2094360387282328,0.1643168207344303,0.1643168207344303,0.0488672126906228,1.0,1.0,,0.2347514489048492
BMP10,0.4524597149440664,0.0720314645025509,0.2637937990198749,0.2905392252402086,0.2905392252402086,0.1556390638291312,0.1556390638291312,0.2905392252402086,0.1210783741794981,0.1556390638291312,0.1556390638291312,0.2637937990198749,0.1556390638291312,0.2905392252402086,0.2905392252402086,0.1556390638291312,0.2905392252402086,0.2637937990198749,0.2905392252402086,0.2905392252402086,0.2905392252402086,0.2905392252402086,0.1210783741794981,1.0,1.0,,0.2905392252402086
BMP15,0.4517428639451069,0.0951931702750558,0.2529721795282562,0.2941293052793219,0.2941293052793219,0.1392767369145759,0.1392767369145759,0.2941293052793219,0.2941293052793219,0.1392767369145759,0.1392767369145759,0.2529721795282562,0.1392767369145759,0.2941293052793219,0.2941293052793219,0.1392767369145759,0.2941293052793219,0.2529721795282562,0.2941293052793219,0.2941293052793219,0.2941293052793219,0.2941293052793219,0.2941293052793219,1.0,1.0,,0.2941293052793219
BMP2,0.4471152122093671,0.16604361925541,0.2627774724520658,0.2959639490730066,0.2959639490730066,0.1088170613754777,0.1088170613754777,0.2959639490730066,0.16604361925541,0.1088170613754777,0.1088170613754777,0.2627774724520658,0.1088170613754777,0.2959639490730066,0.2959639490730066,0.1088170613754777,0.2959639490730066,0.2627774724520658,0.2959639490730066,0.2959639490730066,0.2959639490730066,0.2959639490730066,0.16604361925541,1.0,1.0,,0.2959639490730066
BMP3,0.4553704051040629,0.0891735158760495,0.2948817536375818,0.1666509692335173,0.0735034726134479,0.2948817536375818,0.2948817536375818,0.2127021022109134,0.1199367443379315,0.2948817536375818,0.2948817536375818,0.2948817536375818,0.2948817536375818,0.1666509692335173,0.1666509692335173,0.2948817536375818,0.2127021022109134,0.2948817536375818,0.2127021022109134,0.2127021022109134,0.1666509692335173,0.1666509692335173,0.1199367443379315,1.0,1.0,,0.2395731767211479
BMP4,0.4601136132284664,0.2984493920748365,0.2984493920748365,0.1607571023778503,0.1607571023778503,0.2984493920748365,0.2984493920748365,0.0789830317876365,0.1119243380820745,0.2984493920748365,0.2984493920748365,0.2984493920748365,0.2984493920748365,0.1607571023778503,0.1607571023778503,0.2984493920748365,0.0789830317876365,0.2984493920748365,0.2330437547573595,0.2330437547573595,0.1607571023778503,0.1607571023778503,0.1119243380820745,1.0,1.0,,0.2220392159523889
BMP5,0.4537388886722225,0.0893520441092486,0.2640272222641566,0.2895886365459051,0.2895886365459051,0.16094265785575,0.16094265785575,0.2895886365459051,0.1190530198705654,0.16094265785575,0.16094265785575,0.2640272222641566,0.16094265785575,0.2895886365459051,0.2895886365459051,0.16094265785575,0.2895886365459051,0.2640272222641566,0.2895886365459051,0.2895886365459051,0.2895886365459051,0.2895886365459051,0.1190530198705654,1.0,1.0,,0.2895886365459051
BMP6,0.4577684993583794,0.2956597381066586,0.2956597381066586,0.1689194249418077,0.1689194249418077,0.2956597381066586,0.2956597381066586,0.1100849003485614,0.0690470720469266,0.2956597381066586,0.2956597381066586,0.2956597381066586,0.2956597381066586,0.1689194249418077,0.1689194249418077,0.2956597381066586,0.1100849003485614,0.2956597381066586,0.2338810606484821,0.2338810606484821,0.1689194249418077,0.1689194249418077,0.0690470720469266,1.0,1.0,,0.2256696509776501
BMP7,0.4588704343200367,0.1641134580857653,0.299392925816832,0.0780699649263507,0.0338203433970339,0.299392925816832,0.299392925816832,0.211628092158621,0.1641134580857653,0.299392925816832,0.299392925816832,0.299392925816832,0.299392925816832,0.0780699649263507,0.1085834917647045,0.299392925816832,0.211628092158621,0.299392925816832,0.211628092158621,0.211628092158621,0.1085834917647045,0.1085834917647045,0.1641134580857653,1.0,1.0,,0.2359862138227761
BMP8A,0.4619644691640964,0.2935548525708979,0.2935548525708979,0.1851168698312469,0.1851168698312469,0.2935548525708979,0.2935548525708979,0.0386381524592963,0.2935548525708979,0.2935548525708979,0.2935548525708979,0.2935548525708979,0.2935548525708979,0.1851168698312469,0.1851168698312469,0.2935548525708979,0.0386381524592963,0.2935548525708979,0.2266587541883102,0.1394355194578535,0.1851168698312469,0.1851168698312469,0.2935548525708979,1.0,1.0,,0.2160531993617789
BMP8B,0.4575957191338858,0.1615093464543313,0.2973302132469247,0.0955887573655805,0.0533230437233209,0.2973302132469247,0.2973302132469247,0.2096994842153538,0.1615093464543313,0.2973302132469247,0.2973302132469247,0.2973302132469247,0.2973302132469247,0.0955887573655805,0.1184163066086665,0.2973302132469247,0.2096994842153538,0.2973302132469247,0.2096994842153538,0.2096994842153538,0.1184163066086665,0.1184163066086665,0.1615093464543313,1.0,1.0,,0.2366478172894701
BPI,0.4558476186035812,0.0941821890237551,0.2952002261986222,0.1654120353557919,0.0748752807032975,0.2952002261986222,0.2952002261986222,0.2108452583038379,0.1108553572755239,0.2952002261986222,0.2952002261986222,0.2952002261986222,0.2952002261986222,0.1654120353557919,0.1654120353557919,0.2952002261986222,0.2108452583038379,0.2952002261986222,0.2108452583038379,0.2108452583038379,0.1654120353557919,0.1654120353557919,0.1108553572755239,1.0,1.0,,0.2375948443727544
BSG,0.4566406683697593,0.0947807246125133,0.2966756005175667,0.1598232021901277,0.0412926614276944,0.2966756005175667,0.2966756005175667,0.2114982993411649,0.110887329633002,0.2966756005175667,0.2966756005175667,0.2966756005175667,0.2966756005175667,0.1598232021901277,0.1598232021901277,0.2966756005175667,0.2114982993411649,0.2966756005175667,0.2114982993411649,0.2114982993411649,0.1598232021901277,0.1598232021901277,0.110887329633002,1.0,1.0,,0.2369515261231934
BST1,0.4529319620837579,0.0771414319368233,0.2653120962768202,0.2898932500255408,0.2898932500255408,0.1554935981677418,0.1554935981677418,0.2898932500255408,0.1108704910995209,0.1554935981677418,0.1554935981677418,0.2653120962768202,0.1554935981677418,0.2898932500255408,0.2898932500255408,0.1554935981677418,0.2898932500255408,0.2653120962768202,0.2898932500255408,0.2898932500255408,0.2898932500255408,0.2898932500255408,0.1108704910995209,1.0,1.0,,0.2898932500255408
BST2,0.4532570903761569,0.0749490814767378,0.2936800208746285,0.1709236500855524,0.0900969258162689,0.2936800208746285,0.2936800208746285,0.2228202450480001,0.1209782667153084,0.2936800208746285,0.2936800208746285,0.2936800208746285,0.2936800208746285,0.1709236500855524,0.1709236500855524,0.2936800208746285,0.2228202450480001,0.2936800208746285,0.2228202450480001,0.2228202450480001,0.1709236500855524,0.1709236500855524,0.1209782667153084,1.0,1.0,,0.2228202450480001
BTC,0.4556574200800072,0.0984724175733779,0.2955612474424913,0.1653846311303788,0.0687768047151716,0.2955612474424913,0.2955612474424913,0.2115773307915687,0.115642809823986,0.2955612474424913,0.2955612474424913,0.2955612474424913,0.2955612474424913,0.1653846311303788,0.1653846311303788,0.2955612474424913,0.2115773307915687,0.2955612474424913,0.2115773307915687,0.2115773307915687,0.1653846311303788,0.1653846311303788,0.115642809823986,1.0,1.0,,0.2383369630746428
BTLA,0.4500425226357173,0.1581772026180303,0.266613793971128,0.2933159899545726,0.2933159899545726,0.0549361559300196,0.0549361559300196,0.2933159899545726,0.1581772026180303,0.0549361559300196,0.0453564748854861,0.266613793971128,0.0821734498629245,0.2933159899545726,0.2933159899545726,0.0821734498629245,0.2933159899545726,0.266613793971128,0.2933159899545726,0.2933159899545726,0.2933159899545726,0.2933159899545726,0.1581772026180303,1.0,1.0,,0.2933159899545726
BTN1A1,0.4520468081941272,0.0679449351634663,0.2639281991781291,0.2907744006761855,0.2907744006761855,0.1539491106499899,0.1539491106499899,0.2907744006761855,0.1203756088956197,0.1539491106499899,0.1539491106499899,0.2639281991781291,0.1539491106499899,0.2907744006761855,0.2907744006761855,0.1539491106499899,0.2907744006761855,0.2639281991781291,0.2907744006761855,0.2907744006761855,0.2907744006761855,0.2907744006761855,0.1203756088956197,1.0,1.0,,0.2907744006761855
C1QA,0.453806488710376,0.0630739643745078,0.2676600228720749,0.2887915540815567,0.2887915540815567,0.1580738842375109,0.1580738842375109,0.2887915540815567,0.0990728393872114,0.1580738842375109,0.1580738842375109,0.2676600228720749,0.1580738842375109,0.2887915540815567,0.2887915540815567,0.1580738842375109,0.2887915540815567,0.2676600228720749,0.2887915540815567,0.2887915540815567,0.2887915540815567,0.2887915540815567,0.0990728393872114,1.0,1.0,,0.2887915540815567
C1QB,0.455198436290587,0.0835206763147405,0.2950790934432259,0.1647097152817273,0.0627001118474691,0.2950790934432259,0.2950790934432259,0.2197924617438203,0.1063030224596295,0.2950790934432259,0.2950790934432259,0.2950790934432259,0.2950790934432259,0.1647097152817273,0.1647097152817273,0.2950790934432259,0.2197924617438203,0.2950790934432259,0.2197924617438203,0.2197924617438203,0.1647097152817273,0.1647097152817273,0.1063030224596295,1.0,1.0,,0.2197924617438203
C1QTNF1,0.4502338156648121,0.1590478587252184,0.2663834166429295,0.2930069237706915,0.2930069237706915,0.0703706351378748,0.0703706351378748,0.2930069237706915,0.1590478587252184,0.0703706351378748,0.0703706351378748,0.2663834166429295,0.0855452443787404,0.2930069237706915,0.2930069237706915,0.0855452443787404,0.2930069237706915,0.2663834166429295,0.2930069237706915,0.2930069237706915,0.2930069237706915,0.2930069237706915,0.1590478587252184,1.0,1.0,,0.2930069237706915
C3,0.4461003910130718,0.1676928638291498,0.2672400720849375,0.2978951987988368,0.2978951987988368,0.0545038138203695,0.0545038138203695,0.2978951987988368,0.1676928638291498,0.044795786200911,0.0822338162249421,0.2672400720849375,0.0626989357045009,0.2978951987988368,0.2978951987988368,0.0626989357045009,0.2978951987988368,0.2672400720849375,0.2978951987988368,0.2978951987988368,0.2978951987988368,0.2978951987988368,0.1676928638291498,1.0,1.0,,0.2978951987988368
C4BPA,0.4543630778601719,0.0794443023888017,0.2646416430116772,0.2885621391714763,0.2885621391714763,0.1636408444068887,0.1636408444068887,0.2885621391714763,0.1138528958303009,0.1636408444068887,0.1636408444068887,0.2646416430116772,0.1636408444068887,0.2885621391714763,0.2885621391714763,0.1636408444068887,0.2885621391714763,0.2646416430116772,0.2885621391714763,0.2885621391714763,0.2885621391714763,0.2885621391714763,0.1138528958303009,1.0,1.0,,0.2885621391714763
C5,0.4552529093577279,0.0811009022288916,0.2948267781245485,0.1650793455660194,0.0640801021300753,0.2948267781245485,0.2948267781245485,0.2124919759935045,0.109858142666105,0.2948267781245485,0.2948267781245485,0.2948267781245485,0.2948267781245485,0.1650793455660194,0.1650793455660194,0.2948267781245485,0.2124919759935045,0.2948267781245485,0.2124919759935045,0.2124919759935045,0.1650793455660194,0.1650793455660194,0.109858142666105,1.0,1.0,,0.2382475495040252
CADM1,0.4577433859100752,0.295430495318765,0.295430495318765,0.1660296814538401,0.1660296814538401,0.295430495318765,0.295430495318765,0.1125815593762795,0.0657514499349547,0.295430495318765,0.295430495318765,0.295430495318765,0.295430495318765,0.1660296814538401,0.1660296814538401,0.295430495318765,0.1125815593762795,0.295430495318765,0.2342704788637473,0.2342704788637473,0.1660296814538401,0.1660296814538401,0.0657514499349547,1.0,1.0,,0.2256383818594617
CADM3,0.459631013291037,0.2978136559243866,0.2978136559243866,0.1663568601494483,0.1663568601494483,0.2978136559243866,0.2978136559243866,0.0632156790858722,0.1131192695024115,0.2978136559243866,0.2978136559243866,0.2978136559243866,0.2978136559243866,0.1663568601494483,0.1663568601494483,0.2978136559243866,0.0632156790858722,0.2978136559243866,0.2321225038124615,0.2321225038124615,0.1663568601494483,0.1663568601494483,0.1131192695024115,1.0,1.0,,0.2227982517802338
CALCA,0.4537978069309319,0.0801840367155,0.2641272526488601,0.2890253893903589,0.2890253893903589,0.161418534563024,0.161418534563024,0.2890253893903589,0.1133193863081419,0.161418534563024,0.161418534563024,0.2641272526488601,0.161418534563024,0.2890253893903589,0.2890253893903589,0.161418534563024,0.2890253893903589,0.2641272526488601,0.2890253893903589,0.2890253893903589,0.2890253893903589,0.2890253893903589,0.1133193863081419,1.0,1.0,,0.2890253893903589
CALCB,0.4521530515899391,0.0765794553022649,0.2639101628987519,0.2907888704085331,0.2907888704085331,0.1530949908790314,0.1530949908790314,0.2907888704085331,0.1183751236571743,0.1530949908790314,0.1530949908790314,0.2639101628987519,0.1530949908790314,0.2907888704085331,0.2907888704085331,0.1530949908790314,0.2907888704085331,0.2639101628987519,0.2907888704085331,0.2907888704085331,0.2907888704085331,0.2907888704085331,0.1183751236571743,1.0,1.0,,0.2907888704085331
CALM3,0.4579866112023335,0.1596199226602432,0.2978010677337052,0.0911118337470912,0.06415536117976,0.2978010677337052,0.2978010677337052,0.2090444869379863,0.1596199226602432,0.2978010677337052,0.2978010677337052,0.2978010677337052,0.2978010677337052,0.0911118337470912,0.118184815268595,0.2978010677337052,0.2090444869379863,0.2978010677337052,0.2090444869379863,0.2090444869379863,0.118184815268595,0.118184815268595,0.1596199226602432,1.0,1.0,,0.2350643136432591
CALML3,0.4527451061332433,0.0732689615763052,0.2568416888841503,0.292687668607032,0.292687668607032,0.1520081758959628,0.1520081758959628,0.292687668607032,0.292687668607032,0.1520081758959628,0.1520081758959628,0.2568416888841503,0.1520081758959628,0.292687668607032,0.292687668607032,0.1520081758959628,0.292687668607032,0.2568416888841503,0.292687668607032,0.292687668607032,0.292687668607032,0.292687668607032,0.292687668607032,1.0,1.0,,0.292687668607032
CALR,0.4562874034861633,0.0926467556933014,0.2963290060903411,0.1603043092755631,0.0381816584091362,0.2963290060903411,0.2963290060903411,0.2123779694711983,0.1126659623244535,0.2963290060903411,0.2963290060903411,0.2963290060903411,0.2963290060903411,0.1603043092755631,0.1603043092755631,0.2963290060903411,0.2123779694711983,0.2963290060903411,0.2123779694711983,0.2123779694711983,0.1603043092755631,0.1603043092755631,0.1126659623244535,1.0,1.0,,0.2373578184479691
CAMP,0.4537663706697701,0.0683370648723686,0.2646982688034826,0.2888852085066941,0.2888852085066941,0.1605338257082115,0.1605338257082115,0.2888852085066941,0.1105105835021115,0.1605338257082115,0.1605338257082115,0.2646982688034826,0.1605338257082115,0.2888852085066941,0.2888852085066941,0.1605338257082115,0.2888852085066941,0.2646982688034826,0.2888852085066941,0.2888852085066941,0.2888852085066941,0.2888852085066941,0.1105105835021115,1.0,1.0,,0.2888852085066941
CCK,0.4527117667151042,0.0797630066043535,0.262389666804968,0.2902441032057378,0.2902441032057378,0.1601080082904384,0.1601080082904384,0.2902441032057378,0.1243730440967683,0.1601080082904384,0.1601080082904384,0.262389666804968,0.1601080082904384,0.2902441032057378,0.2902441032057378,0.1601080082904384,0.2902441032057378,0.262389666804968,0.2902441032057378,0.2902441032057378,0.2902441032057378,0.2902441032057378,0.1243730440967683,1.0,1.0,,0.2902441032057378
CCL1,0.4529648942050096,0.0677367605338808,0.2645141430420044,0.2899629373652045,0.2899629373652045,0.15580993914487,0.15580993914487,0.2899629373652045,0.1145781803238848,0.15580993914487,0.15580993914487,0.2645141430420044,0.15580993914487,0.2899629373652045,0.2899629373652045,0.15580993914487,0.2899629373652045,0.2645141430420044,0.2899629373652045,0.2899629373652045,0.2899629373652045,0.2899629373652045,0.1145781803238848,1.0,1.0,,0.2899629373652045
CCL11,0.1460344972502196,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,0.3985654743999611,1.0,1.0,,0.3985654743999611
CCL13,0.4487664738770938,0.1604479345644144,0.2659363246433778,0.2943769648093467,0.2943769648093467,0.0519569796441174,0.0519569796441174,0.2943769648093467,0.1604479345644144,0.0419432590060895,0.0563191164972845,0.2659363246433778,0.0817479895131687,0.2943769648093467,0.2943769648093467,0.0817479895131687,0.2943769648093467,0.2659363246433778,0.2943769648093467,0.2943769648093467,0.2943769648093467,0.2943769648093467,0.1604479345644144,1.0,1.0,,0.2943769648093467
CCL14,0.4564860972625388,0.1139802194767943,0.295810689202107,0.168186756787155,0.168186756787155,0.295810689202107,0.295810689202107,0.2091188344411722,0.0941242707328297,0.295810689202107,0.295810689202107,0.295810689202107,0.295810689202107,0.168186756787155,0.168186756787155,0.295810689202107,0.2091188344411722,0.295810689202107,0.2091188344411722,0.2091188344411722,0.168186756787155,0.168186756787155,0.0941242707328297,1.0,1.0,,0.237318579464426
CCL15,0.4522297151921011,0.0811521946594729,0.263516508515804,0.2907108296719004,0.2907108296719004,0.1547629496308073,0.1547629496308073,0.2907108296719004,0.1199301394724437,0.1547629496308073,0.1547629496308073,0.263516508515804,0.1547629496308073,0.2907108296719004,0.2907108296719004,0.1547629496308073,0.2907108296719004,0.263516508515804,0.2907108296719004,0.2907108296719004,0.2907108296719004,0.2907108296719004,0.1199301394724437,1.0,1.0,,0.2907108296719004
CCL16,0.4537941439712938,0.0784721068102194,0.2659279247183596,0.2892146421783477,0.2892146421783477,0.1569228622808653,0.1569228622808653,0.2892146421783477,0.1043413311134557,0.1569228622808653,0.1569228622808653,0.2659279247183596,0.1569228622808653,0.2892146421783477,0.2892146421783477,0.1569228622808653,0.2892146421783477,0.2659279247183596,0.2892146421783477,0.2892146421783477,0.2892146421783477,0.2892146421783477,0.1043413311134557,1.0,1.0,,0.2892146421783477
CCL17,0.4500484525633637,0.1582121291495568,0.264213007209555,0.2926758327493609,0.2926758327493609,0.0739187895037367,0.0739187895037367,0.2926758327493609,0.1582121291495568,0.0739187895037367,0.0739187895037367,0.264213007209555,0.0870208009758905,0.2926758327493609,0.2926758327493609,0.0870208009758905,0.2926758327493609,0.264213007209555,0.2926758327493609,0.2926758327493609,0.2926758327493609,0.2926758327493609,0.1582121291495568,1.0,1.0,,0.2926758327493609
CCL18,0.3048539941006077,0.3301221152876674,0.2635559124468322,0.3301221152876674,0.3301221152876674,0.1405971357689608,0.1405971357689608,0.3301221152876674,0.3301221152876674,0.1405971357689608,0.1405971357689608,0.2635559124468322,0.1405971357689608,0.3301221152876674,0.3301221152876674,0.1405971357689608,0.3301221152876674,0.2635559124468322,0.3301221152876674,0.3301221152876674,0.3301221152876674,0.3301221152876674,0.3301221152876674,1.0,1.0,,0.3301221152876674
