ligand,Hypoxic Tumor Cells,Exhausted T Cells,Dyskeratotic Tumor Cells,Metabolic Invasive Basal Cells,Dendritic Cells,B Cells,Cytotoxic T Cells,Stroma & Smooth Muscle,Regulatory T Cells,Macrophages,Plasma Cells,Neutrophils,Naive & Memory T Cells,Migratory Invasive Basal Cells,Parabasal Tumor Cells,Mast Cells,Endothelial Cells,OR4F17+ Cells,Detachment,Interstitial Fibroblasts,Differentiating Tumor Cells,Proliferative Parabasal Cells,Cancer Associated Fibroblasts,Endocervical Columnar Cells,Endocervical Ciliated Cells,nan,Smooth Muscle
ADM,0.4482285016889051,0.2436717699318837,0.1561334521280275,0.2952766608038894,0.2952766608038894,0.2436717699318837,0.2436717699318837,0.2952766608038894,0.2436717699318837,0.2436717699318837,0.2436717699318837,0.2220630719500869,0.2436717699318837,0.2952766608038894,0.2952766608038894,0.2436717699318837,0.2952766608038894,0.1561334521280275,0.2952766608038894,0.2952766608038894,0.2952766608038894,0.2952766608038894,0.2436717699318837,1.0,1.0,,0.2952766608038894
ADM2,0.4544204373728887,0.0625612291471122,0.2938926175508528,0.1682908719891372,0.0872847672878555,0.2938926175508528,0.2938926175508528,0.2206160947510335,0.1130139767923988,0.2938926175508528,0.2938926175508528,0.2938926175508528,0.2938926175508528,0.1682908719891372,0.1682908719891372,0.2938926175508528,0.2206160947510335,0.2938926175508528,0.2206160947510335,0.2206160947510335,0.1682908719891372,0.1682908719891372,0.1130139767923988,1.0,1.0,,0.2206160947510335
ADO,0.4550388810624926,0.0570042156457983,0.2947145860779301,0.164923464835138,0.0798795566715868,0.2947145860779301,0.2947145860779301,0.2202442520171667,0.1077140127197895,0.2947145860779301,0.2947145860779301,0.2947145860779301,0.2947145860779301,0.164923464835138,0.164923464835138,0.2947145860779301,0.2202442520171667,0.2947145860779301,0.2202442520171667,0.2202442520171667,0.164923464835138,0.164923464835138,0.1077140127197895,1.0,1.0,,0.2202442520171667
AFDN,0.457044552994016,0.1016254828553384,0.2972009433466769,0.1587248759222853,0.0375250002661356,0.2972009433466769,0.2972009433466769,0.212484876014551,0.1212707456025969,0.2972009433466769,0.2972009433466769,0.2972009433466769,0.2972009433466769,0.1587248759222853,0.1587248759222853,0.2972009433466769,0.212484876014551,0.2972009433466769,0.212484876014551,0.212484876014551,0.1587248759222853,0.1587248759222853,0.1212707456025969,1.0,1.0,,0.2378703624359525
AGRN,0.4542807640926964,0.0584580107787712,0.2943324085903979,0.1672072384937505,0.0810149729405642,0.2943324085903979,0.2943324085903979,0.2217624876929862,0.1167662730972492,0.2943324085903979,0.2943324085903979,0.2943324085903979,0.2943324085903979,0.1672072384937505,0.1672072384937505,0.2943324085903979,0.2217624876929862,0.2943324085903979,0.2217624876929862,0.2217624876929862,0.1672072384937505,0.1672072384937505,0.1167662730972492,1.0,1.0,,0.2217624876929862
AGRP,0.4538648434319637,0.0612514952030708,0.2663724831163918,0.2890744942815819,0.2890744942815819,0.1579895374966319,0.1579895374966319,0.2890744942815819,0.1083157616522091,0.1579895374966319,0.1579895374966319,0.2663724831163918,0.1579895374966319,0.2890744942815819,0.2890744942815819,0.1579895374966319,0.2890744942815819,0.2663724831163918,0.2890744942815819,0.2890744942815819,0.2890744942815819,0.2890744942815819,0.1083157616522091,1.0,1.0,,0.2890744942815819
AGT,0.457310523164479,0.1206858577548258,0.2967577649425834,0.1672281950190894,0.1672281950190894,0.2967577649425834,0.2967577649425834,0.2082323609214009,0.1090042077475126,0.2967577649425834,0.2967577649425834,0.2967577649425834,0.2967577649425834,0.1672281950190894,0.1672281950190894,0.2967577649425834,0.2082323609214009,0.2967577649425834,0.2082323609214009,0.2082323609214009,0.1672281950190894,0.1672281950190894,0.1090042077475126,1.0,1.0,,0.2370189497816586
AGTRAP,0.4536298934364467,0.053425479425612,0.2935484286251298,0.1692033631751468,0.0862762588780316,0.2935484286251298,0.2935484286251298,0.2223320365476985,0.1165046996241437,0.2935484286251298,0.2935484286251298,0.2935484286251298,0.2935484286251298,0.1692033631751468,0.1692033631751468,0.2935484286251298,0.2223320365476985,0.2935484286251298,0.2223320365476985,0.2223320365476985,0.1692033631751468,0.1692033631751468,0.1165046996241437,1.0,1.0,,0.2223320365476985
AHSG,0.4540879373977413,0.0767431684764197,0.2938164927536157,0.169742460850298,0.0896332050269895,0.2938164927536157,0.2938164927536157,0.2215063472403616,0.1203101344816315,0.2938164927536157,0.2938164927536157,0.2938164927536157,0.2938164927536157,0.169742460850298,0.169742460850298,0.2938164927536157,0.2215063472403616,0.2938164927536157,0.2215063472403616,0.2215063472403616,0.169742460850298,0.169742460850298,0.1203101344816315,1.0,1.0,,0.2215063472403616
AIMP1,0.4554182129177385,0.0851263480353172,0.2953014412923471,0.163350834612752,0.0507071552841037,0.2953014412923471,0.2953014412923471,0.2199053420406763,0.1110623219909052,0.2953014412923471,0.2953014412923471,0.2953014412923471,0.2953014412923471,0.163350834612752,0.163350834612752,0.2953014412923471,0.2199053420406763,0.2953014412923471,0.2199053420406763,0.2199053420406763,0.163350834612752,0.163350834612752,0.1110623219909052,1.0,1.0,,0.2199053420406763
