run_dir,breast_top_pathway,breast_top_feature,breast_top_abs_rho,cervical_top_pathway,cervical_top_feature,cervical_top_abs_rho,validation_recovered,validation_total
benchmarking\morphopathway_atera\results\cell_smoke_20260512_1720,immune_exclusion,morphology__cell_area_log1p,0.22814136033033383,basal_squamous_state,morphology__transcript_density_log1p,0.5136811877815927,8,10
