pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
unfolded_protein_response,embedding__plip_028,0.2774524584090382,7,32,0.0303030303030303,0.1522609252929388,0.1601517841863653,True,True,breast_discovery
immune_exclusion,embedding__plip_014,0.2572309746989101,7,32,0.0303030303030303,0.2328519268702057,0.2503902074045021,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_058,0.2461741306021434,10,32,0.0606060606060606,0.2240504684811636,0.2502317109749625,True,False,breast_discovery
luminal_estrogen_response,embedding__plip_009,0.244591051088885,10,32,0.1818181818181818,0.2623714517377367,0.2726370421131655,False,False,breast_discovery
unfolded_protein_response,embedding__plip_009,0.2416866234651413,7,32,0.0909090909090909,0.2421186217205632,0.2903217124559746,False,False,breast_discovery
unfolded_protein_response,embedding__plip_038,0.238407619102839,7,32,0.0303030303030303,0.2074710027102384,0.2246581829488362,True,True,breast_discovery
unfolded_protein_response,embedding__plip_056,0.2345082751364993,7,32,0.0303030303030303,0.1927254650807699,0.2208154163144574,True,True,breast_discovery
unfolded_protein_response,embedding__plip_022,0.2342935894615031,7,32,0.0303030303030303,0.2047679154884533,0.2224312061742043,True,True,breast_discovery
oxidative_phosphorylation,embedding__plip_045,0.2287669306183642,7,32,0.0303030303030303,0.1214661456031642,0.138051310027111,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_034,0.2219069908285656,10,32,0.0303030303030303,0.107079450819184,0.1564404366476495,True,True,breast_discovery
epithelial_identity,embedding__plip_007,0.3293476564116017,7,32,0.0303030303030303,0.1479119661311503,0.2311720329866548,True,True,cervical_validation
luminal_estrogen_response,embedding__plip_017,0.3018474571941457,10,32,0.0303030303030303,0.2530986058476505,0.2790432181139439,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_008,0.2777619684401649,7,32,0.0303030303030303,0.2031216240057041,0.2159690545109472,True,True,cervical_validation
unfolded_protein_response,embedding__plip_055,0.269568749533504,7,32,0.0303030303030303,0.1886932672678077,0.2234797281560158,True,True,cervical_validation
immune_exclusion,embedding__plip_059,0.257441275773818,7,32,0.0303030303030303,0.1378290153994744,0.1587091003930302,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_060,0.2554280174645949,7,32,0.1212121212121212,0.278808898875822,0.2905821480312144,False,False,cervical_validation
luminal_estrogen_response,embedding__plip_000,0.2508570588055709,10,32,0.0303030303030303,0.1614077731820179,0.1928035460194867,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_030,0.2508477045713964,7,32,0.0303030303030303,0.200192468625023,0.2232617265221366,True,True,cervical_validation
unfolded_protein_response,embedding__plip_021,0.2485058621383538,7,32,0.0303030303030303,0.1683956632080914,0.1934332344062883,True,True,cervical_validation
immune_activation,embedding__plip_011,0.2481699494924662,7,32,0.0909090909090909,0.2357732754601087,0.3363695091006027,True,False,cervical_validation
