run_id,run_dir,backend,breast_n_cells,breast_analysis_observations,cervical_analysis_observations,breast_top_pathway,breast_top_family,breast_top_feature,breast_top_abs_rho,cervical_top_pathway,cervical_top_family,cervical_top_feature,cervical_top_abs_rho,cross_cancer_recovered,cross_cancer_total,breast_spatial_pass95,cervical_spatial_pass95,breast_negative_pass95,cervical_negative_pass95,breast_random_state,cervical_random_state,breast_spatial_block_bins,cervical_spatial_block_bins,breast_spatial_blocks,cervical_spatial_blocks,breast_median_cells_per_block,cervical_median_cells_per_block
plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,transformers_clip:vinid/plip,3000,135,137,luminal_estrogen_response,endocrine_epithelial_identity,embedding__plip_039,0.2900097427183454,immune_activation,immune_ecology,embedding__plip_053,0.3059492614007295,9,10,10,10,10,10,17,17,12,12,135,137,20.0,21.0
plip_smoke_3000_d64_seed29_bins12_null12_20260512_1924,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null12_20260512_1924,transformers_clip:vinid/plip,3000,133,137,unfolded_protein_response,metabolic_stress,embedding__plip_028,0.2774524584090382,epithelial_identity,endocrine_epithelial_identity,embedding__plip_007,0.3293476564116017,9,10,10,10,10,9,29,29,12,12,133,137,22.0,21.0
