image_feature,n_associations,max_abs_partial_spearman_rho,mean_abs_partial_spearman_rho,top_k_count,top_k_pathways,top_k_families,negative_control_rows,negative_control_fail95,negative_control_fail99,negative_control_pathways,sample_role,top_k,candidate_generic_axis,run_id,run_dir
embedding__plip_013,10,0.2388929969975682,0.076857367076729,1,basal_squamous_state,endocrine_epithelial_identity,1,0,0,basal_squamous_state,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_023,10,0.2385630730513513,0.0893685453146309,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_055,10,0.2353291996548038,0.0848922829315902,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_025,10,0.2207473828558621,0.0825333654969722,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_012,10,0.2202115496964944,0.1061504588454343,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_004,10,0.2018324918895589,0.0666621817963928,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_034,10,0.1984153586835995,0.0823766652232099,1,epithelial_identity,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_028,10,0.1933829403714686,0.0900553535871459,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_019,10,0.1898226798903505,0.097315753291688,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_040,10,0.1895189369139771,0.0793790561421573,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_015,10,0.1855296526881036,0.0734310759357643,1,emt_invasive_front,invasion_boundary_emt,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_058,10,0.1840444230488147,0.0743078807554935,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_017,10,0.1836268353313397,0.0881097334905522,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_030,10,0.1830524405595632,0.074297737684875,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_037,10,0.1780338208944338,0.066733428436636,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_042,10,0.1778651506700405,0.078883764078945,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_021,10,0.175188881965967,0.0932973417191608,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_006,10,0.1630244235913821,0.0683336477869454,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_059,10,0.1608711398375313,0.07127179133028,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_031,10,0.1602836162572471,0.0740633667915421,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_032,10,0.1602607482481512,0.0781234068678196,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_001,10,0.1582909654439614,0.0726680684016878,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_054,10,0.1574869095395666,0.0651746046240983,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_061,10,0.1534185863363548,0.0749634951893881,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_039,10,0.1529732686286024,0.0594104388100047,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_047,10,0.1489966573030011,0.0761582878362247,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_043,10,0.1488975540574835,0.0537137861822408,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_052,10,0.148638472027562,0.0781576906170665,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_016,10,0.1481425219886858,0.0439123320111739,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_060,10,0.1481378434573386,0.0711531201099634,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_033,10,0.1424209600555477,0.0651185029484236,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_002,10,0.1413988651324332,0.0800727652791079,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_029,10,0.1411646053003748,0.0581595923441593,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_038,10,0.1389997299746973,0.0555916618386706,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_022,10,0.1358499688196777,0.0437924021222668,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_045,10,0.133527527930358,0.0565832716950751,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_027,10,0.1308239754397099,0.040743086063572,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_062,10,0.126030764417074,0.0491326337230705,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_011,10,0.1249018704281271,0.0526922182234263,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_046,10,0.1234633538806182,0.0593473590608598,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_024,10,0.1168776541814912,0.0596242359005674,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_010,10,0.1101739838383144,0.0422623754544796,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_009,10,0.1073090530990388,0.0664243468752109,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_051,10,0.1066218356558728,0.0420123665658565,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_007,10,0.106232212961581,0.0503879995309181,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_049,10,0.10567493888152,0.0667699294492374,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_003,10,0.1033383060167916,0.0550155367783304,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_063,10,0.1031284056143039,0.0504745518337012,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_008,10,0.1030513953494031,0.0615642752372443,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_020,10,0.0982591748933177,0.0490601990373028,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_036,10,0.0877229363404327,0.0618264214877051,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_005,10,0.0867559430363394,0.0569360090571277,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_048,10,0.0830564013033632,0.0344571051170594,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed17_bins12_null12_20260512_1934
embedding__plip_009,10,0.244591051088885,0.1001862241667858,4,emt_invasive_front;epithelial_identity;luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;invasion_boundary_emt;metabolic_stress,2,2,2,luminal_estrogen_response;unfolded_protein_response,breast_discovery,40,True,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_014,10,0.2572309746989101,0.1243961723609513,3,collagen_ecm_organization;immune_exclusion;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,1,0,0,immune_exclusion,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_058,10,0.2461741306021434,0.1229343583055035,3,emt_invasive_front;luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;invasion_boundary_emt;metabolic_stress,1,0,1,luminal_estrogen_response,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_038,10,0.238407619102839,0.0984515811855152,3,basal_squamous_state;luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;metabolic_stress,1,0,0,unfolded_protein_response,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_028,10,0.2774524584090382,0.1106008379411922,2,luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;metabolic_stress,1,0,0,unfolded_protein_response,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_018,10,0.1917788004194335,0.0860160103799319,2,collagen_ecm_organization;emt_invasive_front,invasion_boundary_emt;stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_013,10,0.1884113552923082,0.0819898753236644,2,luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_063,10,0.1875236487555582,0.0979392512932142,2,collagen_ecm_organization;luminal_estrogen_response,endocrine_epithelial_identity;stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_056,10,0.2345082751364993,0.0854519067624329,1,unfolded_protein_response,metabolic_stress,1,0,0,unfolded_protein_response,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_022,10,0.2342935894615031,0.09539835518698,1,unfolded_protein_response,metabolic_stress,1,0,0,unfolded_protein_response,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_045,10,0.2287669306183642,0.0666350021205992,1,oxidative_phosphorylation,metabolic_stress,1,0,0,oxidative_phosphorylation,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_034,10,0.2219069908285656,0.0789333316900874,1,luminal_estrogen_response,endocrine_epithelial_identity,1,0,0,luminal_estrogen_response,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_030,10,0.2175877751493338,0.0772814457260398,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_048,10,0.2150291044419559,0.0629827185711788,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_002,10,0.2146421920225409,0.0995629048981492,1,emt_invasive_front,invasion_boundary_emt,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_000,10,0.2108473737349389,0.0824628205512369,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_049,10,0.2101816192363435,0.0902774117840622,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_039,10,0.2027904959306203,0.0784819757770403,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_042,10,0.1990854725726429,0.080308967135054,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_017,10,0.1862869081143857,0.0727892885445345,1,luminal_estrogen_response,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_054,10,0.1820120467311949,0.0584079671816265,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_053,10,0.177115752533352,0.1095801204879997,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_019,10,0.1748356824426832,0.0763238674259526,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_035,10,0.1731304164387967,0.0775350080831757,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_011,10,0.1723380723464819,0.0499231065065621,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_031,10,0.1697609402585041,0.0875495439057738,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_015,10,0.1678365931381159,0.0723112219076083,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_040,10,0.1666409492639214,0.0818584148626212,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_006,10,0.1657837233444591,0.0627436349559092,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_050,10,0.1621606756011448,0.082969089596383,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_055,10,0.1576785780175849,0.0806607880480246,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_062,10,0.1571183187637911,0.0712804462658587,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_026,10,0.1569184950767377,0.103405077487907,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_032,10,0.1562795831806334,0.065727953733014,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_051,10,0.1558636273095964,0.0725667678434285,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
