image_feature,n_associations,max_abs_partial_spearman_rho,mean_abs_partial_spearman_rho,top_k_count,top_k_pathways,top_k_families,negative_control_rows,negative_control_fail95,negative_control_fail99,negative_control_pathways,sample_role,top_k,candidate_generic_axis,run_id,run_dir
embedding__plip_061,10,0.1549200326561949,0.0826775202661205,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_020,10,0.1537812746977093,0.0465382102824105,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_037,10,0.1514425360635126,0.0756523432462659,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_024,10,0.1506310546626315,0.0739937331614831,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_057,10,0.1481375859181816,0.0555590484561371,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_044,10,0.1446310660627929,0.0605310564342882,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_021,10,0.1421547857922731,0.0658601131222142,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_041,10,0.1414816816819912,0.0475093833660536,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_047,10,0.1392552633956333,0.0744378973009408,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_004,10,0.1383364310608264,0.085990667906876,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_025,10,0.136487312074096,0.0422040504398517,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_012,10,0.1336147200259408,0.0735533084829824,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_010,10,0.1335652361300097,0.0581499780238395,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_033,10,0.1303129935144572,0.0502398337756763,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_027,10,0.1297557200712512,0.0547844601639365,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_046,10,0.1275582462481854,0.0441697144031117,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_029,10,0.1273395261172949,0.0477831174593937,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_003,10,0.1256034275693921,0.0727399814693144,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_060,10,0.1224120728718858,0.0589216994572328,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_052,10,0.119059841453647,0.0545663657356776,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_008,10,0.1160703173349329,0.0508425294141902,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_043,10,0.1124489931034618,0.0764500719988188,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_023,10,0.0949949539414447,0.0384607509125622,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_036,10,0.0893454203121056,0.0458623976735251,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_001,10,0.083603125553487,0.0336398409207199,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_016,10,0.0823633492971982,0.0534318548842446,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_005,10,0.0792017893089446,0.0405657349595608,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_059,10,0.07734440894488,0.0428288350643881,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_007,10,0.0675673329549545,0.0288385583791167,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_060,10,0.2554280174645949,0.1132074130557761,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,1,1,1,collagen_ecm_organization,cervical_validation,40,True,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_017,10,0.3018474571941457,0.1427803903131776,3,collagen_ecm_organization;immune_exclusion;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,1,0,0,luminal_estrogen_response,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_008,10,0.2777619684401649,0.1256114147794323,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,1,0,0,myofibroblast_caf_activation,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_013,10,0.2441934981383915,0.1119249256935732,3,immune_exclusion;luminal_estrogen_response;myofibroblast_caf_activation,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_055,10,0.269568749533504,0.1429027088160969,2,luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;metabolic_stress,1,0,0,unfolded_protein_response,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_059,10,0.257441275773818,0.1012381549315093,2,immune_exclusion;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology,1,0,0,immune_exclusion,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_011,10,0.2481699494924662,0.1086668123430039,2,immune_activation;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology,1,0,1,immune_activation,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_039,10,0.2380649034855362,0.1176078644694756,2,immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_027,10,0.2361949805902687,0.0951635942231947,2,immune_activation;unfolded_protein_response,immune_ecology;metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_063,10,0.2197993031071285,0.1084187077790095,2,immune_activation;oxidative_phosphorylation,immune_ecology;metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_007,10,0.3293476564116017,0.1104443948231189,1,epithelial_identity,endocrine_epithelial_identity,1,0,0,epithelial_identity,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_000,10,0.2508570588055709,0.1094518837478439,1,luminal_estrogen_response,endocrine_epithelial_identity,1,0,0,luminal_estrogen_response,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_030,10,0.2508477045713964,0.1058996952337315,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,1,0,0,myofibroblast_caf_activation,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_021,10,0.2485058621383538,0.0975460057399506,1,unfolded_protein_response,metabolic_stress,1,0,0,unfolded_protein_response,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_026,10,0.2352252466678326,0.1185902308896686,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_014,10,0.2323204783046848,0.1354071379491656,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_023,10,0.2185960500000861,0.0563307227333402,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_041,10,0.2108187757113731,0.100109823085793,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_052,10,0.2089283237458316,0.0966695403026008,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_009,10,0.2040739125001233,0.0926907739670441,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_006,10,0.2020068821003628,0.1186879594447692,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_028,10,0.2014514939474862,0.0590157254862635,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_038,10,0.1996352330349575,0.0667040741043061,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_046,10,0.1989841989977838,0.0905862054954621,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_024,10,0.1962782887828685,0.0954628492462046,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_002,10,0.1959167116831464,0.1008338504408985,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_057,10,0.1914863370756384,0.1147094841565657,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_034,10,0.1906176718850024,0.0708315734841584,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_001,10,0.1888855014005205,0.0997885696886208,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_036,10,0.1873454433423258,0.1023316386297416,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_005,10,0.1798292312314182,0.0730433811152387,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_012,10,0.1793330087488593,0.0749713128184474,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_045,10,0.1781706735365544,0.0939745005774847,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_018,10,0.1776025192680219,0.1041589734176011,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_044,10,0.1769012391068772,0.0861680882403001,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_019,10,0.1762763597519127,0.0759858054466034,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_062,10,0.1739497335117016,0.0827343264529874,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_058,10,0.1737346516713133,0.0872520491692187,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_022,10,0.1720496704404865,0.0459207522523715,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_033,10,0.1718381051119551,0.0565341188399386,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_035,10,0.1692767343986873,0.0746383202955824,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_004,10,0.1687598546565942,0.0982598351540335,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_015,10,0.1677423765854349,0.1129656031091787,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_010,10,0.1657067184031653,0.085657441577676,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_042,10,0.1633375334788575,0.078216230300583,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_050,10,0.1625713405146868,0.0797149500571179,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_020,10,0.1592502903935559,0.0655391786013805,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_031,10,0.154767975234699,0.0930578910552808,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_047,10,0.1542115592903748,0.0498425445569659,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_053,10,0.1519154628578313,0.0502773469549759,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_016,10,0.1506779426149992,0.0688726846001799,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_056,10,0.1433950421213578,0.0653706877772764,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_025,10,0.142557432211982,0.0660459618314948,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_061,10,0.1299140243488243,0.0449182640787245,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_032,10,0.126931251945766,0.0659552615163179,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_051,10,0.1265082491559866,0.0608055881434834,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_037,10,0.126094643958849,0.0573033022708322,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_043,10,0.1254740512612637,0.061096380756666,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_049,10,0.1151743401589668,0.0791390244270581,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_003,10,0.1114872783838253,0.0539978749488987,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_048,10,0.1037317912496261,0.0516064704488657,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
