pathway,family,image_feature,partial_spearman_rho,abs_partial_spearman_rho,p_value,n_observations,covariates,fdr,rank,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
epithelial_identity,endocrine_epithelial_identity,embedding__plip_071,0.2216465002014341,0.2216465002014341,0.0007304749383449,229,"structure,x,y,boundary_distance,log_total_counts",0.6969158874513529,1,0.0769230769230769,0.1023156951842787,0.1230815564339426,True,True,0.0769230769230769,0.1669314526845501,0.1700073211464226,True,True,breast_discovery
immune_exclusion,immune_ecology,embedding__plip_114,-0.1506726605056866,0.1506726605056866,0.0225692067619828,229,"structure,x,y,boundary_distance,log_total_counts",0.7376521489896606,36,,,,,,,,,,,breast_discovery
emt_invasive_front,invasion_boundary_emt,embedding__plip_065,-0.1436184006372415,0.1436184006372415,0.0298011175985329,229,"structure,x,y,boundary_distance,log_total_counts",0.7376521489896606,50,,,,,,,,,,,breast_discovery
unfolded_protein_response,metabolic_stress,embedding__plip_013,0.2075478751916486,0.2075478751916486,0.0015883310154519,229,"structure,x,y,boundary_distance,log_total_counts",0.6969158874513529,2,0.0769230769230769,0.1147232147643254,0.1308553044261487,True,True,0.1538461538461538,0.2045266100800332,0.2185146897336632,True,False,breast_discovery
collagen_ecm_organization,stromal_remodeling_caf_ecm,embedding__plip_095,0.1748675932947921,0.1748675932947921,0.0079966168436698,229,"structure,x,y,boundary_distance,log_total_counts",0.6969158874513529,12,,,,,,,,,,,breast_discovery
epithelial_identity,endocrine_epithelial_identity,embedding__plip_007,-0.1751153973334336,0.1751153973334336,0.0047066118267459,259,"structure,x,y,boundary_distance,log_total_counts",0.7530578922793495,8,0.0769230769230769,0.1357964923745666,0.145709373268555,True,True,0.0769230769230769,0.1324525717229111,0.1604727452820929,True,True,cervical_validation
immune_activation,immune_ecology,embedding__plip_037,-0.1983840631422367,0.1983840631422367,0.0013310373103028,259,"structure,x,y,boundary_distance,log_total_counts",0.7530578922793495,1,0.0769230769230769,0.1200089703676288,0.1491699414300856,True,True,0.0769230769230769,0.1315642894054766,0.1378562668885724,True,True,cervical_validation
emt_invasive_front,invasion_boundary_emt,embedding__plip_021,-0.1256042548970324,0.1256042548970324,0.0434210722052341,259,"structure,x,y,boundary_distance,log_total_counts",0.7581864963607864,68,,,,,,,,,,,cervical_validation
oxidative_phosphorylation,metabolic_stress,embedding__plip_007,0.1809664593044065,0.1809664593044065,0.0034727866280497,259,"structure,x,y,boundary_distance,log_total_counts",0.7530578922793495,5,0.0769230769230769,0.1232839348925778,0.146823901472676,True,True,0.0769230769230769,0.1261988535774865,0.1545043329770467,True,True,cervical_validation
myofibroblast_caf_activation,stromal_remodeling_caf_ecm,embedding__plip_055,-0.1755415765943586,0.1755415765943586,0.0046049366133801,259,"structure,x,y,boundary_distance,log_total_counts",0.7530578922793495,7,0.0769230769230769,0.1184634315454473,0.1310842079859675,True,True,0.0769230769230769,0.1012471116752319,0.1120812119332723,True,True,cervical_validation
