pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
luminal_estrogen_response,embedding__plip_039,0.2900097427183454,32,0.030303030303030304,0.16205199484654045,0.1967995749581838,True,True
myofibroblast_caf_activation,embedding__plip_035,0.2883179306795509,32,0.030303030303030304,0.1463686538423634,0.16753249340074203,True,True
immune_exclusion,embedding__plip_045,0.2854522948942853,32,0.030303030303030304,0.22491247635252504,0.2568041601330399,True,True
luminal_estrogen_response,embedding__plip_040,0.2667783397826503,32,0.06060606060606061,0.2075065107678462,0.25189520579765434,True,True
unfolded_protein_response,embedding__plip_009,0.2576724012334651,32,0.030303030303030304,0.19053662386076314,0.23226854630935154,True,True
luminal_estrogen_response,embedding__plip_036,0.24947405795705013,32,0.030303030303030304,0.15429189667069484,0.18510837988937484,True,True
luminal_estrogen_response,embedding__plip_011,0.24861329772141383,32,0.06060606060606061,0.18845091565494473,0.2622253082985518,True,False
luminal_estrogen_response,embedding__plip_063,0.24472202784418182,32,0.030303030303030304,0.1379784005040418,0.19650606726886846,True,True
myofibroblast_caf_activation,embedding__plip_039,0.24276274916883295,32,0.12121212121212122,0.28352773634997064,0.3186305832390934,False,False
myofibroblast_caf_activation,embedding__plip_044,0.23936208122549407,32,0.030303030303030304,0.19723642069171998,0.22485147458902072,True,True
