pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
unfolded_protein_response,embedding__plip_013,0.20754787519164866,12,0.07692307692307693,0.0922726479581128,0.09388243317295016,True,True
unfolded_protein_response,embedding__plip_028,0.19662582586389396,12,0.07692307692307693,0.07881205638957553,0.07961546404324642,True,True
unfolded_protein_response,embedding__plip_030,0.18781987550419532,12,0.07692307692307693,0.12431992141838552,0.14822493943033452,True,True
unfolded_protein_response,embedding__plip_009,0.18631138536396427,12,0.15384615384615385,0.18012795465821904,0.19702561998938944,True,False
epithelial_identity,embedding__plip_030,0.1821287748381294,12,0.07692307692307693,0.10792291874797336,0.11887173622301389,True,True
myofibroblast_caf_activation,embedding__plip_040,0.17324976430659975,12,0.07692307692307693,0.10232412941966187,0.12485291760029142,True,True
epithelial_identity,embedding__plip_024,0.1701211535948875,12,0.07692307692307693,0.13495422695268566,0.1514862913226452,True,True
luminal_estrogen_response,embedding__plip_013,0.1663530157986767,12,0.15384615384615385,0.15831112964937546,0.17207758124431002,True,False
luminal_estrogen_response,embedding__plip_009,0.1645461364942931,12,0.15384615384615385,0.14903405663942174,0.1797126468583928,True,False
myofibroblast_caf_activation,embedding__plip_045,0.1634329487742112,12,0.07692307692307693,0.11948566800204938,0.13304351030760406,True,True
