pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
immune_activation,embedding__plip_052,0.3031426892947546,7,12,0.0769230769230769,0.1212424096092363,0.134989813739809,True,True,breast_discovery
basal_squamous_state,embedding__plip_047,0.2792427532995215,6,12,0.1538461538461538,0.2262423225956513,0.294080940605305,True,False,breast_discovery
emt_invasive_front,embedding__plip_062,0.2713505121112711,8,12,0.0769230769230769,0.1581599495619076,0.1954981255988802,True,True,breast_discovery
basal_squamous_state,embedding__plip_031,0.2649617009832263,6,12,0.0769230769230769,0.1786514557390488,0.1872307462469999,True,True,breast_discovery
basal_squamous_state,embedding__plip_022,0.2603710160932079,6,12,0.0769230769230769,0.1210544543307043,0.1460803959888534,True,True,breast_discovery
basal_squamous_state,embedding__plip_025,0.2601740889083889,6,12,0.0769230769230769,0.1170582522110055,0.1250514925630153,True,True,breast_discovery
unfolded_protein_response,embedding__plip_003,0.2574753851414333,7,12,0.0769230769230769,0.2343956190973624,0.2351295838433964,True,True,breast_discovery
immune_activation,embedding__plip_024,0.2527543038413972,7,12,0.1538461538461538,0.2319503916206889,0.2518661668648288,True,True,breast_discovery
myofibroblast_caf_activation,embedding__plip_012,0.2423648320393421,7,12,0.0769230769230769,0.1554820461605257,0.1605456997111208,True,True,breast_discovery
basal_squamous_state,embedding__plip_002,0.2400645351203894,6,12,0.0769230769230769,0.1872502679808308,0.1959027136350735,True,True,breast_discovery
immune_exclusion,embedding__plip_047,0.3376933121893652,7,12,0.0769230769230769,0.2206653248331475,0.2355113260078776,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_043,0.3327348653129739,7,12,0.0769230769230769,0.2956038980310172,0.3145572080373421,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_032,0.2818588070335505,7,12,0.0769230769230769,0.1726990141231306,0.1764091835071491,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_063,0.2782087283731294,7,12,0.0769230769230769,0.1869721509243943,0.1975870720130357,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_047,0.2697857888739186,7,12,0.0769230769230769,0.2335378783963405,0.2395750363842569,True,True,cervical_validation
immune_exclusion,embedding__plip_005,0.2638520099470804,7,12,0.0769230769230769,0.1529220297719778,0.1605810536511667,True,True,cervical_validation
immune_exclusion,embedding__plip_043,0.263467233569347,7,12,0.0769230769230769,0.1599589500386838,0.1790641136954617,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_005,0.256934903896734,7,12,0.0769230769230769,0.2209843252434541,0.2317805775254728,True,True,cervical_validation
immune_exclusion,embedding__plip_054,0.2563159200099456,7,12,0.0769230769230769,0.2104105654810533,0.2178825719531028,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_002,0.2412236153255295,7,12,0.0769230769230769,0.1371783805773043,0.1519902850722162,True,True,cervical_validation
