region_x_bin,region_y_bin,immune_resistance__axis__checkpoint,immune_resistance__axis__myeloid,immune_resistance__axis__vascular,immune_resistance__axis__emt,immune_resistance__model__rna_only,immune_resistance__model__protein_only,immune_resistance__model__joint_activity,immune_resistance__model__discordance_burden,immune_resistance__model__checkpoint_only,immune_resistance__model__myeloid_only,immune_resistance__model__vascular_only,immune_resistance__model__emt_only,immune_resistance__model__joint_minus_checkpoint,immune_resistance__model__joint_minus_myeloid,immune_resistance__model__joint_minus_vascular,immune_resistance__model__joint_minus_emt,immune_resistance__model__myeloid_vascular_branch,immune_resistance__model__epithelial_emt_front_branch,immune_resistance__branch_target__myeloid_vascular,immune_resistance__branch_target__epithelial_emt_front,immune_resistance__held_out__myeloid_vascular,immune_resistance__held_out__epithelial_emt_front,n_cells,region_x_min,region_x_max,region_y_min,region_y_max,region_x_center,region_y_center
6,1,-0.08971841,-0.63848233,0.08835863,-0.8920509,-0.34866253,-0.41728398,-0.38297325,0.7390261,-0.08971841,-0.63848233,0.08835863,-0.8920509,-0.48072487,-0.29780355,-0.5400839,-0.21328071,-0.21328071,-0.5400839,0.21817546,0.0075789476,0.16421053,0.056842104,475,2869.360908508301,3347.3393389383955,245.03384540478388,486.77797933419544,3108.350123723348,365.90591236948967
6,2,0.04429802,-0.077703565,0.3207817,-0.065351516,0.04146991,0.06954242,0.055506166,0.6344727,0.04429802,-0.077703565,0.3207817,-0.065351516,0.05924221,0.09990941,-0.03291902,0.09579206,0.09579206,-0.03291902,0.19406874,0.1283773,0.1438849,0.5539568,834,2869.360908508301,3347.3393389383955,486.77797933419544,728.522113263607,3108.350123723348,607.6500462989012
6,3,0.0046793157,-0.11706247,0.46814287,0.051004034,0.049801335,0.15358055,0.10169094,0.64851296,0.0046793157,-0.11706247,0.46814287,0.051004034,0.13402815,0.17460875,-0.020459708,0.11858657,0.11858657,-0.020459708,0.20195521,0.117829464,0.10852713,0.59043926,774,2869.360908508301,3347.3393389383955,728.522113263607,970.2662471930186,3108.350123723348,849.3941802283127
6,4,-0.011425573,-0.2375873,0.47418776,0.058260567,0.026958084,0.114759624,0.07085885,0.6702288,-0.011425573,-0.2375873,0.47418776,0.058260567,0.098287,0.17367424,-0.063584104,0.07505828,0.07505828,-0.063584104,0.18719175,0.15752463,0.081575245,0.6708861,711,2869.360908508301,3347.3393389383955,970.2662471930186,1212.01038112243,3108.350123723348,1091.1383141577244
6,5,-0.0071876813,-0.19309163,0.4518229,0.019888755,0.014506696,0.12120948,0.067858085,0.6492694,-0.0071876813,-0.19309163,0.4518229,0.019888755,0.09287334,0.15484133,-0.06013019,0.083847865,0.083847865,-0.06013019,0.19604938,0.13929333,0.11366539,0.62068963,783,2869.360908508301,3347.3393389383955,1212.01038112243,1453.7545150518417,3108.350123723348,1332.8824480871358
6,6,-0.051384028,-0.40575293,0.4692165,0.012981186,-0.018566264,0.031096622,0.0062651793,0.668882,-0.051384028,-0.40575293,0.4692165,0.012981186,0.025481584,0.14360455,-0.14805192,0.004026511,0.004026511,-0.14805192,0.19766119,0.11614193,0.113943025,0.54122937,667,2869.360908508301,3347.3393389383955,1453.7545150518417,1695.4986489812532,3108.350123723348,1574.6265820165474
6,7,-0.04291196,-0.43542984,0.37586963,0.05347217,-0.062424146,0.037924144,-0.012250002,0.66067487,-0.04291196,-0.43542984,0.37586963,0.05347217,-0.002029349,0.12880994,-0.1416232,-0.03415739,-0.03415739,-0.1416232,0.17991215,0.16716091,0.123558484,0.70016474,607,2869.360908508301,3347.3393389383955,1695.4986489812532,1937.2427829106648,3108.350123723348,1816.370715945959
6,8,-0.009019084,-0.32911673,0.37204003,0.07058393,-0.03343897,0.08568306,0.026122047,0.64839774,-0.009019084,-0.32911673,0.37204003,0.07058393,0.037835754,0.14453496,-0.08918396,0.011301419,0.011301419,-0.08918396,0.1726776,0.1693989,0.08032787,0.71311474,610,2869.360908508301,3347.3393389383955,1937.2427829106648,2178.9869168400764,3108.350123723348,2058.1148498753705
6,9,-0.008072559,-0.13886483,0.35565165,-0.095601544,-0.020824393,0.07738075,0.028278174,0.6745711,-0.008072559,-0.13886483,0.35565165,-0.095601544,0.04039509,0.08399252,-0.08084631,0.06957142,0.06957142,-0.08084631,0.21241379,0.08478162,0.20275863,0.44965518,725,2869.360908508301,3347.3393389383955,2178.9869168400764,2420.731050769488,3108.350123723348,2299.858983804782
6,10,-0.002086421,0.011986497,0.39635092,0.04937764,0.008400355,0.21941397,0.113907166,0.6812208,-0.002086421,0.011986497,0.39635092,0.04937764,0.1525717,0.14788072,0.01975924,0.135417,0.135417,0.01975924,0.18469036,0.12513661,0.094262294,0.5614754,732,2869.360908508301,3347.3393389383955,2420.731050769488,2662.4751846988993,3108.350123723348,2541.603117734194
6,11,-0.049296856,-0.06505202,0.55335927,0.018756676,0.012036973,0.21684656,0.11444177,0.6642752,-0.049296856,-0.06505202,0.55335927,0.018756676,0.16902132,0.17427303,-0.03186407,0.1463368,0.1463368,-0.03186407,0.2162169,0.1247583,0.18789408,0.5132409,793,2869.360908508301,3347.3393389383955,2662.4751846988993,2904.219318628311,3108.350123723348,2783.347251663605
6,12,-0.07937277,-0.055996124,0.43169618,-0.02222955,-0.030879598,0.16792847,0.06852443,0.6911437,-0.07937277,-0.055996124,0.43169618,-0.02222955,0.1178235,0.110031284,-0.052532814,0.09877577,0.09877577,-0.052532814,0.19928768,0.14319636,0.22054794,0.5630137,730,2869.360908508301,3347.3393389383955,2904.219318628311,3145.9634525577226,3108.350123723348,3025.0913855930166
6,13,-0.08868667,-0.12679219,0.29571342,0.19706511,-0.019265177,0.15791501,0.06932492,0.66730297,-0.08868667,-0.12679219,0.29571342,0.19706511,0.12199545,0.13469729,-0.0061379126,0.026744854,0.026744854,-0.0061379126,0.14331338,0.24311379,0.10778443,0.71407187,668,2869.360908508301,3347.3393389383955,3145.9634525577226,3387.707586487134,3108.350123723348,3266.8355195224285
6,14,-0.06147347,-0.06644246,0.4043597,0.13899381,-0.047499172,0.25521797,0.103859395,0.6916215,-0.06147347,-0.06644246,0.4043597,0.13899381,0.15897036,0.16062668,0.0036926281,0.092147924,0.092147924,0.0036926281,0.17298421,0.21130508,0.14339152,0.6583541,802,2869.360908508301,3347.3393389383955,3387.707586487134,3629.451720416546,3108.350123723348,3508.57965345184
6,15,-0.088452585,-0.07563031,0.5148112,0.071861446,-0.03357776,0.24487264,0.105647445,0.68362385,-0.088452585,-0.07563031,0.5148112,0.071861446,0.17034745,0.16607337,-0.03074048,0.116909444,0.116909444,-0.03074048,0.19196877,0.10785039,0.1565968,0.47965476,811,2869.360908508301,3347.3393389383955,3629.451720416546,3871.1958543459573,3108.350123723348,3750.3237873812513
6,16,-0.09974891,-0.18567385,0.4906436,0.18361911,-0.050523773,0.24494375,0.09720999,0.69872224,-0.09974891,-0.18567385,0.4906436,0.18361911,0.16286296,0.1915046,-0.033934545,0.06840695,0.06840695,-0.033934545,0.16844687,0.1756585,0.11444142,0.6553134,734,2869.360908508301,3347.3393389383955,3871.1958543459573,4112.939988275369,3108.350123723348,3992.067921310663
6,17,-0.02076209,-0.13688962,0.57846,0.19446363,-0.036216136,0.3438521,0.15381797,0.7203642,-0.02076209,-0.13688962,0.57846,0.19446363,0.21201132,0.25072053,0.012270638,0.14026943,0.14026943,0.012270638,0.16434738,0.13000521,0.035881434,0.55382216,641,2869.360908508301,3347.3393389383955,4112.939988275369,4354.684122204781,3108.350123723348,4233.812055240074
6,18,-0.042051774,-0.0026209913,0.7692081,0.1505751,-0.003691912,0.44124714,0.21877761,0.7734508,-0.042051774,-0.0026209913,0.7692081,0.1505751,0.30572075,0.29257715,0.03530078,0.24151179,0.24151179,0.03530078,0.19853283,0.07790648,0.17245817,0.3873874,777,2869.360908508301,3347.3393389383955,4354.684122204781,4596.4282561341915,3108.350123723348,4475.556189169486
6,19,0.060506422,0.22729528,0.6674432,0.23225462,0.06804961,0.52570015,0.29687488,0.8376087,0.060506422,0.22729528,0.6674432,0.23225462,0.37566435,0.3200681,0.1733521,0.31841496,0.31841496,0.1733521,0.18708213,0.15884058,0.060869563,0.6347826,690,2869.360908508301,3347.3393389383955,4596.4282561341915,4838.172390063603,3108.350123723348,4717.300323098898
6,20,0.068170965,0.16303048,0.74791414,0.2704133,0.04518951,0.57957494,0.31238222,0.8527129,0.068170965,0.16303048,0.74791414,0.2704133,0.39378598,0.36216614,0.16720492,0.32637188,0.32637188,0.16720492,0.1819173,0.14832118,0.06277372,0.5985401,685,2869.360908508301,3347.3393389383955,4838.172390063603,5079.916523993015,3108.350123723348,4959.044457028309
6,21,0.05001355,0.055342276,0.91031814,0.16989724,0.011099715,0.5816859,0.2963928,0.87191105,0.05001355,0.055342276,0.91031814,0.16989724,0.37851924,0.376743,0.09175102,0.338558,0.338558,0.09175102,0.21208446,0.07259659,0.106469005,0.34366578,742,2869.360908508301,3347.3393389383955,5079.916523993015,5321.660657922426,3108.350123723348,5200.788590957721
6,22,0.048805714,0.006337137,0.8152165,0.1918033,0.027422348,0.50365895,0.26554066,0.8890059,0.048805714,0.006337137,0.8152165,0.1918033,0.33778563,0.35194182,0.082315385,0.29011977,0.29011977,0.082315385,0.19196263,0.13333334,0.06542056,0.47663552,214,2869.360908508301,3347.3393389383955,5321.660657922426,5563.404791851838,3108.350123723348,5442.532724887133
7,0,-0.085499376,-0.5262156,0.13654464,-0.52386826,-0.297665,-0.20185427,-0.24975966,0.64865196,-0.085499376,-0.5262156,0.13654464,-0.52386826,-0.30451307,-0.15760767,-0.37852773,-0.1583901,-0.1583901,-0.37852773,0.2023766,0.021328459,0.22577697,0.15173675,1094,3347.3393389383955,3825.3177693684897,3.2897114753723145,245.03384540478388,3586.3285541534424,124.1617784400781
7,1,-0.11491536,-0.6038168,0.23605219,-0.68217254,-0.3319877,-0.2504385,-0.29121312,0.7168145,-0.11491536,-0.6038168,0.23605219,-0.68217254,-0.349979,-0.1870119,-0.46696824,-0.16089332,-0.16089332,-0.46696824,0.23751548,0.011494253,0.27055702,0.08355438,754,3347.3393389383955,3825.3177693684897,245.03384540478388,486.77797933419544,3586.3285541534424,365.90591236948967
7,2,0.08024509,-0.08366738,0.5256796,0.04190477,0.04229571,0.23978531,0.14104052,0.65863687,0.08024509,-0.08366738,0.5256796,0.04190477,0.16130565,0.21594316,0.012827493,0.17408577,0.17408577,0.012827493,0.20926481,0.12019986,0.16381156,0.5235546,934,3347.3393389383955,3825.3177693684897,486.77797933419544,728.522113263607,3586.3285541534424,607.6500462989012
7,3,0.014240645,-0.35554332,0.5402577,0.0628563,0.0048073516,0.12609829,0.06545282,0.6759637,0.014240645,-0.35554332,0.5402577,0.0628563,0.082523555,0.20578487,-0.092815466,0.066318326,0.066318326,-0.092815466,0.20643847,0.11638142,0.17481662,0.57457215,818,3347.3393389383955,3825.3177693684897,728.522113263607,970.2662471930186,3586.3285541534424,849.3941802283127
7,4,0.0069217575,-0.45196894,0.590117,0.11287051,-0.02265868,0.15162884,0.06448508,0.6843184,0.0069217575,-0.45196894,0.590117,0.11287051,0.08367285,0.23663642,-0.110725544,0.048356604,0.048356604,-0.110725544,0.18718463,0.15338346,0.0764411,0.67919797,798,3347.3393389383955,3825.3177693684897,970.2662471930186,1212.01038112243,3586.3285541534424,1091.1383141577244
7,5,-0.03836183,-0.2954394,0.40431187,0.18922174,-0.030163208,0.16002943,0.06493311,0.68195504,-0.03836183,-0.2954394,0.40431187,0.18922174,0.09936474,0.18505727,-0.04819315,0.023503559,0.023503559,-0.04819315,0.16708334,0.22063494,0.05952381,0.80803573,672,3347.3393389383955,3825.3177693684897,1212.01038112243,1453.7545150518417,3586.3285541534424,1332.8824480871358
7,6,-0.05382968,-0.34192824,0.51180834,0.032145336,-0.047214054,0.121311925,0.037048932,0.6696105,-0.05382968,-0.34192824,0.51180834,0.032145336,0.067341805,0.16337466,-0.1212042,0.038683467,0.038683467,-0.1212042,0.20460165,0.09723578,0.1695122,0.48414633,820,3347.3393389383955,3825.3177693684897,1453.7545150518417,1695.4986489812532,3586.3285541534424,1574.6265820165474
7,7,0.034524683,-0.28540707,0.45532456,0.104340225,-0.037472166,0.19186336,0.07719559,0.668882,0.034524683,-0.28540707,0.45532456,0.104340225,0.09141924,0.19806314,-0.048847385,0.06814738,0.06814738,-0.048847385,0.18513958,0.13448277,0.13669951,0.5825123,812,3347.3393389383955,3825.3177693684897,1695.4986489812532,1937.2427829106648,3586.3285541534424,1816.370715945959
7,8,0.09458508,-0.02746121,0.51642317,0.050853163,0.018111989,0.29908812,0.15860006,0.6948352,0.09458508,-0.02746121,0.51642317,0.050853163,0.17993838,0.22062048,0.03932568,0.19451569,0.19451569,0.03932568,0.20195404,0.09992337,0.15862069,0.5264368,870,3347.3393389383955,3825.3177693684897,1937.2427829106648,2178.9869168400764,3586.3285541534424,2058.1148498753705
7,9,0.12280838,0.07869666,0.4254497,-0.10030506,0.02134784,0.241977,0.13166241,0.7133881,0.12280838,0.07869666,0.4254497,-0.10030506,0.13461377,0.14931767,0.033733327,0.20898493,0.20898493,0.033733327,0.2020553,0.07339312,0.13565022,0.40470853,892,3347.3393389383955,3825.3177693684897,2178.9869168400764,2420.731050769488,3586.3285541534424,2299.858983804782
7,10,-0.052501865,-0.16952181,0.5298543,0.14100938,0.011950081,0.21246992,0.112210006,0.65530217,-0.052501865,-0.16952181,0.5298543,0.14100938,0.16711396,0.2061206,-0.02700476,0.102610216,0.102610216,-0.02700476,0.19165808,0.15704468,0.14175257,0.60695875,776,3347.3393389383955,3825.3177693684897,2420.731050769488,2662.4751846988993,3586.3285541534424,2541.603117734194
7,11,-0.053540476,-0.22877629,0.51757973,0.2253735,0.009723636,0.22059461,0.115159124,0.7037457,-0.053540476,-0.22877629,0.51757973,0.2253735,0.1713923,0.22980426,-0.018981082,0.07842098,0.07842098,-0.018981082,0.1836944,0.18210362,0.11930926,0.66248035,637,3347.3393389383955,3825.3177693684897,2662.4751846988993,2904.219318628311,3586.3285541534424,2783.347251663605
7,12,7.206522e-05,-0.082615085,0.7344761,0.06882576,0.037314374,0.32306504,0.1801897,0.6819349,7.206522e-05,-0.082615085,0.7344761,0.06882576,0.24022892,0.2677913,-0.004572423,0.21731101,0.21731101,-0.004572423,0.20331353,0.11129608,0.12722948,0.47800237,841,3347.3393389383955,3825.3177693684897,2904.219318628311,3145.9634525577226,3586.3285541534424,3025.0913855930166
7,13,-0.048239764,-0.09203689,0.46299198,0.09869706,-0.014063606,0.2247698,0.105353095,0.6829459,-0.048239764,-0.09203689,0.46299198,0.09869706,0.15655072,0.17114975,-0.013859866,0.10757177,0.10757177,-0.013859866,0.17811081,0.18056314,0.08583106,0.6444142,734,3347.3393389383955,3825.3177693684897,3145.9634525577226,3387.707586487134,3586.3285541534424,3266.8355195224285
7,14,-0.1204592,-0.2819212,0.37487957,0.18601775,-0.069712475,0.14897093,0.039629225,0.6596923,-0.1204592,-0.2819212,0.37487957,0.18601775,0.09299203,0.1468127,-0.07212089,-0.009166951,-0.009166951,-0.07212089,0.15931109,0.2282989,0.07154213,0.65500796,629,3347.3393389383955,3825.3177693684897,3387.707586487134,3629.451720416546,3586.3285541534424,3508.57965345184
7,15,-0.1005366,-0.23399207,0.50066805,0.1993283,-0.017941043,0.20067489,0.091366924,0.6729242,-0.1005366,-0.23399207,0.50066805,0.1993283,0.15533477,0.19981992,-0.04506678,0.05537979,0.05537979,-0.04506678,0.15492538,0.23880596,0.09618574,0.694859,603,3347.3393389383955,3825.3177693684897,3629.451720416546,3871.1958543459573,3586.3285541534424,3750.3237873812513
7,16,-0.12506822,-0.3098291,0.73669565,0.21248534,-0.027375313,0.28451717,0.12857091,0.67919445,-0.12506822,-0.3098291,0.73669565,0.21248534,0.2131173,0.27470425,-0.07413732,0.10059945,0.10059945,-0.07413732,0.18089949,0.13174604,0.103174604,0.49338624,756,3347.3393389383955,3825.3177693684897,3871.1958543459573,4112.939988275369,3586.3285541534424,3992.067921310663
7,17,-0.077355094,-0.3200013,0.7029961,0.23852386,-0.062066678,0.3341484,0.13604088,0.72866696,-0.077355094,-0.3200013,0.7029961,0.23852386,0.20717286,0.28805494,-0.052944183,0.10187987,0.10187987,-0.052944183,0.17068914,0.11046453,0.02603369,0.49157733,653,3347.3393389383955,3825.3177693684897,4112.939988275369,4354.684122204781,3586.3285541534424,4233.812055240074
7,18,0.024676533,-0.03045616,0.8014216,0.18162835,0.020511307,0.46812382,0.24431758,0.79820305,0.024676533,-0.03045616,0.8014216,0.18162835,0.31753126,0.3359088,0.058616247,0.26521397,0.26521397,0.058616247,0.18937564,0.066465266,0.051359516,0.3791541,662,3347.3393389383955,3825.3177693684897,4354.684122204781,4596.4282561341915,3586.3285541534424,4475.556189169486
7,19,0.115792155,0.12416335,0.7802948,0.12794857,0.043704823,0.5303946,0.2870497,0.8301649,0.115792155,0.12416335,0.7802948,0.12794857,0.34413555,0.34134516,0.122634694,0.34008345,0.34008345,0.122634694,0.19755203,0.09057528,0.09669523,0.3977968,817,3347.3393389383955,3825.3177693684897,4596.4282561341915,4838.172390063603,3586.3285541534424,4717.300323098898
7,20,0.16832027,0.14224549,0.7218003,0.25074565,0.044860426,0.5966954,0.32077792,0.8800054,0.16832027,0.14224549,0.7218003,0.25074565,0.37159714,0.38028872,0.18710381,0.34412202,0.34412202,0.18710381,0.175275,0.14216667,0.04625,0.5125,800,3347.3393389383955,3825.3177693684897,4838.172390063603,5079.916523993015,3586.3285541534424,4959.044457028309
7,21,0.05317121,0.119544216,0.8257987,0.19819988,0.012488318,0.58586866,0.29917848,0.8950864,0.05317121,0.119544216,0.8257987,0.19819988,0.3811809,0.3590566,0.123638436,0.33283806,0.33283806,0.123638436,0.19650996,0.068615,0.09402795,0.34561625,787,3347.3393389383955,3825.3177693684897,5079.916523993015,5321.660657922426,3586.3285541534424,5200.788590957721
7,22,0.008588855,0.04382493,1.0776961,0.22706123,0.09536909,0.5832164,0.33929276,0.8111171,0.008588855,0.04382493,1.0776961,0.22706123,0.44952744,0.43778205,0.09315834,0.3767033,0.3767033,0.09315834,0.21948981,0.043537416,0.045918368,0.21428572,196,3347.3393389383955,3825.3177693684897,5321.660657922426,5563.404791851838,3586.3285541534424,5442.532724887133
8,0,-0.12470097,-0.6454687,0.18217748,-0.6075614,-0.31042135,-0.28735542,-0.2988884,0.6690429,-0.12470097,-0.6454687,0.18217748,-0.6075614,-0.35695088,-0.18336163,-0.45924369,-0.1959974,-0.1959974,-0.45924369,0.22110683,0.008236809,0.25225225,0.06177606,777,3825.3177693684897,4303.296199798584,3.2897114753723145,245.03384540478388,4064.306984583537,124.1617784400781
8,1,-0.17701797,-0.7945428,0.32194015,-0.7831974,-0.42761153,-0.2887975,-0.3582045,0.7390823,-0.17701797,-0.7945428,0.32194015,-0.7831974,-0.41860002,-0.2127584,-0.58491945,-0.2165402,-0.2165402,-0.58491945,0.23876826,0.014984128,0.25142857,0.108571425,525,3825.3177693684897,4303.296199798584,245.03384540478388,486.77797933419544,4064.306984583537,365.90591236948967
8,2,0.030119032,-0.04925305,0.19358471,-0.43316075,-0.114221506,-0.015133516,-0.064677514,0.66012675,0.030119032,-0.04925305,0.19358471,-0.43316075,-0.09627636,-0.069818996,-0.15076491,0.058150228,0.058150228,-0.15076491,0.26942858,0.031836737,0.50102043,0.20204082,980,3825.3177693684897,4303.296199798584,486.77797933419544,728.522113263607,4064.306984583537,607.6500462989012
8,3,0.09821482,0.11097651,0.21227318,-0.29245538,-0.06334307,0.12784764,0.032252286,0.6891564,0.09821482,0.11097651,0.21227318,-0.29245538,0.010264772,0.0060108798,-0.02775468,0.14048816,0.14048816,-0.02775468,0.24488473,0.04155992,0.39709648,0.22630231,1171,3825.3177693684897,4303.296199798584,728.522113263607,970.2662471930186,4064.306984583537,849.3941802283127
8,4,0.15552373,-0.03179089,0.31008232,-0.045953874,0.011443539,0.18248712,0.09696532,0.6769119,0.15552373,-0.03179089,0.31008232,-0.045953874,0.07744585,0.13988405,0.025926325,0.14460504,0.14460504,0.025926325,0.19213992,0.09190673,0.11625514,0.4557613,972,3825.3177693684897,4303.296199798584,970.2662471930186,1212.01038112243,4064.306984583537,1091.1383141577244
8,5,0.017729636,-0.16764683,0.46080866,0.09187922,0.02396269,0.17742264,0.10069267,0.65636426,0.017729636,-0.16764683,0.46080866,0.09187922,0.12834701,0.19013916,-0.019345993,0.10363049,0.10363049,-0.019345993,0.19372645,0.11600482,0.12274368,0.58965105,831,3825.3177693684897,4303.296199798584,1212.01038112243,1453.7545150518417,4064.306984583537,1332.8824480871358
8,6,0.04879739,-0.24675773,0.4679328,-0.0030683577,-0.025193041,0.1586451,0.06672602,0.667342,0.04879739,-0.24675773,0.4679328,-0.0030683577,0.07270222,0.1712206,-0.06700957,0.08999081,0.08999081,-0.06700957,0.20694105,0.10352244,0.18353726,0.5005562,899,3825.3177693684897,4303.296199798584,1453.7545150518417,1695.4986489812532,4064.306984583537,1574.6265820165474
8,7,0.08368919,-0.23607635,0.40760648,0.059242602,-0.05096291,0.20819385,0.07861547,0.68781227,0.08368919,-0.23607635,0.40760648,0.059242602,0.076924235,0.18351275,-0.031048186,0.085073106,0.085073106,-0.031048186,0.18349306,0.12333334,0.078125,0.57916665,960,3825.3177693684897,4303.296199798584,1695.4986489812532,1937.2427829106648,4064.306984583537,1816.370715945959
8,8,0.08293271,-0.12316116,0.5505467,0.03082873,-0.0423853,0.31295878,0.13528675,0.73036677,0.08293271,-0.12316116,0.5505467,0.03082873,0.1527381,0.22143605,-0.0031332432,0.17010608,0.17010608,-0.0031332432,0.19756855,0.10216451,0.084415585,0.52056277,924,3825.3177693684897,4303.296199798584,1937.2427829106648,2178.9869168400764,4064.306984583537,2058.1148498753705
8,9,0.09495755,-0.31186777,0.5448097,0.061318725,-0.060623065,0.2552322,0.09730455,0.72948116,0.09495755,-0.31186777,0.5448097,0.061318725,0.098086886,0.23369533,-0.05186383,0.10929983,0.10929983,-0.05186383,0.18528245,0.10385336,0.08417509,0.48933783,891,3825.3177693684897,4303.296199798584,2178.9869168400764,2420.731050769488,4064.306984583537,2299.858983804782
8,10,-0.029415214,-0.33947358,0.63199157,0.12533042,-0.06618098,0.26039755,0.0971083,0.7150298,-0.029415214,-0.33947358,0.63199157,0.12533042,0.1392828,0.2426356,-0.08118612,0.08770092,0.08770092,-0.08118612,0.1946015,0.15041833,0.12549537,0.59313077,757,3825.3177693684897,4303.296199798584,2420.731050769488,2662.4751846988993,4064.306984583537,2541.603117734194
8,11,-0.019891737,-0.31665435,0.7035785,0.28238782,-0.04139634,0.36610642,0.16235504,0.75609475,-0.019891737,-0.31665435,0.7035785,0.28238782,0.22310397,0.32202485,-0.018052751,0.122344114,0.122344114,-0.018052751,0.17342344,0.19333333,0.045945946,0.74594593,740,3825.3177693684897,4303.296199798584,2662.4751846988993,2904.219318628311,4064.306984583537,2783.347251663605
8,12,0.0059568896,-0.17632158,0.64689654,0.16137262,0.0074010896,0.31155115,0.15947612,0.7292521,0.0059568896,-0.17632158,0.64689654,0.16137262,0.21064919,0.27140868,-0.0029973611,0.15884395,0.15884395,-0.0029973611,0.18827681,0.15287201,0.10583446,0.5861601,737,3825.3177693684897,4303.296199798584,2904.219318628311,3145.9634525577226,4064.306984583537,3025.0913855930166
8,13,-0.08509988,-0.3320432,0.61879945,0.23300381,-0.029235495,0.24656558,0.10866504,0.6840053,-0.08509988,-0.3320432,0.61879945,0.23300381,0.17325334,0.2555678,-0.061379753,0.06721878,0.06721878,-0.061379753,0.16165584,0.18463205,0.0698052,0.6720779,616,3825.3177693684897,4303.296199798584,3145.9634525577226,3387.707586487134,4064.306984583537,3266.8355195224285
8,14,-0.08210249,-0.24156575,0.50751156,0.32554588,-0.02251328,0.2772079,0.1273473,0.682078,-0.08210249,-0.24156575,0.50751156,0.32554588,0.19716391,0.25031832,0.0006258872,0.061281115,0.061281115,0.0006258872,0.14241399,0.23461738,0.041602466,0.7966102,649,3825.3177693684897,4303.296199798584,3387.707586487134,3629.451720416546,4064.306984583537,3508.57965345184
8,15,-0.12228999,-0.4007313,0.553878,0.3066933,-0.071095325,0.23987035,0.08438751,0.7033716,-0.12228999,-0.4007313,0.553878,0.3066933,0.15328,0.24609378,-0.07210932,0.010285575,0.010285575,-0.07210932,0.14300202,0.21506025,0.05120482,0.6641566,664,3825.3177693684897,4303.296199798584,3629.451720416546,3871.1958543459573,4064.306984583537,3750.3237873812513
8,16,-0.056836616,-0.3446367,0.7782245,0.26927152,-0.036866914,0.35987827,0.16150568,0.7101343,-0.056836616,-0.3446367,0.7782245,0.26927152,0.23428644,0.3302198,-0.04406726,0.12558372,0.12558372,-0.04406726,0.17036112,0.090925924,0.04027778,0.38472223,720,3825.3177693684897,4303.296199798584,3871.1958543459573,4112.939988275369,4064.306984583537,3992.067921310663
8,17,-0.062246203,-0.38491887,0.87274873,0.32644024,-0.05516903,0.43118098,0.18800598,0.7609288,-0.062246203,-0.38491887,0.87274873,0.32644024,0.27142337,0.37898093,-0.04024161,0.14186123,0.14186123,-0.04024161,0.16647483,0.111654684,0.010071943,0.4964029,695,3825.3177693684897,4303.296199798584,4112.939988275369,4354.684122204781,4064.306984583537,4233.812055240074
8,18,-0.022321448,-0.27548638,0.8023254,0.30038068,-0.038556114,0.44100526,0.20122458,0.78451633,-0.022321448,-0.27548638,0.8023254,0.30038068,0.2757399,0.36012822,0.000857606,0.16817254,0.16817254,0.000857606,0.1671456,0.103639856,0.031609196,0.46551725,696,3825.3177693684897,4303.296199798584,4354.684122204781,4596.4282561341915,4064.306984583537,4475.556189169486
8,19,0.14758563,0.15143454,0.8072628,0.31892043,0.07188909,0.6407126,0.35630086,0.8818952,0.14758563,0.15143454,0.8072628,0.31892043,0.42587256,0.4245896,0.20598021,0.368761,0.368761,0.20598021,0.17173399,0.10983273,0.034271725,0.5116279,817,3825.3177693684897,4303.296199798584,4596.4282561341915,4838.172390063603,4064.306984583537,4717.300323098898
8,20,0.18856525,0.19942422,0.73878056,0.19444296,0.02097805,0.6396284,0.33030325,0.90157837,0.18856525,0.19942422,0.73878056,0.19444296,0.37754926,0.37392956,0.19414416,0.37559,0.37559,0.19414416,0.17566808,0.07088608,0.039029535,0.35126582,948,3825.3177693684897,4303.296199798584,4838.172390063603,5079.916523993015,4064.306984583537,4959.044457028309
8,21,0.16941829,0.14859736,0.837241,0.23321192,0.036971726,0.65726256,0.34711713,0.92982906,0.16941829,0.14859736,0.837241,0.23321192,0.40635008,0.41329038,0.18374251,0.38508555,0.38508555,0.18374251,0.18817016,0.058525853,0.04730473,0.30253026,909,3825.3177693684897,4303.296199798584,5079.916523993015,5321.660657922426,4064.306984583537,5200.788590957721
8,22,0.14043786,0.026017973,0.91168225,0.27288815,0.031934306,0.6435788,0.33775654,0.90831316,0.14043786,0.026017973,0.91168225,0.27288815,0.40352947,0.44166943,0.14644799,0.35937938,0.35937938,0.14644799,0.19223078,0.04769231,0.0038461538,0.30384615,260,3825.3177693684897,4303.296199798584,5321.660657922426,5563.404791851838,4064.306984583537,5442.532724887133
9,0,-0.09328304,-0.648778,0.13607115,-0.5525347,-0.36552086,-0.21374144,-0.28963113,0.6746234,-0.09328304,-0.648778,0.13607115,-0.5525347,-0.35508052,-0.16991553,-0.4315319,-0.20199664,-0.20199664,-0.4315319,0.2030973,0.026466383,0.17703862,0.17381974,932,4303.296199798584,4781.274630228679,3.2897114753723145,245.03384540478388,4542.285415013632,124.1617784400781
