branch,best_model,benchmark_score,held_out_auc,branch_target_correlation,spatial_coherence,roi_reproducibility
epithelial_emt_front,emt_only,0.6643161154443801,0.6842331159954811,0.28030941444660973,0.5665561435496891,0.5495985667838896
myeloid_vascular,vascular_only,0.6524378118488082,0.5438159779873261,0.22928176260397495,0.5986651282797075,0.6519618239660657
