sample_id,n_cells,n_polarized,polarized_fraction,offset_norm_median,offset_distance_median_um
WTA_Preview_FFPE_Breast_Cancer_outs,168335,66658,0.3959841981762557,0.24917863000702103,1.0835750982638042
