axis_pool,cluster,n_caf_cells,n_er_ge_2,er_median,er_q25,er_q75,axial_rbar,mean_axis_degrees,local_rbar_median,ANE_density_median,coh_median,neigh_median,n_cells,polarized_fraction,offset_norm_median,offset_distance_median_um,caf_pool_label
S1_CAF,"CAFs, Invasive Associated",3999,2493,2.356217205324912,1.7028819481567155,3.3764874191539,0.07327158711209968,52.0450822264206,0.44884402236897974,0.0001359141470925137,0.7734397638533255,6.0,3999,0.471617904476119,0.28469009660116573,1.1409532600342442,S1 invasive CAF
S4_CAF,"CAFs, DCIS Associated",24376,13460,2.1204153263797942,1.6141043814086347,2.9046293072837206,0.1133809126899563,86.86935800641056,0.5993114513915954,0.00029024417412903914,0.7207723754559578,13.0,24376,0.4286593370528389,0.264185016457436,1.035073175389671,S4 DCIS-associated CAF
S3_CXCL14_fibroblast,CXCL14+ Fibroblasts,4504,2307,2.03933199313886,1.5030685463158744,3.030648969443354,0.1258408727436004,66.913708693805,0.3797281294686882,6.138410335720418e-05,0.8059912791376866,2.0,4504,0.36678507992895204,0.2332257175756258,0.6084660400108723,S3 CXCL14+ fibroblast
