pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99,sample_role
unfolded_protein_response,embedding__plip_028,0.2774524584090382,12,0.0769230769230769,0.1715960375542635,0.238612230266595,True,True,breast_discovery
immune_exclusion,embedding__plip_014,0.2572309746989101,12,0.0769230769230769,0.1369632514601492,0.1869878689976104,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_058,0.2461741306021434,12,0.0769230769230769,0.1798044025850045,0.1864903456952556,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_009,0.244591051088885,12,0.0769230769230769,0.1500009295294256,0.1976289361789526,True,True,breast_discovery
unfolded_protein_response,embedding__plip_009,0.2416866234651413,12,0.1538461538461538,0.2095910664923669,0.2397928472851141,True,True,breast_discovery
unfolded_protein_response,embedding__plip_038,0.238407619102839,12,0.0769230769230769,0.186068267592095,0.19221292792856,True,True,breast_discovery
unfolded_protein_response,embedding__plip_056,0.2345082751364993,12,0.0769230769230769,0.1735957562446042,0.1899987088632442,True,True,breast_discovery
unfolded_protein_response,embedding__plip_022,0.2342935894615031,12,0.0769230769230769,0.1585904034552364,0.1830457558236362,True,True,breast_discovery
oxidative_phosphorylation,embedding__plip_045,0.2287669306183642,12,0.0769230769230769,0.1653952345318352,0.1654312109808476,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_034,0.2219069908285656,12,0.0769230769230769,0.1539806560382979,0.1845869750233391,True,True,breast_discovery
epithelial_identity,embedding__plip_007,0.3293476564116017,12,0.0769230769230769,0.1678152808780821,0.1962273281565761,True,True,cervical_validation
luminal_estrogen_response,embedding__plip_017,0.3018474571941457,12,0.0769230769230769,0.2460517077467463,0.2672851484438878,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_008,0.2777619684401649,12,0.0769230769230769,0.1724481771698197,0.2185662763037287,True,True,cervical_validation
unfolded_protein_response,embedding__plip_055,0.269568749533504,12,0.0769230769230769,0.1645539389241128,0.1687747451038135,True,True,cervical_validation
immune_exclusion,embedding__plip_059,0.257441275773818,12,0.0769230769230769,0.1889080097885816,0.2426236186861289,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_060,0.2554280174645949,12,0.0769230769230769,0.1843156002174001,0.187585298779391,True,True,cervical_validation
luminal_estrogen_response,embedding__plip_000,0.2508570588055709,12,0.0769230769230769,0.1330900357574239,0.1641925012740791,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_030,0.2508477045713964,12,0.0769230769230769,0.1350488623660985,0.1416388627353988,True,True,cervical_validation
unfolded_protein_response,embedding__plip_021,0.2485058621383538,12,0.0769230769230769,0.163197196188976,0.2088214690980153,True,True,cervical_validation
immune_activation,embedding__plip_011,0.2481699494924662,12,0.0769230769230769,0.149138674776754,0.1699301018353309,True,True,cervical_validation
