program,mean_score,max_score,n_matched_exemplars,hypothesis
stromal_encapsulation,-0.020986467498104594,0.9994173416905703,3,"Stromal matrix features wrap the contour and may form a physical barrier; top evidence: CXCL12, COL4A1, VIM."
emt_invasive_front,0.11177141040871198,0.9484490341559768,3,"The boundary shows an EMT- and stroma-shifted invasive front relative to matched controls; top evidence: spp1_cd44__outer_minus_inner, cxcl12_cxcr4__outer_minus_inner, tgfb1_tgfbr2__outer_minus_inner."
tls_adjacent_activation,0.1461579662081422,0.9248120430631804,3,"Lymphoid activation is enriched near the outer rim, consistent with TLS-adjacent immune organization; top evidence: VEGFA, KDR, TAGLN."
myeloid_vascular_belt,0.16250342995562747,0.5726395582270783,3,"Myeloid and vascular programs co-accumulate along the contour edge, consistent with a perivascular suppressive belt; top evidence: TAGLN, SLC2A1, VEGFA."
necrotic_hypoxic_rim,-0.14300201491369285,0.5298084468447939,3,"Hypoxia-like rim features and reduced cellularity suggest a necrotic or stressed boundary ecology; top evidence: CD3E, CXCR5, ACTA2."
immune_exclusion,-0.26640181024837156,0.45213048653612353,3,"Outer-rim immune signals dominate the boundary while the inner rim stays comparatively immune-cold; top evidence: spp1_cd44__outer_minus_inner, immune_activation, myeloid_activation."
