program,feature_kind,feature_name,effect_size,p_value,matched_control_delta,fdr
stromal_encapsulation,gene,MS4A1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,LST1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,TYROBP,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,SPP1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,HLA-DRA,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,PECAM1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,EMCN,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,RGS5,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,MMP11,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,CD79A,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,JCHAIN,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,CA9,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,ENO1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,SLC2A1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,TGFB1,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,KDR,0.0,1.0,0.0,1.0
stromal_encapsulation,marker_pair,spp1_cd44__cross_zone,0.0,1.0,0.0,1.0
stromal_encapsulation,marker_pair,cxcl13_cxcr5__cross_zone,0.0,1.0,0.0,1.0
stromal_encapsulation,marker_pair,cxcl13_cxcr5__outer_minus_inner,0.0,1.0,0.0,1.0
stromal_encapsulation,marker_pair,cxcl12_cxcr4__cross_zone,0.0,1.0,0.0,1.0
stromal_encapsulation,marker_pair,tgfb1_tgfbr2__cross_zone,0.0,1.0,0.0,1.0
stromal_encapsulation,marker_pair,vegfa_kdr__cross_zone,0.0,1.0,0.0,1.0
stromal_encapsulation,gene,COL3A1,-0.10390248079824782,1.0,-0.10390248079824782,1.0
stromal_encapsulation,gene,CD44,-0.3419669173603589,1.0,-0.34196691736035895,1.0
stromal_encapsulation,gene,COL1A2,-0.35682003558665837,1.0,-0.35682003558665837,1.0
stromal_encapsulation,gene,FAP,-0.4027311680917985,1.0,-0.4027311680917986,1.0
tls_adjacent_activation,gene,VEGFA,0.5775383972317372,0.19670560245894686,0.5775383972317372,0.9284504436062292
tls_adjacent_activation,gene,KDR,0.3672048561658488,0.06360256962075367,0.3672048561658488,0.9284504436062292
tls_adjacent_activation,gene,TAGLN,0.35135053299524754,0.06360256962075367,0.35135053299524754,0.9284504436062292
tls_adjacent_activation,gene,ACTA2,0.3215650360475731,0.19670560245894686,0.3215650360475731,0.9284504436062292
tls_adjacent_activation,gene,CXCR4,0.25582029140011164,0.19670560245894686,0.25582029140011164,0.9284504436062292
tls_adjacent_activation,gene,EMCN,0.2431498178268196,0.1840386271964254,0.24314981782681963,0.9284504436062292
tls_adjacent_activation,gene,GZMB,0.2174104485061991,0.06360256962075367,0.21741044850619914,0.9284504436062292
tls_adjacent_activation,gene,CXCR5,0.20820377092988354,0.06360256962075367,0.2082037709298835,0.9284504436062292
tls_adjacent_activation,gene,CD163,0.20552842173064376,0.06360256962075367,0.20552842173064376,0.9284504436062292
tls_adjacent_activation,gene,COL1A1,0.1632147485084951,0.19670560245894686,0.1632147485084951,0.9284504436062292
tls_adjacent_activation,marker_pair,vegfa_kdr__cross_zone,0.1519011026930899,0.19670560245894686,0.1519011026930899,0.9284504436062292
tls_adjacent_activation,gene,CA9,0.14217442449132722,0.19670560245894686,0.14217442449132722,0.9284504436062292
tls_adjacent_activation,gene,HLA-DRA,0.1148570282648133,0.19670560245894686,0.1148570282648133,0.9284504436062292
tls_adjacent_activation,gene,PRF1,0.08421842024095956,0.19670560245894686,0.08421842024095956,0.9284504436062292
tls_adjacent_activation,gene,CXCL13,0.077239398999138,0.19670560245894686,0.077239398999138,0.9284504436062292
tls_adjacent_activation,gene,LDHA,0.058746596121617235,0.19670560245894686,0.058746596121617235,0.9284504436062292
tls_adjacent_activation,pathway,hypoxia_necrosis,0.05079319164143932,0.07652250047505924,0.05079319164143933,0.9284504436062292
tls_adjacent_activation,pathway,emt_invasion,0.04730813634275477,0.1840386271964254,0.04730813634275477,0.9284504436062292
tls_adjacent_activation,marker_pair,cxcl13_cxcr5__cross_zone,0.038318328097444516,0.19670560245894686,0.038318328097444516,0.9284504436062292
tls_adjacent_activation,pathway,myeloid_activation,0.03000277527241709,0.1840386271964254,0.030002775272417088,0.9284504436062292
tls_adjacent_activation,marker_pair,vegfa_kdr__outer_minus_inner,-0.9526602605637613,0.07652250047505924,-0.9526602605637612,0.9284504436062292
tls_adjacent_activation,gene,VIM,0.3721628559018635,0.37582508748869836,0.3721628559018635,1.0
tls_adjacent_activation,marker_pair,spp1_cd44__outer_minus_inner,0.30648461544530636,1.0,0.3064846154453063,1.0
tls_adjacent_activation,gene,COL3A1,0.28205653728639846,0.6428348264908044,0.28205653728639846,1.0
tls_adjacent_activation,marker_pair,cxcl12_cxcr4__cross_zone,0.210750796828501,0.37582508748869836,0.21075079682850098,1.0
tls_adjacent_activation,gene,PECAM1,0.18437798078242118,0.37582508748869836,0.18437798078242115,1.0
tls_adjacent_activation,gene,TGFB1,0.17614675424269,0.6428348264908044,0.17614675424269,1.0
tls_adjacent_activation,gene,TRAC,0.16010101677073946,0.6428348264908044,0.16010101677073943,1.0
tls_adjacent_activation,marker_pair,spp1_cd44__cross_zone,0.15691572566417267,0.37582508748869836,0.15691572566417264,1.0
tls_adjacent_activation,gene,JCHAIN,0.14579055811715724,0.6428348264908044,0.14579055811715724,1.0
tls_adjacent_activation,gene,SPP1,0.13979348761102633,0.37582508748869836,0.1397934876110263,1.0
tls_adjacent_activation,marker_pair,tgfb1_tgfbr2__cross_zone,0.13702558356542321,0.6428348264908044,0.13702558356542316,1.0
tls_adjacent_activation,gene,SLC2A1,0.10941980048184215,0.3536785173184648,0.10941980048184215,1.0
tls_adjacent_activation,gene,HILPDA,0.0762240608112432,0.6428348264908044,0.0762240608112432,1.0
tls_adjacent_activation,pathway,vascular_stromal,0.05978978989814608,0.37582508748869836,0.059789789898146074,1.0
tls_adjacent_activation,pathway,stromal_matrix,0.039462510730103983,0.37582508748869836,0.03946251073010398,1.0
tls_adjacent_activation,gene,TGFBR2,0.03379778579520332,1.0,0.03379778579520331,1.0
tls_adjacent_activation,pathway,immune_activation,0.029368399599969064,0.37582508748869836,0.029368399599969053,1.0
tls_adjacent_activation,pathway,tls_activation,0.023686360934343818,0.6428348264908044,0.023686360934343825,1.0
tls_adjacent_activation,gene,RGS5,0.02024443548958834,0.6428348264908044,0.02024443548958835,1.0
tls_adjacent_activation,gene,FN1,0.020016741862818377,1.0,0.020016741862818363,1.0
tls_adjacent_activation,gene,CD3E,0.01926259682495027,0.5049850750938458,0.01926259682495027,1.0
tls_adjacent_activation,gene,ENO1,0.01616768891339403,0.5049850750938458,0.01616768891339403,1.0
tls_adjacent_activation,gene,CD3D,0.013766672327891749,0.6428348264908044,0.013766672327891758,1.0
tls_adjacent_activation,gene,TYROBP,0.007654495696120318,0.5049850750938458,0.007654495696120318,1.0
tls_adjacent_activation,gene,MMP11,0.0049879027709993804,0.5049850750938458,0.0049879027709993804,1.0
tls_adjacent_activation,marker_pair,cxcl12_cxcr4__outer_minus_inner,0.001878056111548787,0.6579050194284821,0.001878056111548787,1.0
tls_adjacent_activation,gene,LST1,0.001540277125019181,0.5049850750938458,0.001540277125019181,1.0
tls_adjacent_activation,gene,CD68,-0.020369796916881122,1.0,-0.020369796916881122,1.0
tls_adjacent_activation,gene,CD79A,-0.021368597345526652,1.0,-0.021368597345526655,1.0
tls_adjacent_activation,gene,MS4A1,-0.025094372803039403,1.0,-0.0250943728030394,1.0
tls_adjacent_activation,gene,COL4A1,-0.03320470183999624,1.0,-0.03320470183999624,1.0
tls_adjacent_activation,gene,CD44,-0.040550820563552886,1.0,-0.04055082056355289,1.0
tls_adjacent_activation,gene,COL1A2,-0.05103301921885563,1.0,-0.051033019218855606,1.0
tls_adjacent_activation,marker_pair,tgfb1_tgfbr2__outer_minus_inner,-0.09333836193507343,0.6579050194284821,-0.09333836193507343,1.0
tls_adjacent_activation,gene,CXCL12,-0.10935492570349337,0.6579050194284821,-0.10935492570349337,1.0
tls_adjacent_activation,gene,COL4A2,-0.13197135147362674,1.0,-0.13197135147362674,1.0
tls_adjacent_activation,marker_pair,cxcl13_cxcr5__outer_minus_inner,-0.19186342980590929,0.6428348264908044,-0.19186342980590929,1.0
tls_adjacent_activation,gene,FAP,-0.2267422499845743,1.0,-0.22674224998457426,1.0
