n_cells_total	n_endothelial_cells	n_hotspot_endothelial_cells	vwf_q75_nonzero_raw	selp_q75_nonzero_raw	mean_hotspot_score_endothelial	mean_hotspot_score_hotspot
170057	8624	433	5.0	2.0	0.11966935412541166	0.6537081049854462
