ligand	receptor	sender_celltype	receiver_celltype	anchor_source_ligand	anchor_source_receptor	structure_map_source	sender_anchor	receiver_anchor	structure_bridge	sender_expr	receiver_expr	local_contact	contact_strength_raw	contact_strength_normalized	contact_coverage	cross_edge_count	prior_confidence	CCI_score	lr_pair
CCN3	NOTCH1	Endothelial Cells	Endothelial Cells	recompute	recompute	recompute	0.7749907811800754	0.7728785963662539	1.0	0.6786433843468109	0.7025747778867708	0.041257148857768	0.0275060646372955	0.8634873393250115	0.0025823616871429	12779	1.0	0.4770239923326468	CCN3-NOTCH1
SELPLG	SELP	T Lymphocytes	Endothelial Cells	recompute	recompute	recompute	0.7816352782052006	0.8819126042133903	0.6198216015396206	1.0	1.0	0.0275279202743259	0.0654362416107382	1.0	0.0071308724832214	4768	1.0	0.4768828078800911	SELPLG-SELP
FN1	ITGA9	CAFs, Invasive Associated	Endothelial Cells	recompute	recompute	recompute	0.8113993551253716	0.9404022517663844	0.6198216015396206	1.0	1.0	0.0247693993934712	0.0827199999999999	1.0	0.01344	3125	1.0	0.4765646052641367	FN1-ITGA9
DLL4	NOTCH3	Endothelial Cells	Endothelial Cells	recompute	recompute	recompute	0.9184503888425788	0.8818326005152037	1.0	1.0	0.1993723722552783	0.0725029355718542	0.0308970446305136	1.0	0.0068862978323812	12779	1.0	0.4765155601675771	DLL4-NOTCH3
ANGPT4	TIE1	Pericytes	Endothelial Cells	recompute	recompute	recompute	0.943821557906414	0.967118575648522	0.946515890536252	1.0	1.0	0.0135157627523032	0.0164348925410872	0.8822363938980151	0.0003612064294744	11074	1.0	0.4763100427399647	ANGPT4-TIE1
HLA-E	CD8A	Endothelial Cells	T Lymphocytes	recompute	recompute	recompute	0.8825506012818367	0.9024463773793922	0.6198216015396206	1.0	1.0	0.0236317156203751	0.0863257163583603	1.0	0.0056583242655059	4595	1.0	0.4762341465981267	HLA-E-CD8A
CCN1	ITGB5	CAFs, DCIS Associated	11q13 Invasive Tumor Cells	recompute	recompute	recompute	0.7324582304061453	0.6310942169926681	0.6198216015396206	1.0	1.0	0.0406801150300773	0.0268202155786049	1.0	0.0329469188529591	3278	1.0	0.4761615755627261	CCN1-ITGB5
COL6A1	ITGA6	CAFs, DCIS Associated	Endothelial Cells	recompute	recompute	recompute	0.7175224129337996	0.6299920049777621	0.7204611100467462	1.0	0.1707850593619105	0.2060380721246104	0.0616177658325365	0.6663246122486765	0.0637102192902083	16371	1.0	0.4748208113662814	COL6A1-ITGA6
CCN1	TLR4	Pericytes	Endothelial Cells	recompute	recompute	recompute	0.9219165193585238	0.8889580619428491	0.946515890536252	0.2646489893253856	0.96009760482652	0.0581088712124046	0.0176675094816687	0.8256987516985889	0.0071338269821202	11074	1.0	0.4747753461346459	CCN1-TLR4
PLAT	LRP1	11q13 Invasive Tumor Cells	CAFs, DCIS Associated	recompute	recompute	recompute	0.9399834591030496	0.7346293219749174	0.6198216015396206	1.0	1.0	0.026602183392906	0.0789321252621824	1.0	0.0608750792644261	1577	1.0	0.4743098114367389	PLAT-LRP1
ALCAM	NRP1	11q13 Invasive Tumor Cells	Endothelial Cells	recompute	recompute	recompute	0.796633611325167	0.950654774281472	0.6198216015396206	1.0	1.0	0.0242435179475883	0.0534975776911261	1.0	0.0053763440860215	4836	1.0	0.4742681958250268	ALCAM-NRP1
TGM2	ADGRG1	Endothelial Cells	11q13 Invasive Tumor Cells	recompute	recompute	recompute	0.8659545644568631	0.9167576444911192	0.6198216015396206	1.0	1.0	0.0230901520132025	0.0369815092453773	1.0	0.0031650841246043	6003	1.0	0.4741406890893059	TGM2-ADGRG1
VWF	ITGB1	Endothelial Cells	Endothelial Cells	recompute	recompute	recompute	0.955713094717548	0.7737214378733352	1.0	1.0	0.094800668600475	0.1617526149129282	0.0837524632031249	1.0	0.0342749823929885	12779	1.0	0.4739827046411136	VWF-ITGB1
COL18A1	KDR	CAFs, Invasive Associated	Endothelial Cells	recompute	recompute	recompute	0.6578070189238163	0.8831973689386609	0.6198216015396206	0.8178208819373318	1.0	0.0384106377185263	0.1255039999999992	1.0	0.03232	3125	1.0	0.4737931803765451	COL18A1-KDR
DLL1	NOTCH3	Endothelial Cells	Endothelial Cells	recompute	recompute	recompute	0.9356727248601746	0.8818326005152037	1.0	1.0	0.1993723722552783	0.0686954227713286	0.0246041682969455	1.0	0.0061820173722513	12779	1.0	0.4737150327472855	DLL1-NOTCH3
GNAI2	F2R	Endothelial Cells	CAFs, DCIS Associated	recompute	recompute	recompute	0.7735961974965406	0.7266586441757715	0.7204611100467462	0.3233587079699547	1.0	0.0861492717182806	0.0326112944101751	0.8966909396217191	0.0091091665471237	13942	1.0	0.4735857161075824	GNAI2-F2R
FN1	ROBO4	CAFs, Invasive Associated	Endothelial Cells	recompute	recompute	recompute	0.8113993551253716	0.963453147204448	0.6198216015396206	1.0	1.0	0.0232483263164059	0.0637866666666666	1.0	0.01184	3125	1.0	0.4734643804387667	FN1-ROBO4
CCN1	ITGAM	CAFs, DCIS Associated	Dendritic Cells	recompute	recompute	recompute	0.7324582304061453	0.7816414048278411	0.6198216015396206	1.0	1.0	0.0316855822939794	0.0445968184311573	0.9818018153555876	0.0164563905650027	3646	1.0	0.473318156274545	CCN1-ITGAM
GNAI2	EGFR	Endothelial Cells	CAFs, DCIS Associated	recompute	recompute	recompute	0.7735961974965406	0.8849781001134045	0.7204611100467462	0.3233587079699547	1.0	0.0703777138777216	0.0309855114043894	1.0	0.0054511547841055	13942	1.0	0.4731834366966105	GNAI2-EGFR
CCN4	ITGA5	CAFs, Invasive Associated	Endothelial Cells	recompute	recompute	recompute	0.665685282530064	0.95087206839837	0.6198216015396206	1.0	1.0	0.0286012388149719	0.07744	1.0	0.01792	3125	1.0	0.4731590263040799	CCN4-ITGA5
GNAI2	EDNRB	11q13 Invasive Tumor Cells	Endothelial Cells	recompute	recompute	recompute	0.6654578426399682	0.938846544584582	0.6198216015396206	1.0	1.0	0.0286906840560545	0.0368417424869037	0.5689628363635542	0.0132340777502067	4836	1.0	0.4723752754494397	GNAI2-EDNRB
COL4A1	SDC1	Endothelial Cells	11q13 Invasive Tumor Cells	recompute	recompute	recompute	0.7766289238087107	0.7896818091710402	0.6198216015396206	1.0	1.0	0.0290142012413378	0.0172413793103448	1.0	0.0049975012493753	6003	1.0	0.4717991994833654	COL4A1-SDC1
