cell_id	cell_type	x	y	VWF	SELP	vwf_norm	selp_norm	ee_neighbor_count	active_sender_edges	active_receiver_edges	hotspot_score
kgmekcgm-1	Endothelial Cells	9269.734375	1850.8524169921875	15.0	3.0	0.6441790870257778	0.4362085839710631	1	1	0	0.6625036638123153
eoldlmon-1	Endothelial Cells	5189.2978515625	1243.1658935546875	11.0	5.0	0.5773394676840509	0.5637914160289369	2	2	2	0.6608696584566054
ldjofklp-1	Endothelial Cells	8927.0673828125	842.0932006835938	22.0	7.0	0.7284960027393369	0.6543128759565946	3	1	3	0.6607254500229751
giklklkc-1	Endothelial Cells	2660.29931640625	2931.72900390625	20.0	9.0	0.7073597568332597	0.7245267751622539	3	1	3	0.6605233696212008
inpidbfe-1	Endothelial Cells	5455.29736328125	1938.4261474609373	17.0	7.0	0.6715446200987684	0.6543128759565946	5	3	3	0.6590144748522057
enhanhok-1	Endothelial Cells	5807.9501953125	1521.8212890625	8.0	7.0	0.510499848342324	0.6543128759565946	2	1	2	0.658479795573357
mamhbhep-1	Endothelial Cells	9112.521484375	5346.29931640625	19.0	3.0	0.6960239235889	0.4362085839710631	1	1	1	0.6580854800108423
mamgnopo-1	Endothelial Cells	9104.5712890625	5350.537109375	11.0	5.0	0.5773394676840509	0.5637914160289369	1	1	1	0.6580854800108423
fcalogbo-1	Endothelial Cells	5231.7646484375	4398.04638671875	34.0	3.0	0.8260442127381088	0.4362085839710631	1	1	1	0.657068902923614
lmmeohbf-1	Endothelial Cells	9619.0244140625	3339.2255859375	12.0	3.0	0.5959364698065137	0.4362085839710631	2	2	2	0.6570417049042052
famaibgg-1	Endothelial Cells	4757.33935546875	3065.994384765625	11.0	3.0	0.5773394676840509	0.4362085839710631	4	4	4	0.6557622295864437
gggklkkn-1	Endothelial Cells	2707.340576171875	4395.3505859375	16.0	5.0	0.6582645203321088	0.5637914160289369	4	2	4	0.6548827521687288
lcdjpkak-1	Endothelial Cells	9065.30859375	1259.2366943359375	22.0	4.0	0.7284960027393369	0.5064224831767222	2	1	2	0.6535165199313825
ldcikein-1	Endothelial Cells	8909.3330078125	1049.280029296875	23.0	2.0	0.7383842394404954	0.34568712404340535	2	2	0	0.6531325137969842
kfphegnm-1	Endothelial Cells	9155.208984375	1756.770263671875	24.0	2.0	0.7478687601520222	0.34568712404340535	2	1	0	0.6524371211560438
jhboedom-1	Endothelial Cells	5800.7197265625	617.074462890625	25.0	5.0	0.7569812415629582	0.5637914160289369	3	1	3	0.6518214561891479
inphopln-1	Endothelial Cells	5469.25390625	1906.812744140625	28.0	6.0	0.7823524405574647	0.6122961576274708	3	2	1	0.6514383467159738
ckoaghli-1	Endothelial Cells	2453.5947265625	1779.2939453125	11.0	3.0	0.5773394676840509	0.4362085839710631	2	1	2	0.6513833587339742
jhcaegjo-1	Endothelial Cells	5750.73876953125	629.2925415039062	14.0	9.0	0.6291843042471731	0.7245267751622539	3	1	3	0.6505325245835455
ggeejigh-1	Endothelial Cells	2749.066650390625	4569.0087890625	17.0	7.0	0.6715446200987684	0.6543128759565946	4	1	4	0.6502027430918402
melgpjfm-1	Endothelial Cells	8312.9072265625	3799.550537109375	9.0	7.0	0.5349791518324556	0.6543128759565946	2	1	2	0.6501951145104441
lddaeecl-1	Endothelial Cells	8910.294921875	1066.408203125	10.0	3.0	0.5571233754304706	0.4362085839710631	3	2	3	0.6484706695124128
ljbcghco-1	Endothelial Cells	8129.31201171875	3378.81494140625	10.0	6.0	0.5571233754304706	0.6122961576274708	3	2	2	0.6483004086230729
igdondbl-1	Endothelial Cells	535.66015625	5303.2373046875	8.0	15.0	0.510499848342324	0.8724171679421262	3	1	3	0.6479611347298477
ljbellpm-1	Endothelial Cells	8157.72900390625	3399.658935546875	7.0	8.0	0.48313431526933326	0.6913742480868107	3	2	2	0.6478729381041215
fnipdmib-1	Endothelial Cells	3993.8076171875	1755.2171630859375	17.0	12.0	0.6715446200987684	0.8070817847603028	3	1	2	0.647525427106065
elbggaji-1	Endothelial Cells	5109.56103515625	1993.5479736328125	9.0	2.0	0.5349791518324556	0.34568712404340535	1	1	0	0.6474309206433052
