gene	cell_type	n_cells	mean_raw	mean_log1p	detection_fraction	mean_log1p_norm_by_gene	detection_norm_by_gene
RAB27A	CAFs, DCIS Associated	24442	0.06623844202602078	0.04395121046220229	0.05981507241633254	0.2789166167414101	0.29423144210684316
SELP	CAFs, DCIS Associated	24442	0.021438507487112346	0.014031884233446274	0.01877915064233696	0.044771384740697064	0.07236434099173991
SERPINE1	CAFs, DCIS Associated	24442	0.04107683495622289	0.02598579370841272	0.0335897226086245	0.13867445462612396	0.16329584466234098
STXBP5	CAFs, DCIS Associated	24442	0.1434007037067343	0.09142544020561717	0.11782996481466329	0.2423855340009384	0.28794209944775334
THBD	CAFs, DCIS Associated	24442	0.05539644873578267	0.03542487846139013	0.045986416823500534	0.08572735555351918	0.11357011989858781
VWF	CAFs, DCIS Associated	24442	0.07253907208902709	0.04091187289784258	0.047786596841502334	0.024671206347269825	0.05441854102219941
ADAMTS13	CAFs, Invasive Associated	4001	0.011997000749812546	0.00809997961747614	0.011247188202949263	0.11225990225878495	0.11442387337050035
ANGPT2	CAFs, Invasive Associated	4001	0.07923019245188703	0.04718251480892699	0.05623594101474631	1.0	1.0
CDH5	CAFs, Invasive Associated	4001	0.03174206448387903	0.020037931492227063	0.025743564108972758	0.026834367333448194	0.0385304576320342
CLEC14A	CAFs, Invasive Associated	4001	0.07173206698325418	0.043464894022139454	0.05373656585853537	0.06824411805498969	0.09115345081904189
COL4A1	CAFs, Invasive Associated	4001	2.4473881529617594	0.8509496445796532	0.6213446638340415	0.940445272814616	0.9521102311486805
COL4A2	CAFs, Invasive Associated	4001	1.4781304673831541	0.6262584922935625	0.5351162209447639	0.9444181769281239	0.9443098607382123
CXCL8	CAFs, Invasive Associated	4001	0.010747313171707074	0.007086852257390698	0.009747563109222694	0.14626629736459626	0.14999062734316423
EGFL7	CAFs, Invasive Associated	4001	0.03899025243689078	0.02415331097151806	0.030242439390152462	0.024068105857707668	0.03881690687612366
EMCN	CAFs, Invasive Associated	4001	0.03549112721819545	0.02243700672646386	0.028742814296425893	0.03205870179289695	0.04532419646962459
FLT1	CAFs, Invasive Associated	4001	0.07223194201449637	0.045799107672900845	0.05873531617095726	0.06551678052277855	0.09521303884555175
GP1BA	CAFs, Invasive Associated	4001	0.01374656335916021	0.008878163898708423	0.011747063234191453	0.35486783649405895	0.36122219445138715
HBB	CAFs, Invasive Associated	4001	0.022494376405898527	0.008296108225169439	0.008747813046738315	0.126607913052419	0.15815752560811577
IL6	CAFs, Invasive Associated	4001	0.03499125218695326	0.019573141732833112	0.021994501374656337	0.15688061267116088	0.17979201881993956
ITGA2B	CAFs, Invasive Associated	4001	0.007748062984253936	0.005298645469859166	0.007498125468632842	0.06706524304279395	0.07443703590231475
KDR	CAFs, Invasive Associated	4001	0.10547363159210198	0.059163656196548495	0.06723319170207448	0.06882745861332189	0.1054983706766176
MMRN2	CAFs, Invasive Associated	4001	0.02174456385903524	0.013833427253815945	0.017745563609097726	0.02318392021441663	0.03147629382247198
PECAM1	CAFs, Invasive Associated	4001	0.10747313171707074	0.0636215144819947	0.07673081729567609	0.04430381373858405	0.08603908053021851
PF4	CAFs, Invasive Associated	4001	0.0022494376405898524	0.0015591913584202717	0.0022494376405898524	0.06397744274645847	0.06531402863569821
PLAT	CAFs, Invasive Associated	4001	0.6093476630842289	0.33635130637767713	0.364158960259935	0.16671808027298682	0.3809095586279843
