method	database_mode	ligand	receptor	sender	receiver	score_raw	score_std	rank_within_method	rank_fraction	fdr_or_pvalue	resolution	spatial_support_type	artifact_path	sender_mean_expr	receiver_mean_expr	lr_pair	method_source	sender_diffused_mean	receiver_diffused_mean	diffusion_alpha	spatial_coherence	local_lr_score	edge_count	spatialdm_moran_r	spatialdm_zscore	n_spots	n_spots_sig	n_spots_sig_pval	local_contact	contact_strength_normalized	contact_coverage	cross_edge_count
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	11q13 Invasive Tumor Cells (G1/S)	102243.12193767408	0.9996524842889268	156.0	0.9996524842889268	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0251976823756824	3.98123381535782	158.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	11q13 Invasive Tumor Cells (Mitotic)	102243.12193767408	0.9996502422520812	157.0	0.9996502422520812	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0489320654911163	9.78641309822326	200.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	B Cells	102243.12193767408	0.9996480002152356	158.0	0.9996480002152356	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0010210002354067	0.8729552012727728	855.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	Basal-like Structured DCIS Cells	102243.12193767408	0.99964575817839	159.0	0.99964575817839	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.027977046706369	32.00574143208615	1144.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	CAFs, DCIS Associated	102243.12193767408	0.9996435161415442	160.0	0.9996435161415442	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0054558259085719	44.64502340984395	8183.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	CAFs, Invasive Associated	102243.12193767408	0.9996412741046986	161.0	0.9996412741046986	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0075026130039825	14.172435964523093	1889.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	CXCL14+ Fibroblasts	102243.12193767408	0.999639032067853	162.0	0.999639032067853	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0039028253880556	5.963517192948959	1528.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	Dendritic Cells	102243.12193767408	0.9996367900310074	163.0	0.9996367900310074	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0022643041202578	2.807737109119721	1240.0	0.3625444433353491	340.8104064589136							
spatialdm	common-db	CDH1	IGF1R	Endothelial Cells	Endothelial Cells	102243.12193767408	0.9996345479941616	164.0	0.9996345479941616	0.0	local_lr	bivariate_moran_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/spatialdm/raw			CDH1-IGF1R	spatialdm				0.0047369822360404	42.921796040762665	9061.0	0.3625444433353491	340.8104064589136							
stlearn	common-db	ADAM17	MUC1	11q13 Invasive Tumor Cells	Endothelial Cells	9673.000000000002	0.999980209032202	11.0	0.999980209032202		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0460927808136546	210.96665778409744	4577.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	11q13 Invasive Tumor Cells (G1/S)	Endothelial Cells	9673.000000000002	0.9999465643869452	28.0	0.9999465643869452		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0257869504152432	5.77627689301448	224.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	11q13 Invasive Tumor Cells (Mitotic)	Endothelial Cells	9673.000000000002	0.9999188570320278	42.0	0.9999188570320278		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0205309515594602	6.631497353705672	323.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Apocrine Cells	Endothelial Cells	9673.000000000002	0.99989510787067	54.0	0.99989510787067		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.1016524687297422	2.033049374594844	20.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Basal-like Structured DCIS Cells	Endothelial Cells	9673.000000000002	0.9998476095479544	78.0	0.9998476095479544		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0375296693872387	58.2835765583817	1553.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	CAFs, DCIS Associated	Endothelial Cells	9673.000000000002	0.999810006709138	97.0	0.999810006709138		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0908368842167472	1240.6501646323338	13658.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	CAFs, Invasive Associated	Endothelial Cells	9673.000000000002	0.9997743829671016	115.0	0.9997743829671016		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0463982875859541	129.72961209032786	2796.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	CXCL14+ Fibroblasts	Endothelial Cells	9673.000000000002	0.999748654708964	128.0	0.999748654708964		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0455549100445293	107.8740269854456	2368.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Dendritic Cells	Endothelial Cells	9673.000000000002	0.9997189682572668	143.0	0.9997189682572668		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0572239896120531	109.06892420057328	1906.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	11q13 Invasive Tumor Cells	9673.000000000002	0.9997031354830282	151.0	0.9997031354830282		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.4687512127414991	2145.4743007178417	4577.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	11q13 Invasive Tumor Cells (G1/S)	9673.000000000002	0.9997011563862483	152.0	0.9997011563862483		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.5240477893038658	117.38670480406591	224.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	11q13 Invasive Tumor Cells (Mitotic)	9673.000000000002	0.9996991772894688	153.0	0.9996991772894688		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.6503243240859783	210.054756679771	323.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	Apocrine Cells	9673.000000000002	0.9996971981926888	154.0	0.9996971981926888		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.3022360585951387	6.044721171902774	20.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	B Cells	9673.000000000002	0.999695219095909	155.0	0.999695219095909		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0036535161665248	4.793413210480551	1312.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	Basal-like Structured DCIS Cells	9673.000000000002	0.9996932399991292	156.0	0.9996932399991292		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.3567623759914051	554.0519699146522	1553.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	CAFs, DCIS Associated	9673.000000000002	0.9996912609023494	157.0	0.9996912609023494		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0691653488428262	944.6603344953212	13658.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	CAFs, Invasive Associated	9673.000000000002	0.9996892818055696	158.0	0.9996892818055696		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0584943888837957	163.55031131909288	2796.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	CXCL14+ Fibroblasts	9673.000000000002	0.9996873027087898	159.0	0.9996873027087898		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.1098496807083518	260.1240439173772	2368.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	Dendritic Cells	9673.000000000002	0.99968532361201	160.0	0.99968532361201		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.020125184654976	38.35860195238439	1906.0			48049.0	9673.0	18118.0				
stlearn	common-db	ADAM17	MUC1	Endothelial Cells	Endothelial Cells	9673.000000000002	0.99968334451523	161.0	0.99968334451523		local_lr	significant_lr_hotspot_neighbor	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/stlearn/raw			ADAM17-MUC1	stlearn				0.0532105460931864	622.8826525668406	11706.0			48049.0	9673.0	18118.0				
pyxenium	common-db	VWF	SELP	Endothelial Cells	Endothelial Cells	0.7912892368005828	1.0	1.0	1.0		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			VWF-SELP	pyxenium												0.2912449657481761	1.0	0.1111198059316065	12779.0
pyxenium	common-db	VWF	LRP1	Endothelial Cells	CAFs, DCIS Associated	0.7479758913021439	0.9999992421946045	2.0	0.9999992421946045		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			VWF-LRP1	pyxenium												0.3461937505325735	1.0	0.1319036006311863	13942.0
pyxenium	common-db	EFNB2	PECAM1	Endothelial Cells	Endothelial Cells	0.7469197326713805	0.9999984843892088	3.0	0.9999984843892088		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			EFNB2-PECAM1	pyxenium												0.2101050418451564	1.0	0.0578292511151107	12779.0
pyxenium	common-db	MMRN2	CLEC14A	Endothelial Cells	Endothelial Cells	0.7322091602540813	0.9999962109730222	6.0	0.9999962109730222		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			MMRN2-CLEC14A	pyxenium												0.1738559319741048	1.0	0.0395962125361921	12779.0
pyxenium	common-db	HSPG2	LRP1	Endothelial Cells	CAFs, DCIS Associated	0.7279607350660221	0.9999954531676264	7.0	0.9999954531676264		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			HSPG2-LRP1	pyxenium												0.31885311072451	1.0	0.1118921245158513	13942.0
pyxenium	common-db	COL4A2	CD93	Endothelial Cells	Endothelial Cells	0.7118996799523881	0.9999939375568354	9.0	0.9999939375568354		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			COL4A2-CD93	pyxenium												0.1669998679965045	0.9954762497320926	0.0367008373112137	12779.0
pyxenium	common-db	MMRN2	CD93	Endothelial Cells	Endothelial Cells	0.7107166026857937	0.99999317975144	10.0	0.99999317975144		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			MMRN2-CD93	pyxenium												0.1484661470807383	1.0	0.0288754988653259	12779.0
pyxenium	common-db	VWF	ITGA9	Endothelial Cells	Endothelial Cells	0.7083995070560564	0.9999924219460442	11.0	0.9999924219460442		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			VWF-ITGA9	pyxenium												0.1406138993850457	1.0	0.0259018702558885	12779.0
pyxenium	common-db	MMP2	PECAM1	CAFs, DCIS Associated	Endothelial Cells	0.6971282135184347	0.9999909063352532	13.0	0.9999909063352532		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			MMP2-PECAM1	pyxenium												0.2317164323896752	1.0	0.0536925050393989	16371.0
pyxenium	common-db	COL4A1	CD93	Endothelial Cells	Endothelial Cells	0.6965751554743362	0.9999901485298576	14.0	0.9999901485298576		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			COL4A1-CD93	pyxenium												0.1668262385778408	0.9488962135774316	0.038422411769309	12779.0
pyxenium	common-db	CXCL12	ITGA5	CAFs, DCIS Associated	Endothelial Cells	0.6886191799307758	0.999989390724462	15.0	0.999989390724462		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			CXCL12-ITGA5	pyxenium												0.1744122830918492	1.0	0.0304196444933113	16371.0
pyxenium	common-db	CD34	SELP	Endothelial Cells	Endothelial Cells	0.6842280929589697	0.9999878751136708	17.0	0.9999878751136708		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			CD34-SELP	pyxenium												0.1217138767253422	1.0	0.0194068393458017	12779.0
pyxenium	common-db	VEGFC	FLT1	Endothelial Cells	Endothelial Cells	0.6835286288881741	0.9999871173082752	18.0	0.9999871173082752		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			VEGFC-FLT1	pyxenium												0.1331963977536949	1.0	0.0232412551842867	12779.0
pyxenium	common-db	CXCL12	AVPR1A	CAFs, DCIS Associated	Pericytes	0.677852474314717	0.9999863595028796	19.0	0.9999863595028796		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			CXCL12-AVPR1A	pyxenium												0.1572455234165747	1.0	0.0247261546345525	15611.0
pyxenium	common-db	CCN1	CAV1	CAFs, DCIS Associated	Endothelial Cells	0.6766771533392466	0.999985601697484	20.0	0.999985601697484		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			CCN1-CAV1	pyxenium												0.1930951050542117	0.9861139184239592	0.0378107629344572	16371.0
pyxenium	common-db	EDN1	ADGRL4	Endothelial Cells	Endothelial Cells	0.6734470755024204	0.9999848438920884	21.0	0.9999848438920884		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			EDN1-ADGRL4	pyxenium												0.1019503871084396	1.0	0.0136160888958447	12779.0
pyxenium	common-db	DLL4	NOTCH3	Endothelial Cells	Pericytes	0.6695148471220083	0.9999825704759018	24.0	0.9999825704759018		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			DLL4-NOTCH3	pyxenium												0.135465098207694	1.0	0.0303190087002372	11379.0
pyxenium	common-db	C3	LRP1	CAFs, DCIS Associated	CAFs, DCIS Associated	0.6685524242873452	0.9999818126705062	25.0	0.9999818126705062		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			C3-LRP1	pyxenium												0.1700215762644027	1.0	0.0289073363954321	94924.0
pyxenium	common-db	A2M	LRP1	Endothelial Cells	CAFs, DCIS Associated	0.6652291956976334	0.9999810548651108	26.0	0.9999810548651108		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			A2M-LRP1	pyxenium												0.1832027437627448	1.0	0.0369387462343996	13942.0
pyxenium	common-db	CXCL12	ITGA4	CAFs, DCIS Associated	T Lymphocytes	0.6620786139506267	0.999980297059715	27.0	0.999980297059715		celltype_pair	topology_local_contact	/cfs/klemming/scratch/h/hutaobo/topolink_cci_benchmark_2026-04/runs/full_common/pyxenium/artifacts			CXCL12-ITGA4	pyxenium												0.1645204742753035	1.0	0.0430024129610479	11604.0
