spatial_block_id,luminal_estrogen_response,epithelial_identity,basal_squamous_state,unfolded_protein_response,oxidative_phosphorylation,collagen_ecm_organization,myofibroblast_caf_activation,immune_activation,immune_exclusion,emt_invasive_front
block_x0_y10,0.02843996750144765,0.06516770107577624,0.0,0.002335618864875396,0.5335100907425339,0.3348316049301557,0.5572854260246002,0.1261663969748427,0.47784170468024667,0.8674512810616059
block_x0_y11,0.009360953394459755,0.0,0.0,0.2647928763109421,0.0,0.3322520922586703,0.4708648782656261,0.0,0.40725571352675877,0.1664101290074024
block_x0_y12,0.2675532165508968,0.1341145197507036,0.21382517292318268,0.524741741941226,0.35811399734691773,0.08139736299788501,0.5290051958971129,0.16978676374679483,0.3037775247616758,0.4024887514109734
block_x0_y2,0.16902998928186538,0.21006467527509592,0.5243432929733014,0.25208540581351085,0.20387956187285733,0.3299861478845098,0.49673124362946447,0.0,0.515140408487361,0.5350736475460084
block_x0_y4,0.4926626556531541,0.46155562588913773,0.46129013472728486,0.3817768198815809,0.46502472229670133,0.07241290300998232,0.29971318804854663,0.07169233852383852,0.17306998703203352,0.21818471126792255
block_x0_y5,0.6359420472283888,0.5444903443223662,0.17527246943272504,0.7522051886078722,0.7385413227481673,0.13747769251512218,0.1875914715979843,0.12672144596744886,0.16288662107546106,0.11502599601435515
block_x0_y6,0.6779160516146158,0.7076115113940656,0.36188842802535953,0.7513772915298292,0.6855310498179642,0.1256502066244225,0.3800357967940403,0.09185862395433064,0.32388470319500495,0.2510114266841079
block_x0_y7,0.380167195466713,0.3438176721908796,0.2181003740791286,0.4582769754255076,0.38389296575147314,0.13096443183328274,0.25458734066293875,0.33794896366079613,0.2557660040968636,0.3250441363192727
block_x0_y8,0.5122520913636072,0.38875418478021634,0.0839495167986959,0.5062748446983564,0.6009581025335248,0.14113369377565418,0.20813015380285554,0.11772660696042359,0.23960850108309797,0.329244380973706
block_x0_y9,0.09116052500246204,0.20145520890074362,0.2779483519717094,0.06137496375499749,0.2814537033652785,0.34366160061202755,0.2823007724663527,0.0,0.7014550072538859,0.46567687510525113
block_x10_y0,0.3102234936231197,0.3118995331502344,0.14767862558234662,0.18148038226822996,0.3604372119420827,0.5509203629623171,0.6369868731549498,0.0605352538477023,0.5867610139363894,0.3618984106409445
block_x10_y1,0.501665914014526,0.4223010215355208,0.04214101081918621,0.4704572793258134,0.4565121983650344,0.1396515928892584,0.2813965571967136,0.2150676435551306,0.2068503537399648,0.33038397486284476
block_x10_y10,0.5778698568493271,0.700076595384481,0.31443664436349206,0.7112986037175555,0.5403457163089876,0.0,0.0636420897110697,0.0,0.039271041160177315,0.08407127543966321
block_x10_y11,0.7542202652885596,0.8106261132029222,0.0,0.7309185633786175,0.6361903059215542,0.0,0.0,0.0,0.1164652540968765,0.1149177518768763
block_x10_y12,0.6111038823328911,0.5923851109700989,0.11183644192941072,0.6630773291886143,0.5340055742334744,0.07543480597175718,0.0,0.05716540072660838,0.09433061512014239,0.06325724119882986
block_x10_y3,0.6422812613424668,0.7622038064678032,0.19396082663134445,0.7089873129587994,0.6799237989047856,0.11628742730949387,0.2824275104457009,0.027874699484776,0.13400188900383903,0.2423456344489364
block_x10_y4,0.928819863389606,0.9856618857774218,0.11168022592356915,0.9163970980382342,0.8321586072823214,0.03940979564823985,0.0,0.2798495605086926,0.021205870480891977,0.0
block_x10_y5,0.7819486690267358,0.846261705288306,0.10924199487304571,0.6546767294811884,0.9210601027312687,0.05807499919784804,0.0360284800525623,0.10175938694146569,0.06005456711053923,0.23352926242880603
block_x10_y6,0.7251216201685572,0.7902930781029431,0.20917746228708028,0.8091589826394932,0.48794713649148885,0.0,0.21417636138325385,0.05478214324147611,0.26748826832978867,0.0
block_x10_y7,0.5498090010992724,0.5927218353446506,0.5129859429616004,0.45825395968645993,0.6162987612712468,0.10573055578850703,0.24536774710709675,0.056709191795691734,0.17583070521378258,0.2222187352401881
block_x10_y8,0.5359901777600751,0.6196603617288793,0.06007378748229854,0.5913488892607817,0.32669456935224267,0.05616114208403276,0.16584603515628962,0.0945688057184272,0.06466273888778709,0.34015731265288723
block_x10_y9,0.8003889413192898,0.8343344154443051,0.39048118439332563,0.6713531321864571,0.8842409730929307,0.0,0.10302651967371321,0.11129984507275915,0.050016614710848555,0.0
block_x11_y0,0.4023381687163291,0.5461210326490863,0.250106478864095,0.35881835852032234,0.6276687974073281,0.5079302465669767,0.6544394576220552,0.22125409710785274,0.44194165961258297,0.3503798462792135
block_x11_y1,0.2530040654267741,0.20801740463092544,0.3065574126498164,0.34028676657037593,0.4252096060262893,0.18025590184069457,0.5294500745953126,0.20130983879515696,0.29529791902825125,0.29496229122189643
block_x11_y10,0.4893635144276296,0.4579836435094819,0.0,0.6527751130756819,0.6293088084683234,0.24845896727639558,0.37521826466164204,0.0,0.3419946946932886,0.24423914292817023
block_x11_y11,0.47037852013347153,0.41926886277621134,0.06592581430936086,0.3587299623014842,0.2644335266611633,0.4403231146456131,0.25016477193706327,0.19547621851854727,0.30360651336010536,0.6525253920157962
block_x11_y2,0.2646352780473465,0.16056740600384858,0.18628040490045028,0.3193242263861836,0.20203983508802323,0.347315931629389,0.9041256833309389,0.3102583085940786,0.5630083241895787,0.7238976944418571
block_x11_y3,0.5695163422910781,0.7093654895751952,0.0,0.4517264791052225,0.4539272311271794,0.17956187826367692,0.11016581372902917,0.24806557893752476,0.11919775727095068,0.2873488144743462
block_x11_y4,0.4302808417695683,0.281215829773947,0.43314114929641384,0.16194993509225084,0.34388193867381217,0.09807099905794368,0.6112113504903621,0.584632977216284,0.37875697962238725,0.5039336734531041
block_x11_y6,0.6148663809978342,0.7019761609609285,0.13818343396313354,0.5371386351434441,0.3895024195110985,0.3022932527955932,0.45493531729408004,0.10852692865083637,0.30053659757111256,0.5604567679956624
block_x11_y7,0.3858150665881938,0.45377776017113947,0.0,0.32022946145301046,0.5667109774371207,0.17751120266369816,0.17260392451487,0.35186573690980316,0.3847031411393913,0.15125821976360218
block_x11_y8,0.492928049335715,0.481186924268726,0.28135742616007453,0.7397104480552534,0.4601122646683671,0.5538769523434337,0.51867212576458,0.14363870497327177,0.7095160659778382,0.6329347623438665
block_x12_y0,0.2785320468060363,0.21411484461198066,0.1772917409814335,0.3720440852110401,0.3834519057379382,0.3160231717720643,0.24098980932960523,0.5507141226275641,0.39385677582935064,0.4920556681029626
block_x12_y1,0.5877250617051528,0.5571028551080205,0.17476630156520112,0.5419836994309113,0.6626559417957237,0.3045986127323653,0.22797335042295205,0.0,0.2048212456134182,0.4885716556364602
block_x12_y10,0.6623229207351151,0.8765315917174006,0.5430295519584326,0.6467541702128813,0.7185077621570347,0.09232596100982603,0.23466306275204166,0.28374992182393277,0.0,0.3423888024890078
block_x12_y11,0.3683738651460066,0.48661761354354355,0.4218664343716603,0.3710709029482759,0.3066766884813955,0.10710788291927466,0.4580926842835121,0.6044284692318568,0.11526656534541678,0.3423256587688765
block_x12_y13,0.7513297223295754,0.8135302705449736,0.914888836357641,0.5418864798352281,0.7547546803302034,0.14433176005929466,0.5842952778969568,0.0,0.2598088423218061,0.30928233661248394
block_x12_y2,0.40661791495956806,0.39772828748442934,0.23010439689170312,0.4773867178668211,0.5332840436969178,0.22928369213653083,0.15404523398608924,0.2813050577940577,0.23203878982627082,0.4725873294112602
block_x12_y3,0.4409228543252329,0.40275540418143957,0.17907340869519703,0.5552174999059644,0.3245534206473469,0.49744943095609495,0.796780343767121,0.49612059989362817,0.49691886027041526,0.7798570546732039
block_x12_y4,0.19379321070952932,0.1220671351550975,0.16489590901469442,0.34472087198616,0.3503633948823966,0.5285771969027236,0.5591862631887167,0.842367708847134,0.6060148883341216,0.3497632276869065
block_x12_y5,0.41519570366660596,0.49483734142245356,0.38859543021647797,0.38663425592653367,0.5117928464418096,0.5087833224502393,0.5281858339042693,0.18125139519024014,0.4756002866715039,0.6035316456011992
block_x12_y6,0.10547052034046395,0.1842335510692077,0.050089379031991954,0.0,0.23555758708152844,0.31664708321964075,0.31930291433557834,0.9674450659476541,0.24599954517805764,0.5275318745039355
block_x12_y7,0.6163359585285084,0.7466630185679097,0.9435312155961671,0.5689558271957101,0.48232892907833397,0.19084840666679423,0.45286232080099004,0.1020639601183909,0.190362594617585,0.47081101268011616
block_x12_y8,0.7582853966092996,0.9748590996076957,0.10903036706696236,0.8942977880495108,0.5755602103270572,0.04677781388162842,0.16981853741401498,0.04622309721115607,0.12282487115817863,0.06080640772681088
block_x12_y9,0.6464012940913885,0.867545213744315,0.7582677075530171,0.5422129006848129,0.6969400985269891,0.34814217426724003,0.49454509693257676,0.0676239982778862,0.38482031509780507,0.24243920980110675
block_x13_y0,0.18429800113680955,0.303902157774819,0.0,0.18020340269327523,0.40708533417776865,0.30613032473740387,0.23636154969754034,0.25810253120720195,0.4130991464198449,0.6112518795731332
block_x13_y1,0.5239258237296079,0.5798125374199816,1.0,0.5544384296130684,0.526713282902655,0.3980621322973261,0.5531905662793408,0.14766660670408158,0.25328082750894937,0.6892785109514642
block_x13_y11,0.5017641645547924,0.452559067593344,0.235520452397974,0.591644609307557,0.6141012045425971,0.0,0.06118824733398411,0.30813306214150465,0.2008086136649014,0.10546271279093967
block_x13_y2,0.24833623121368717,0.2665122910341689,0.053622721920017345,0.28831544200671494,0.2807783875007772,0.35476471128857706,0.43916367530269,0.7687253198325696,0.5044040400902623,0.48632283851546093
block_x13_y3,0.32277312882380205,0.2955416873218493,0.3112370851799111,0.3428830243205127,0.6986603429927176,1.0,0.9109568465412494,0.5443064750251687,1.0,0.6304536888747709
block_x13_y4,0.5386438474010437,0.6423503496874737,0.4774009521425366,0.5910416700471819,0.5349146227503592,0.32365064242405295,0.40449431409349695,0.14131488458464508,0.26898088497693035,0.43592108731475643
block_x13_y5,0.18358278341840525,0.19378757577900885,0.23269205089072637,0.38429560156010295,0.23199679855869687,0.5671218979895642,0.3384696887612186,0.25117980452652366,0.4744553604198313,0.9488657154446031
block_x13_y6,0.6903942190275215,0.520392990537809,0.0,0.639063195577755,0.8084436536784982,0.17011066963785262,0.5006096065678154,0.1631241220911897,0.4093555330645299,0.5323895838718566
block_x13_y7,0.2771175667605325,0.27262215400465967,0.4445422141152029,0.4273115803845926,0.37888336457938415,0.6720172560253712,0.7550022769368903,0.1709050362129651,0.7036386041109802,0.6995020445638673
block_x13_y8,0.22272264770560563,0.14267038112191371,0.0,0.30673270717465206,0.33007556519244047,0.6905241226986268,0.6354297770839349,0.21191050627999874,0.5480211608412257,0.6102204932366169
block_x13_y9,0.35669243959496033,0.40818926066776623,0.04340548714288199,0.2714221517870341,0.49816620971494724,0.304218706946354,0.18635817563122128,0.4542968428774771,0.19409031529457824,0.3082482098960044
block_x1_y11,0.14404540401182792,0.25142355904703745,0.7265569475904005,0.23847269212673325,0.1481060553187207,0.24164570915900507,0.38606547626876625,0.2974079464279808,0.4545970935078306,0.49980341737123407
block_x1_y12,0.16620451079821894,0.1442737442435324,0.7886630943192137,0.2831084127245403,0.3172738556710199,0.12270658747040199,0.6678511058981008,0.18751206412086005,0.39970001668005206,0.6631572683747581
block_x1_y2,0.5441881703400457,0.41206389045743846,0.07230668332490953,1.0,0.3505742836021769,0.13414519613864673,0.055768581347760096,0.0,0.2065684847008521,0.2711639318081132
block_x1_y3,0.35999203311939826,0.4241086935587323,0.42283662105800507,0.5469409879282094,0.3758950996367384,0.3807664824470783,0.2726159719924855,0.2227111130069839,0.5869823123389803,0.3188326339539886
block_x1_y4,0.4787187579860167,0.459873121734205,0.3898284065935311,0.621154687896785,0.600387956800691,0.24809619372407793,0.6304498779719869,0.0,0.4685926378059969,0.5331618448964035
block_x1_y5,0.25734299945110245,0.3703050258866909,0.423144307168496,0.418537484025557,0.4459091045983604,0.32833346892588644,0.36560011104546747,0.061232045910337984,0.48297435357795593,0.47098118452678267
block_x1_y6,0.3849993521091634,0.2786294271102473,0.16478803215204124,0.3583290115341261,0.3810526866258952,0.1861904956230184,0.4771768903763959,0.11790412857078199,0.4848569708366824,0.22052857410389506
block_x1_y7,0.13822844650413266,0.11914507366761974,0.02785448427025997,0.11833286778146125,0.12866963750729238,0.5987658931200014,0.5396938509524984,0.10790756274948964,0.5599987518650185,0.7366646665086851
block_x1_y8,0.4734874286307423,0.5388081416785316,0.09686059511403053,0.6990749963453304,0.48024327550587187,0.29541551567507657,0.12864557102067936,0.050366812766663695,0.0676522181923559,0.3629096927277626
block_x2_y0,0.159278773052823,0.10626361951953858,0.1797745621077076,0.255639038243198,0.0,0.3047850292798959,0.7168536613487608,0.0,0.6944293192851113,0.5841809115438239
block_x2_y10,0.7974745236344986,0.640376176962681,0.2463298842269497,0.6017427610435724,1.0,0.12857420830996008,0.2441451885958681,0.1337167970973176,0.10086510550853112,0.23544055637469244
block_x2_y11,0.0,0.008975856756770931,0.0,0.08114537104207266,0.8650441170877511,0.3332032712618887,0.43929465125785166,0.0,0.353299513232978,1.0
block_x2_y13,0.13477685341598813,0.21896738039592087,0.29213286838932306,0.26146855420898935,0.5206417581960642,0.0895635811935607,0.45924105852829494,0.17222727730980483,0.34113807324259543,0.23345749339322788
block_x2_y2,0.39349454041106774,0.629819689522801,0.514510510230962,0.46814269894667904,0.4404950456639334,0.1451458768405383,0.2892394677496923,0.5326396857171827,0.23037865132820706,0.327747387879575
block_x2_y3,0.09749022670501836,0.055142819654300235,0.0,0.13395343230566042,0.11612953990618441,0.572273898518262,0.5144189307424255,0.0,0.5033737303545149,0.6296147493361033
block_x2_y6,0.2955741610253655,0.14174418558874366,0.0,0.23884385413418044,0.2071104827099223,0.23453137202840127,0.0998541134957751,0.0,0.27253332482226467,0.5249333462242107
block_x2_y7,0.20662279887593946,0.20691540096770128,0.3545594631319869,0.23586117680398558,0.3804612575355413,0.35771908746147946,0.23829445483704875,0.15973328606674503,0.3737021359942339,0.4600487897039594
block_x2_y8,0.38054294461277727,0.40788182835112524,0.5094715010140815,0.33972242668279756,0.38383942990752523,0.3757873689521768,0.18486483296804043,0.0,0.36556854614036327,0.41417191278409937
block_x2_y9,0.44575177534345073,0.42579067604314574,0.0,0.13707619524776732,0.3935830834036255,0.32677734634411343,0.23325155802711306,0.19583513203491934,0.34293647523168236,0.36409390620470666
block_x3_y0,0.3321311605131843,0.32845484934786057,0.08462849187581947,0.39139516627103654,0.5602552625988082,0.3575986906755958,0.12687707871541642,0.08927071807808129,0.3397005657339139,0.4654851077404511
block_x3_y1,0.3824861128457848,0.4029660764303568,0.3861636810166607,0.8931682171179339,0.6338939296095519,0.3426725990338208,0.5171512662619805,0.0,0.27918452311498726,0.41312133159288833
block_x3_y10,0.7972883479180706,0.732701347990114,0.10968756011089886,0.7685005488409601,0.6806323775702192,0.027758568832760167,0.0,0.0,0.03131550738462221,0.07859601892093517
block_x3_y11,0.8052397108371342,0.6107035237363273,0.14782010546773428,0.575442778725601,0.7323337880596548,0.1603640401515751,0.5466171620085931,0.15600321776033668,0.2119290059398569,0.25987858196929076
block_x3_y12,0.5729433737700356,0.479381260418761,0.0,0.5239760413153484,0.6634852837147241,0.1077187936727785,0.12992218060042418,0.14314747247001283,0.18628813438912492,0.1796858744782076
block_x3_y13,0.08234344646103657,0.19600249170087028,0.6760393287774692,0.14843252756764536,0.38072667617657674,0.1348126057236724,0.8094850601732747,0.31664152242412713,0.499148734658255,0.39374628428518466
block_x3_y2,0.2564903362087739,0.2585601336461608,0.4607967992708739,0.47562854515484004,0.2646993909230606,0.33456546283402316,0.7100854452057537,0.0,0.5325445095581064,0.23719908067063986
block_x3_y4,0.29800341654197415,0.32553257299410954,0.2882899624257861,0.32715660596245283,0.538451401870641,0.13476163447215467,0.23029595619061136,0.10051006244617906,0.22335816958164134,0.278636970615559
block_x3_y5,0.43666958580628523,0.364735928642514,0.9603486665782774,0.5324971095898493,0.4174708513034682,0.13980896787964173,0.6620065959630536,0.11213646530578028,0.3472439671840409,0.4323874570722005
block_x3_y6,0.37641735569998636,0.28776763341418016,0.6625881659339387,0.3681707248877969,0.4363104889659341,0.07983354315214576,0.29828564464789575,0.0,0.12392478689044864,0.10031186813162002
block_x3_y8,0.460894307078083,0.4609074559504848,0.05833440010753745,0.5813861480465535,0.5421427879762623,0.08532809042515029,0.19202274411356693,0.0,0.10714372986508783,0.2869002684547988
block_x3_y9,0.5502528823286271,0.28487464085425235,0.12790850925593206,0.4405539025429111,0.3954018804410161,0.04080704600536069,0.24252133878015986,0.29479494726712047,0.12026141446420244,0.05679172494866587
block_x4_y0,0.2888896244420232,0.29942779386294593,0.13524828128598476,0.47852127602534134,0.3549158864733911,0.33355593304236036,0.2581167409844481,0.2173250412239277,0.29158320570984914,0.39140396498172797
block_x4_y1,0.34179165980573595,0.37737759202960336,0.6124705351745627,0.41369241741737,0.8479722014561999,0.21975460991902732,0.1734052938626118,0.12136444189817429,0.24998532866440512,0.2698509884162031
