pathway,image_feature,observed_abs_partial_spearman_rho,permutations,permutation_empirical_p,null_abs_rho_q95,null_abs_rho_q99,passes_spatial_null_95,passes_spatial_null_99
oxidative_phosphorylation,embedding__plip_060,0.24101825345489963,8,0.1111111111111111,0.18766219315835714,0.20274170768932426,True,True
myofibroblast_caf_activation,embedding__plip_014,0.2269427530261317,8,0.1111111111111111,0.17518443226154518,0.20704357320750627,True,True
collagen_ecm_organization,embedding__plip_055,0.2187160409116456,8,0.1111111111111111,0.10099542771638279,0.1157065997165056,True,True
luminal_estrogen_response,embedding__plip_063,0.21022346844601864,8,0.1111111111111111,0.1584258546497987,0.17708481801250056,True,True
myofibroblast_caf_activation,embedding__plip_012,0.2028856705351951,8,0.1111111111111111,0.09474878276260972,0.09783076179976954,True,True
emt_invasive_front,embedding__plip_055,0.2024515660311659,8,0.2222222222222222,0.17867477145476754,0.1997074608321228,True,True
collagen_ecm_organization,embedding__plip_057,0.196562989594792,8,0.1111111111111111,0.096665563130577,0.09889423139286314,True,True
collagen_ecm_organization,embedding__plip_049,0.19511865819939608,8,0.1111111111111111,0.11283241375824996,0.13430186688092827,True,True
immune_activation,embedding__plip_006,0.1903840159345418,8,0.3333333333333333,0.25411016223789173,0.27441824794701186,False,False
emt_invasive_front,embedding__plip_015,0.19011315436189116,8,0.1111111111111111,0.0676399326227453,0.07293694248727055,True,True
