pathway,image_feature,observed_abs_partial_spearman_rho,n_present_genes,n_negative_controls,negative_control_empirical_p,negative_control_abs_rho_q95,negative_control_abs_rho_q99,passes_negative_control_95,passes_negative_control_99,sample_role
unfolded_protein_response,embedding__plip_013,0.2075478751916486,7,12,0.0769230769230769,0.1756149406584304,0.1982422040561346,True,True,breast_discovery
unfolded_protein_response,embedding__plip_028,0.1966258258638939,7,12,0.0769230769230769,0.1483256034002246,0.1493350431031768,True,True,breast_discovery
unfolded_protein_response,embedding__plip_030,0.1878198755041953,7,12,0.0769230769230769,0.1076688730629404,0.1105763038407373,True,True,breast_discovery
unfolded_protein_response,embedding__plip_009,0.1863113853639642,7,12,0.0769230769230769,0.1449255229777627,0.1641520757435074,True,True,breast_discovery
epithelial_identity,embedding__plip_030,0.1821287748381294,7,12,0.1538461538461538,0.1862200977694687,0.2149746575271056,False,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_040,0.1732497643065997,7,12,0.0769230769230769,0.0887660017614234,0.0938085603430009,True,True,breast_discovery
epithelial_identity,embedding__plip_024,0.1701211535948875,7,12,0.0769230769230769,0.1313550653451775,0.1361047448687243,True,True,breast_discovery
luminal_estrogen_response,embedding__plip_013,0.1663530157986767,10,12,0.1538461538461538,0.1757830700725047,0.2048727383153112,False,False,breast_discovery
luminal_estrogen_response,embedding__plip_009,0.1645461364942931,10,12,0.1538461538461538,0.160211312233802,0.1744214766637788,True,False,breast_discovery
myofibroblast_caf_activation,embedding__plip_045,0.1634329487742112,7,12,0.0769230769230769,0.0845943131806113,0.0927591784121425,True,True,breast_discovery
immune_activation,embedding__plip_037,0.1983840631422367,7,12,0.0769230769230769,0.1315642894054766,0.1378562668885724,True,True,cervical_validation
immune_activation,embedding__plip_030,0.189689923309861,7,12,0.0769230769230769,0.1531485169632233,0.1716003087524478,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_007,0.1809664593044065,7,12,0.0769230769230769,0.1145841311371665,0.1377428672928977,True,True,cervical_validation
unfolded_protein_response,embedding__plip_014,0.1782006501961,7,12,0.0769230769230769,0.0924422611171845,0.1234048212458704,True,True,cervical_validation
myofibroblast_caf_activation,embedding__plip_055,0.1755415765943586,7,12,0.0769230769230769,0.1028635821883527,0.1069667597304423,True,True,cervical_validation
epithelial_identity,embedding__plip_007,0.1751153973334336,7,12,0.0769230769230769,0.1167109395421415,0.1182518157305126,True,True,cervical_validation
oxidative_phosphorylation,embedding__plip_043,0.1706078794681665,7,12,0.0769230769230769,0.1151342491683292,0.1431192187512514,True,True,cervical_validation
unfolded_protein_response,embedding__plip_030,0.1631153311851244,7,12,0.0769230769230769,0.1216564782257172,0.1290462002767988,True,True,cervical_validation
collagen_ecm_organization,embedding__plip_060,0.1623701254457153,7,12,0.0769230769230769,0.1329929105166984,0.1372666962031949,True,True,cervical_validation
unfolded_protein_response,embedding__plip_057,0.1571836827102024,7,12,0.0769230769230769,0.0804124329673486,0.0853368682690258,True,True,cervical_validation
